t_sec;x_true;y_true;theta_true;x_pred;y_pred;theta_pred;x_est;y_est;theta_est;v_cmd;w_cmd;v_meas;w_meas;pos_err_m;heading_err_deg
0.30679;-0.694392;-4.972050;-0.013829;-0.699369;-4.956171;0.013381;-0.687292;-4.960784;0.018978;0.249929;-0.028636;0.216854;-0.056695;0.013317;1.879697
0.32335;-0.681897;-4.972223;-0.015381;-0.675676;-4.960569;0.018101;-0.686995;-4.968824;0.012791;0.249916;-0.031048;0.232371;-0.017546;0.006127;1.614139
0.34144;-0.669401;-4.972415;-0.016477;-0.674856;-4.968647;0.016361;-0.681050;-4.971680;0.020674;0.249958;-0.021928;0.242812;0.071399;0.011672;2.128637
0.35709;-0.656907;-4.972621;-0.018017;-0.667058;-4.971387;0.021185;-0.654485;-4.973860;0.023468;0.249918;-0.030791;0.279893;0.010214;0.002720;2.376910
0.37312;-0.644414;-4.972846;-0.019702;-0.642081;-4.973578;0.021903;-0.631942;-4.975647;0.003978;0.249901;-0.033709;0.248160;-0.031298;0.012782;1.356811
0.38965;-0.631917;-4.973092;-0.020201;-0.618234;-4.975582;0.005397;-0.627911;-4.966751;-0.006750;0.249991;-0.009963;0.274149;0.028363;0.007501;0.770685
0.40632;-0.619419;-4.973345;-0.020150;-0.615060;-4.966833;-0.006104;-0.614931;-4.980103;0.012211;0.250000;0.001010;0.257008;0.012916;0.008112;1.854147
0.42334;-0.606923;-4.973597;-0.021095;-0.603368;-4.979976;0.009730;-0.619267;-4.988250;0.012594;0.249969;-0.018905;0.231279;-0.049627;0.019159;1.930259
0.43938;-0.594427;-4.973860;-0.021976;-0.604891;-4.988070;0.012437;-0.593778;-4.987357;0.017287;0.249973;-0.017622;0.287531;-0.003143;0.013512;2.249648
0.45743;-0.581933;-4.974135;-0.023149;-0.580415;-4.987184;0.008603;-0.580466;-4.978571;0.001877;0.249952;-0.023457;0.267271;-0.173680;0.004672;1.433870
0.47834;-0.569436;-4.974424;-0.023492;-0.568526;-4.978542;0.002851;-0.576428;-4.969829;0.005453;0.249996;-0.006860;0.238802;0.019494;0.008367;1.658437
0.49540;-0.556940;-4.974718;-0.024144;-0.564499;-4.969768;0.004851;-0.552931;-4.966923;0.018014;0.249985;-0.013036;0.238593;-0.012049;0.008766;2.415484
0.51195;-0.544448;-4.975020;-0.025582;-0.541425;-4.966714;0.018184;-0.532338;-4.977766;0.012092;0.249928;-0.028765;0.230161;0.003402;0.012417;2.158577
0.52966;-0.531953;-4.975339;-0.026549;-0.518946;-4.977587;0.014743;-0.527281;-4.981372;0.020168;0.249968;-0.019333;0.267857;0.053029;0.007630;2.676665
0.54807;-0.519461;-4.975671;-0.027961;-0.514470;-4.981117;0.019605;-0.507118;-4.974476;0.020972;0.249931;-0.028246;0.256266;-0.011252;0.012401;2.803678
0.56560;-0.506970;-4.976020;-0.029498;-0.494919;-4.974229;0.019456;-0.492418;-4.973402;0.005105;0.249918;-0.030728;0.244027;-0.030327;0.014785;1.982586
0.58140;-0.494476;-4.976389;-0.030094;-0.478564;-4.973336;0.004445;-0.472767;-4.991362;-0.004359;0.249988;-0.011937;0.277084;-0.013206;0.026372;1.474555
0.59793;-0.481982;-4.976765;-0.029928;-0.459950;-4.991406;-0.002496;-0.462258;-4.983468;-0.006654;0.249999;0.003336;0.256348;0.037251;0.020832;1.333455
0.61548;-0.469488;-4.977139;-0.029710;-0.447006;-4.983516;0.000343;-0.464381;-4.992498;-0.005449;0.249998;0.004354;0.305051;0.139948;0.016186;1.390028
0.63153;-0.456993;-4.977511;-0.029465;-0.453372;-4.992548;-0.003535;-0.451029;-4.977314;0.006308;0.249998;0.004892;0.220182;0.038283;0.005967;2.049647
0.64927;-0.444499;-4.977879;-0.030094;-0.438511;-4.977246;0.004584;-0.441864;-4.982063;0.015947;0.249986;-0.012563;0.250365;-0.034483;0.004945;2.637958
0.66594;-0.432007;-4.978255;-0.031248;-0.427667;-4.981854;0.013566;-0.417971;-4.982755;0.001186;0.249954;-0.023092;0.283960;-0.047636;0.014741;1.858351
0.68156;-0.419514;-4.978645;-0.031510;-0.405464;-4.982766;-0.002833;-0.411474;-4.991868;-0.018856;0.249998;-0.005243;0.250131;-0.080390;0.015475;0.725014
0.69986;-0.407022;-4.979039;-0.030522;-0.401917;-4.992059;-0.021128;-0.404079;-4.984298;-0.030153;0.249962;0.020824;0.191164;-0.045435;0.006026;0.021188
0.71739;-0.394532;-4.979421;-0.028888;-0.391314;-4.984678;-0.029415;-0.393842;-4.964593;-0.038748;0.249907;0.032696;0.255406;0.014754;0.014844;0.564975
0.73592;-0.382044;-4.979781;-0.026957;-0.380310;-4.965100;-0.036218;-0.375748;-4.971893;-0.047949;0.249871;0.038621;0.270828;0.050607;0.010093;1.202799
0.75245;-0.369560;-4.980118;-0.024393;-0.363855;-4.972428;-0.041832;-0.369857;-4.996822;-0.054617;0.249772;0.051265;0.238100;0.122344;0.016707;1.731694
0.76949;-0.357082;-4.980422;-0.021152;-0.357156;-4.997503;-0.052469;-0.363903;-4.998158;-0.058420;0.249635;0.064830;0.254385;0.042965;0.019002;2.135307
0.78703;-0.344606;-4.980686;-0.017667;-0.351487;-4.998852;-0.053169;-0.352615;-4.993115;-0.048657;0.249579;0.069692;0.248703;0.105014;0.014786;1.775569
0.80357;-0.332122;-4.980907;-0.014825;-0.340017;-4.993742;-0.050799;-0.340791;-4.978731;-0.041632;0.249720;0.056845;0.252272;-0.042848;0.008939;1.535922
0.82212;-0.319632;-4.981092;-0.012566;-0.328299;-4.979264;-0.043623;-0.320113;-4.983894;-0.053108;0.249823;0.045179;0.250077;-0.039819;0.002843;2.322874
0.83714;-0.307148;-4.981249;-0.009561;-0.308888;-4.984475;-0.050250;-0.314958;-4.983924;-0.043146;0.249687;0.060097;0.224789;0.057153;0.008255;1.924253
0.85367;-0.294659;-4.981368;-0.007154;-0.303045;-4.984431;-0.041969;-0.287127;-4.994755;-0.061119;0.249799;0.048145;0.238477;0.023530;0.015360;3.091964
0.87094;-0.282182;-4.981458;-0.003546;-0.274141;-4.995557;-0.062312;-0.275897;-4.983700;-0.046708;0.249548;0.072152;0.260215;-0.023868;0.006673;2.472992
0.88853;-0.269694;-4.981502;-0.000929;-0.263351;-4.984254;-0.041582;-0.259473;-4.987411;-0.046552;0.249762;0.052342;0.251166;0.102514;0.011806;2.614013
0.90406;-0.257206;-4.981514;0.001720;-0.246630;-4.987989;-0.043337;-0.254786;-4.989049;-0.060898;0.249756;0.052991;0.257119;0.064300;0.007915;3.587744
0.92258;-0.244728;-4.981492;0.005249;-0.244036;-4.989678;-0.055983;-0.255835;-4.986888;-0.051663;0.249568;0.070576;0.215372;0.098292;0.012348;3.260816
0.94163;-0.232243;-4.981427;0.008199;-0.242223;-4.987584;-0.050570;-0.236922;-4.974120;-0.044515;0.249698;0.059002;0.272580;0.021858;0.008676;3.020322
0.95933;-0.219753;-4.981324;0.010574;-0.225430;-4.974615;-0.041517;-0.218246;-4.977080;-0.036501;0.249804;0.047488;0.230049;0.059974;0.004504;2.697198
0.97535;-0.207260;-4.981192;0.012500;-0.204688;-4.977564;-0.034775;-0.217639;-4.971002;-0.024465;0.249871;0.038531;0.271326;0.034526;0.014545;2.117953
0.99168;-0.194764;-4.981036;0.013635;-0.204871;-4.971291;-0.020899;-0.202641;-4.965695;-0.028050;0.249955;0.022689;0.255433;0.071326;0.017245;2.388356
1.01023;-0.182268;-4.980865;0.014922;-0.190212;-4.966035;-0.026689;-0.173194;-4.963154;-0.019213;0.249942;0.025748;0.248665;0.027216;0.019900;1.955819
1.02661;-0.169770;-4.980679;0.015647;-0.161673;-4.963355;-0.015610;-0.167356;-4.976759;-0.029443;0.249982;0.014509;0.230469;0.072060;0.004604;2.583490
1.04263;-0.157275;-4.980483;0.017144;-0.154566;-4.977144;-0.030757;-0.138444;-4.982272;-0.022580;0.249922;0.029934;0.255908;-0.026280;0.018916;2.276017
1.05964;-0.144780;-4.980269;0.018292;-0.125301;-4.982568;-0.022478;-0.133471;-4.978899;-0.002183;0.249954;0.022956;0.262933;0.002026;0.011391;1.173141
1.07567;-0.132282;-4.980041;0.018190;-0.122115;-4.978921;-0.001605;-0.135823;-4.977096;-0.011653;0.250000;-0.002313;0.227117;0.011573;0.004606;1.709863
1.09270;-0.119784;-4.979813;0.018621;-0.123169;-4.977233;-0.010047;-0.124042;-4.980188;-0.005954;0.249994;0.008632;0.253095;0.032126;0.004275;1.408065
1.11038;-0.107286;-4.979580;0.018747;-0.112716;-4.980282;-0.010518;-0.120949;-4.978585;-0.013542;0.249999;0.002505;0.226531;-0.091279;0.013699;1.850029
1.12540;-0.094789;-4.979346;0.019308;-0.107882;-4.978761;-0.013336;-0.105364;-4.979392;-0.008338;0.249989;0.011233;0.261357;0.004127;0.010575;1.584021
1.14361;-0.082291;-4.979105;0.019566;-0.091270;-4.979542;-0.012998;-0.111947;-4.975901;-0.005394;0.249998;0.005162;0.281898;-0.093188;0.029828;1.430148
1.15864;-0.069794;-4.978860;0.019607;-0.099650;-4.975939;-0.000707;-0.096066;-4.978083;0.005547;0.250000;0.000816;0.245925;0.093753;0.026284;0.805574
1.18271;-0.057297;-4.978615;0.019016;-0.080752;-4.977979;0.007977;-0.071943;-4.974665;0.025067;0.249988;-0.011818;0.306289;0.048594;0.015170;0.346695
1.20326;-0.044805;-4.978378;0.017213;-0.058436;-4.974334;0.023945;-0.059801;-4.978720;0.034588;0.249887;-0.036075;0.270226;-0.022445;0.015000;0.995536
1.22129;-0.032316;-4.978163;0.014885;-0.047132;-4.978322;0.028214;-0.033828;-4.980064;0.014819;0.249812;-0.046552;0.253492;-0.127476;0.002430;0.003751
1.23742;-0.019820;-4.977977;0.013758;-0.020270;-4.979894;0.010359;-0.006769;-4.980269;0.013784;0.249956;-0.022536;0.271183;-0.089201;0.013251;0.001505
1.25330;-0.007323;-4.977805;0.012695;0.007319;-4.980105;0.009535;-0.004999;-4.992429;0.000217;0.249961;-0.021270;0.281773;-0.084996;0.014808;0.714888
1.27034;0.005176;-4.977646;0.012591;0.008127;-4.992446;-0.002862;0.004762;-4.981893;0.001244;0.250000;-0.002076;0.262521;-0.061597;0.004267;0.650108
1.28835;0.017675;-4.977489;0.012299;0.016984;-4.981854;0.005044;0.009640;-4.981453;0.029288;0.249997;-0.005843;0.244426;0.075984;0.008960;0.973397
1.30689;0.030167;-4.977335;0.010757;0.023635;-4.981070;0.025400;0.026360;-4.974325;0.037789;0.249864;-0.039605;0.279996;-0.077757;0.004854;1.548874
1.32193;0.042655;-4.977201;0.008179;0.038733;-4.973882;0.033650;0.049187;-4.975638;0.014205;0.249769;-0.051542;0.247615;-0.082799;0.006716;0.345225
1.33856;0.055152;-4.977098;0.006852;0.061535;-4.975478;0.011742;0.066617;-4.975628;0.008973;0.249954;-0.022951;0.246996;-0.049263;0.011559;0.121509
1.35458;0.067651;-4.977013;0.006018;0.078719;-4.975526;0.007931;0.073749;-4.975004;0.001278;0.249976;-0.016696;0.242042;-0.020838;0.006420;0.271574
1.37063;0.080150;-4.976937;0.005636;0.086181;-4.974979;0.002695;0.065278;-4.977201;0.003318;0.249995;-0.007622;0.248649;0.028356;0.014875;0.132857
1.38868;0.092650;-4.976867;0.005160;0.078394;-4.977150;0.004524;0.101626;-4.969295;0.013095;0.249992;-0.009525;0.262321;0.024121;0.011743;0.454623
1.40430;0.105147;-4.976803;0.003998;0.113152;-4.969159;0.010514;0.107482;-4.974054;0.005025;0.249953;-0.023236;0.230547;-0.051617;0.003606;0.058844
1.42689;0.117647;-4.976753;0.003379;0.119165;-4.974024;0.000189;0.115673;-4.982970;0.004325;0.249987;-0.012394;0.233670;-0.096730;0.006524;0.054222
1.45075;0.130146;-4.976710;0.002910;0.127862;-4.982919;0.004030;0.137856;-4.976909;0.016530;0.249992;-0.009374;0.243793;-0.005895;0.007712;0.780353
1.46372;0.142643;-4.976674;0.001633;0.149327;-4.976715;0.017341;0.159264;-4.972670;0.013295;0.249943;-0.025534;0.229458;0.016232;0.017097;0.668182
1.48375;0.155141;-4.976654;0.000497;0.169790;-4.972544;0.010638;0.152814;-4.986163;0.001398;0.249955;-0.022729;0.210534;-0.053142;0.009790;0.051645
1.50024;0.167641;-4.976647;0.000242;0.166233;-4.986129;0.003676;0.156855;-4.976950;-0.009526;0.249998;-0.005103;0.268387;0.045549;0.010790;0.559671
1.51676;0.180141;-4.976644;0.000528;0.169402;-4.977071;-0.009819;0.167259;-4.962883;0.013541;0.249997;0.005721;0.250949;-0.005847;0.018850;0.745594
1.53336;0.192638;-4.976638;-0.000436;0.179688;-4.962725;0.011862;0.180895;-4.968292;0.007681;0.249944;-0.025465;0.248595;-0.033579;0.014406;0.465108
1.55140;0.205137;-4.976643;-0.001292;0.194574;-4.968150;0.013150;0.194818;-4.978848;-0.003023;0.249975;-0.017113;0.273594;0.109363;0.010551;0.099183
1.56593;0.217637;-4.976659;-0.001375;0.208203;-4.978895;-0.004001;0.209862;-4.977707;-0.013785;0.250000;-0.001655;0.267703;-0.019562;0.007845;0.711033
1.58346;0.230136;-4.976677;-0.000827;0.222240;-4.977850;-0.009394;0.231107;-4.987843;-0.022621;0.249990;0.010957;0.247587;0.087804;0.011208;1.248715
1.60019;0.242634;-4.976687;0.000377;0.244368;-4.988167;-0.026309;0.235873;-4.980846;-0.025140;0.249950;0.024086;0.265311;-0.073766;0.007938;1.462026
1.61674;0.255131;-4.976682;0.001645;0.249222;-4.981177;-0.024478;0.244389;-4.981952;-0.038549;0.249944;0.025343;0.267056;0.013227;0.011965;2.302933
1.63225;0.267623;-4.976662;0.003730;0.258703;-4.982518;-0.040402;0.249077;-4.970036;-0.045496;0.249849;0.041705;0.286503;-0.037054;0.019694;2.820438
1.64978;0.280114;-4.976615;0.006081;0.260340;-4.970534;-0.042758;0.263781;-4.971355;-0.056365;0.249808;0.047027;0.225484;0.054752;0.017159;3.577915
1.66536;0.292597;-4.976539;0.009100;0.276764;-4.972060;-0.052133;0.288113;-4.974729;-0.027010;0.249684;0.060381;0.260037;0.084636;0.004836;2.068960
1.68425;0.305094;-4.976425;0.010869;0.301466;-4.975055;-0.021790;0.307557;-4.959716;-0.019943;0.249941;0.025976;0.267154;0.104403;0.016890;1.765419
1.70228;0.317592;-4.976290;0.011551;0.320159;-4.959966;-0.019682;0.326301;-4.959119;-0.014650;0.249984;0.013630;0.252083;0.005217;0.019253;1.501171
1.71930;0.330091;-4.976145;0.011905;0.340931;-4.959348;-0.016736;0.324866;-4.968562;-0.033122;0.249996;0.007083;0.292636;-0.041720;0.009209;2.579873
1.73582;0.342586;-4.975996;0.013489;0.336218;-4.968911;-0.028275;0.331909;-4.964929;-0.027492;0.249913;0.031678;0.227144;0.096945;0.015379;2.348013
1.75133;0.355083;-4.975828;0.014688;0.344833;-4.965271;-0.025433;0.361722;-4.971873;-0.013251;0.249950;0.023975;0.258578;0.041173;0.007728;1.600740
1.76701;0.367581;-4.975644;0.015119;0.373917;-4.972039;-0.014114;0.386337;-4.965793;-0.001989;0.249994;0.008624;0.243929;-0.017272;0.021186;0.980203
1.78553;0.380079;-4.975455;0.014793;0.398728;-4.965830;-0.003947;0.380961;-4.960848;0.003430;0.249996;-0.006510;0.247821;-0.039152;0.014634;0.651088
1.80156;0.392577;-4.975270;0.014079;0.393730;-4.960804;0.003433;0.381209;-4.962328;0.001851;0.249982;-0.014287;0.255382;0.000074;0.017226;0.700588
1.81773;0.405075;-4.975094;0.013478;0.394137;-4.962297;0.002972;0.399563;-4.965979;0.013322;0.249987;-0.012009;0.258546;0.022419;0.010652;0.008946
1.83374;0.417571;-4.974926;0.012235;0.410159;-4.965855;0.010142;0.414606;-4.976794;0.025009;0.249946;-0.024861;0.211943;-0.063613;0.003504;0.731861
1.85026;0.430065;-4.974773;0.010431;0.426564;-4.976498;0.024559;0.424254;-4.985401;0.034949;0.249887;-0.036084;0.239233;-0.008989;0.012113;1.404772
1.86530;0.442555;-4.974643;0.008143;0.438143;-4.984900;0.037112;0.438303;-4.974929;0.049589;0.249818;-0.045768;0.277966;0.043267;0.004262;2.374682
1.88335;0.455036;-4.974541;0.004838;0.451827;-4.974293;0.044384;0.465544;-4.979864;0.028060;0.249621;-0.066102;0.270782;-0.104095;0.011780;1.330551
1.90187;0.467529;-4.974481;0.002783;0.477681;-4.979537;0.025698;0.470682;-4.990865;0.037913;0.249868;-0.039001;0.242826;-0.047236;0.016685;2.012809
1.91932;0.480019;-4.974446;0.000387;0.485024;-4.990355;0.033202;0.477956;-4.982405;0.028749;0.249801;-0.047916;0.287010;-0.094226;0.008222;1.625021
1.94037;0.492512;-4.974441;-0.001571;0.490280;-4.982072;0.025307;0.487578;-4.982266;0.013891;0.249867;-0.039168;0.246579;-0.068829;0.009251;0.885911
1.95663;0.505010;-4.974461;-0.002641;0.501517;-4.982100;0.009997;0.499925;-4.967873;0.013607;0.249960;-0.021385;0.278805;-0.077880;0.008322;0.930903
1.97545;0.517507;-4.974494;-0.003885;0.513554;-4.967696;0.012311;0.521171;-4.975035;0.011686;0.249946;-0.024895;0.272592;-0.025904;0.003703;0.892183
1.99151;0.530005;-4.974542;-0.004921;0.534744;-4.974886;0.010304;0.529451;-4.977170;0.020199;0.249963;-0.020712;0.271488;-0.027634;0.002685;1.439248
2.00843;0.542501;-4.974604;-0.006439;0.540189;-4.976965;0.017978;0.526185;-4.969652;0.006898;0.249920;-0.030366;0.214784;-0.044421;0.017051;0.764149
2.02646;0.555000;-4.974684;-0.007260;0.535670;-4.969555;0.013351;0.545504;-4.963783;0.009897;0.249977;-0.016417;0.189695;0.129075;0.014457;0.983038
2.04347;0.567498;-4.974775;-0.008342;0.558596;-4.963655;0.009648;0.566519;-4.981357;0.013793;0.249959;-0.021633;0.261845;-0.004988;0.006654;1.268246
2.06050;0.579995;-4.974879;-0.009422;0.578356;-4.981194;0.013669;0.576665;-4.975019;0.020244;0.249960;-0.021598;0.236755;-0.002479;0.003333;1.699745
2.07602;0.592490;-4.974997;-0.010975;0.589053;-4.974767;0.020373;0.581787;-4.971904;0.010257;0.249916;-0.031070;0.247820;0.002581;0.011141;1.216539
2.09254;0.604988;-4.975134;-0.011972;0.592945;-4.971783;0.011514;0.601500;-4.979677;0.029475;0.249965;-0.019940;0.223175;0.025128;0.005728;2.374745
2.11057;0.617480;-4.975284;-0.014018;0.613535;-4.979312;0.031214;0.622843;-4.984447;0.033031;0.249855;-0.040914;0.240801;0.034790;0.010618;2.695719
2.12609;0.629970;-4.975459;-0.016213;0.637265;-4.983991;0.030283;0.627597;-4.983448;0.037183;0.249833;-0.043901;0.288587;-0.054967;0.008334;3.059389
2.14262;0.642458;-4.975661;-0.018671;0.639715;-4.983007;0.035498;0.643183;-4.979865;0.048008;0.249790;-0.049163;0.242512;-0.033711;0.004266;3.820442
2.16121;0.654938;-4.975894;-0.021829;0.654348;-4.979316;0.050216;0.642331;-4.971384;0.053232;0.249654;-0.063155;0.223555;0.044161;0.013390;4.300676
2.17856;0.667413;-4.976167;-0.025417;0.654497;-4.970754;0.050254;0.659296;-4.975904;0.036666;0.249553;-0.071758;0.243637;-0.059550;0.008121;3.557101
2.19828;0.679898;-4.976484;-0.027950;0.670943;-4.975495;0.033533;0.683152;-4.962724;0.033305;0.249777;-0.050661;0.233078;-0.062659;0.014139;3.509667
2.21430;0.692382;-4.976833;-0.030466;0.696473;-4.962301;0.030251;0.697498;-4.961189;0.039598;0.249780;-0.050328;0.266549;-0.061085;0.016460;4.014417
2.23085;0.704862;-4.977213;-0.033383;0.709927;-4.960734;0.033548;0.717320;-4.958732;0.044872;0.249705;-0.058343;0.248738;-0.121015;0.022289;4.483680
2.24837;0.717336;-4.977630;-0.036654;0.730216;-4.958204;0.036959;0.717439;-4.959873;0.032408;0.249629;-0.065409;0.258147;-0.158243;0.017758;3.956979
2.26379;0.729817;-4.978088;-0.039161;0.729672;-4.959479;0.031898;0.740000;-4.970193;0.018733;0.249782;-0.050134;0.244791;-0.010211;0.012885;3.317032
2.28037;0.742303;-4.978577;-0.040704;0.751800;-4.969983;0.016909;0.762652;-4.966918;0.029811;0.249917;-0.030875;0.236035;-0.036470;0.023453;4.040208
2.29813;0.754784;-4.979085;-0.042961;0.776572;-4.966540;0.024510;0.773810;-4.971430;0.015159;0.249823;-0.045141;0.278504;-0.106013;0.020509;3.330054
2.31317;0.767269;-4.979622;-0.044277;0.786945;-4.971220;0.016787;0.775135;-4.976023;0.014711;0.249940;-0.026303;0.262729;0.032569;0.008650;3.379751
2.33070;0.779754;-4.980175;-0.045500;0.786459;-4.975842;0.017180;0.783488;-4.984950;0.013052;0.249948;-0.024464;0.226506;0.049383;0.006061;3.354779
2.34622;0.792240;-4.980744;-0.046497;0.797671;-4.984768;0.012570;0.800899;-4.973561;-0.006112;0.249965;-0.019946;0.283678;-0.009637;0.011250;2.313916
2.36329;0.804726;-4.981325;-0.046508;0.813313;-4.973654;-0.008774;0.801622;-4.981113;-0.013835;0.250000;-0.000222;0.248295;-0.053255;0.003112;1.872054
2.38052;0.817212;-4.981906;-0.045948;0.813975;-4.981288;-0.014515;0.810025;-4.984385;-0.005413;0.249989;0.011203;0.247093;-0.013599;0.007603;2.322492
2.40206;0.829699;-4.982480;-0.045847;0.823451;-4.984464;-0.006433;0.827835;-4.991969;-0.021675;0.250000;0.002023;0.268520;-0.020408;0.009671;1.384965
2.41960;0.842183;-4.983053;-0.044662;0.840665;-4.992226;-0.018389;0.834192;-4.994694;-0.031443;0.249951;0.023700;0.256650;0.065707;0.014121;0.757398
2.43612;0.854665;-4.983610;-0.042852;0.846561;-4.995062;-0.028051;0.852206;-4.971912;-0.019380;0.249886;0.036203;0.247498;0.067840;0.011955;1.344837
2.45328;0.867153;-4.984146;-0.042095;0.865120;-4.972148;-0.017207;0.872317;-4.975047;-0.021446;0.249980;0.015130;0.258322;0.043446;0.010462;1.183089
2.47081;0.879640;-4.984672;-0.041171;0.883738;-4.975289;-0.020915;0.879520;-4.981970;-0.017976;0.249970;0.018481;0.228470;0.010619;0.002704;1.328961
2.48750;0.892129;-4.985186;-0.040355;0.892287;-4.982197;-0.017509;0.893549;-4.987717;-0.017385;0.249977;0.016321;0.255379;0.009339;0.002902;1.316075
2.50402;0.904617;-4.985691;-0.039491;0.905615;-4.987910;-0.014633;0.911081;-4.998508;-0.003299;0.249974;0.017273;0.241362;0.055053;0.014355;2.073677
2.52155;0.917107;-4.986184;-0.039315;0.924147;-4.998534;-0.000779;0.935651;-4.996389;0.004486;0.249999;0.003521;0.261310;0.050402;0.021166;2.509650
2.53708;0.929597;-4.986675;-0.039638;0.947705;-4.996336;0.004296;0.922750;-4.994379;0.007318;0.249996;-0.006450;0.241071;-0.003804;0.010307;2.690384
2.55421;0.942087;-4.987171;-0.040160;0.935980;-4.994287;0.006532;0.943753;-4.993981;-0.008414;0.249991;-0.010436;0.264597;-0.015729;0.007012;1.818870
2.57046;0.954577;-4.987673;-0.039744;0.958765;-4.994097;-0.006997;0.951428;-5.003541;-0.000835;0.249994;0.008317;0.300253;0.028358;0.016178;2.229326
2.58849;0.967067;-4.988169;-0.039641;0.962113;-5.003561;-0.003000;0.966462;-5.006783;-0.014586;0.250000;0.002051;0.213687;-0.043305;0.018623;1.435576
2.60403;0.979555;-4.988665;-0.038665;0.979372;-5.006962;-0.013174;0.974649;-4.998155;-0.004203;0.249967;0.019521;0.258226;0.028243;0.010684;1.974521
2.62064;0.992046;-4.989148;-0.038441;0.985799;-4.998217;-0.006945;0.983316;-4.989239;-0.018475;0.249998;0.004494;0.223008;-0.054829;0.008731;1.143954
2.64269;1.004535;-4.989628;-0.037493;0.996422;-4.989485;-0.019076;1.008819;-5.002926;-0.024834;0.249969;0.018955;0.262158;-0.012017;0.013971;0.725315
2.65832;1.017022;-4.990096;-0.035959;1.019712;-5.003175;-0.020841;1.026193;-4.989442;-0.011188;0.249918;0.030680;0.217915;0.079857;0.009194;1.419274
2.67636;1.029514;-4.990546;-0.035447;1.038540;-4.989546;-0.005601;1.033738;-4.973737;-0.009519;0.249991;0.010237;0.246950;0.111740;0.017332;1.485539
2.69238;1.042006;-4.990989;-0.035273;1.045351;-4.973838;-0.007968;1.035083;-4.975502;-0.011408;0.249999;0.003477;0.232271;0.031030;0.016964;1.367342
