t_sec;x_true;y_true;theta_true;x_pred;y_pred;theta_pred;x_est;y_est;theta_est;v_cmd;w_cmd;v_meas;w_meas;pos_err_m;heading_err_deg
11.47453;4.949302;-2.980135;1.584125;4.939622;-2.989469;1.579886;4.958897;-2.970879;1.594423;0.249968;-0.019223;0.243357;0.012049;0.013332;0.590060
11.49463;4.949135;-2.967641;1.582398;4.958612;-2.957779;1.590606;4.956053;-2.961236;1.600145;0.249896;-0.034540;0.262060;-0.076333;0.009428;1.016864
11.51382;4.948990;-2.955150;1.580305;4.955722;-2.949754;1.599141;4.955108;-2.939195;1.601220;0.249848;-0.041843;0.229726;-0.020086;0.017087;1.198314
11.53139;4.948871;-2.942658;1.578141;4.954726;-2.926123;1.598840;4.957923;-2.926231;1.600348;0.249837;-0.043294;0.261542;-0.047604;0.018756;1.272380
11.54791;4.948780;-2.930166;1.576049;4.957557;-2.913942;1.600889;4.945384;-2.914115;1.601931;0.249848;-0.041832;0.245883;0.010820;0.016407;1.482924
11.56344;4.948714;-2.917675;1.573767;4.945075;-2.903122;1.595899;4.943974;-2.915030;1.590799;0.249819;-0.045643;0.219938;-0.120645;0.005428;0.975882
11.58025;4.948677;-2.905180;1.572142;4.943727;-2.901043;1.586145;4.956005;-2.909498;1.578353;0.249908;-0.032498;0.279793;-0.093096;0.008506;0.355831
11.59783;4.948660;-2.892681;1.571355;4.955887;-2.897458;1.582867;4.949624;-2.901854;1.585243;0.249978;-0.015742;0.240812;0.090289;0.009224;0.795722
11.61484;4.948653;-2.880184;1.570106;4.949467;-2.889949;1.582754;4.954227;-2.884208;1.574755;0.249946;-0.024986;0.238122;-0.049773;0.006875;0.266385
11.63239;4.948662;-2.867685;1.569520;4.954184;-2.870935;1.573356;4.945408;-2.861598;1.558257;0.249988;-0.011717;0.265461;-0.027985;0.006901;0.645327
11.64943;4.948678;-2.855185;1.569856;4.945585;-2.849163;1.554804;4.947415;-2.861152;1.551898;0.249996;0.006715;0.248724;-0.069045;0.006099;1.028907
11.66395;4.948689;-2.842686;1.570588;4.947638;-2.850113;1.549220;4.934372;-2.855770;1.548358;0.249981;0.014651;0.220821;-0.053553;0.019396;1.273715
11.68249;4.948692;-2.830187;1.571433;4.934626;-2.843792;1.550706;4.932034;-2.831871;1.554426;0.249975;0.016902;0.239601;0.046972;0.016743;0.974430
11.69908;4.948684;-2.817687;1.571895;4.932202;-2.820793;1.556674;4.943306;-2.824345;1.556347;0.249993;0.009231;0.221573;0.044963;0.008559;0.890824
11.71374;4.948670;-2.805188;1.572327;4.943477;-2.811158;1.559222;4.949305;-2.800392;1.557414;0.249994;0.008644;0.263757;0.057496;0.004837;0.854422
11.73133;4.948651;-2.792688;1.572740;4.949489;-2.787506;1.555630;4.955112;-2.790788;1.541178;0.249994;0.008260;0.257742;-0.035698;0.006735;1.808382
11.74895;4.948627;-2.780191;1.574171;4.955503;-2.777453;1.541773;4.944023;-2.760366;1.566098;0.249929;0.028628;0.266803;0.011907;0.020353;0.462544
11.76796;4.948585;-2.767692;1.574353;4.944075;-2.747031;1.567710;4.932067;-2.757034;1.563509;0.249999;-0.003018;0.266709;0.032227;0.019658;0.621282
11.78448;4.948540;-2.755192;1.574265;4.932148;-2.744096;1.565625;4.949542;-2.737422;1.552952;0.250000;-0.001765;0.258764;0.042308;0.017798;1.221117
11.80093;4.948497;-2.742693;1.574944;4.949780;-2.723415;1.554686;4.949249;-2.735040;1.553812;0.249984;0.013588;0.280181;0.034689;0.007690;1.210775
11.81846;4.948445;-2.730193;1.575569;4.949469;-2.722669;1.552223;4.936137;-2.733397;1.549163;0.249986;0.012508;0.247451;-0.031783;0.012718;1.512978
11.83598;4.948385;-2.717695;1.576372;4.936427;-2.719758;1.549855;4.944555;-2.719171;1.538542;0.249978;0.016051;0.272847;0.013840;0.004105;2.167512
11.85439;4.948316;-2.705199;1.577876;4.944931;-2.706265;1.544837;4.942520;-2.707758;1.536553;0.249921;0.030086;0.258229;0.125903;0.006335;2.367637
11.87143;4.948227;-2.692704;1.579483;4.942886;-2.695747;1.544126;4.957414;-2.695925;1.558951;0.249910;0.032143;0.240329;0.151449;0.009735;1.176425
11.88695;4.948119;-2.680204;1.579862;4.957565;-2.682148;1.560655;4.962480;-2.667563;1.563256;0.249995;0.007574;0.275551;0.034081;0.019133;0.951453
11.90249;4.948005;-2.667705;1.580021;4.962565;-2.656344;1.563243;4.946464;-2.664659;1.558069;0.249999;0.003176;0.224391;-0.000256;0.003414;1.257763
11.91859;4.947890;-2.655206;1.580365;4.946642;-2.651298;1.556898;4.955739;-2.647501;1.567131;0.249996;0.006891;0.267249;-0.023411;0.010998;0.758262
11.93560;4.947770;-2.642706;1.580238;4.955761;-2.636367;1.570508;4.948417;-2.637203;1.571008;0.249999;-0.002547;0.222687;0.067534;0.005541;0.528818
11.95310;4.947652;-2.630207;1.579820;4.948392;-2.623852;1.574258;4.951159;-2.618675;1.565483;0.249994;-0.008360;0.267033;0.064982;0.012053;0.821442
11.96864;4.947540;-2.617708;1.579754;4.951220;-2.607431;1.565209;4.954267;-2.618307;1.576403;0.250000;-0.001317;0.224889;-0.005492;0.006754;0.192004
11.98867;4.947428;-2.605209;1.579058;4.954229;-2.606584;1.571626;4.961545;-2.605080;1.574851;0.249983;-0.013932;0.234464;-0.095546;0.014118;0.241024
12.00828;4.947324;-2.592710;1.578511;4.961525;-2.593126;1.570091;4.951593;-2.582802;1.594173;0.249990;-0.010933;0.239069;-0.095206;0.010788;0.897348
12.02832;4.947228;-2.580216;1.576725;4.951280;-2.569809;1.595617;4.947313;-2.573501;1.589346;0.249889;-0.035712;0.259953;0.028877;0.006715;0.723084
12.04335;4.947154;-2.567720;1.575195;4.947136;-2.561582;1.581959;4.944988;-2.569583;1.589248;0.249919;-0.030607;0.238418;-0.147727;0.002857;0.805174
12.06180;4.947099;-2.555224;1.573652;4.944759;-2.556357;1.586945;4.937812;-2.558923;1.579375;0.249917;-0.030863;0.264568;-0.046058;0.009996;0.327886
12.07685;4.947063;-2.542726;1.572644;4.937717;-2.547050;1.578314;4.947992;-2.544815;1.574051;0.249965;-0.020166;0.237475;-0.021211;0.002286;0.080638
12.09239;4.947040;-2.530227;1.572035;4.947958;-2.533053;1.573335;4.943775;-2.538200;1.583313;0.249987;-0.012177;0.235250;-0.014312;0.008616;0.646204
12.11042;4.947025;-2.517729;1.570836;4.943596;-2.525515;1.586474;4.937974;-2.526396;1.592814;0.249950;-0.023970;0.253735;0.063214;0.012531;1.259234
12.12847;4.947024;-2.505235;1.569021;4.937689;-2.513541;1.593146;4.941516;-2.510987;1.594280;0.249886;-0.036310;0.257169;0.006648;0.007964;1.447228
12.14449;4.947046;-2.492741;1.567145;4.941263;-2.499510;1.591428;4.935038;-2.489814;1.581542;0.249878;-0.037523;0.229594;-0.057040;0.012360;0.824894
12.16104;4.947092;-2.480244;1.565979;4.934932;-2.478100;1.578116;4.941209;-2.470919;1.591025;0.249953;-0.023302;0.234300;-0.068519;0.011025;1.435017
12.17706;4.947152;-2.467749;1.564294;4.940968;-2.457881;1.587488;4.937439;-2.461021;1.591914;0.249901;-0.033718;0.260794;-0.070737;0.011815;1.582534
12.19258;4.947233;-2.455254;1.562523;4.937172;-2.448545;1.592461;4.936612;-2.457251;1.587189;0.249891;-0.035403;0.249587;0.010934;0.010807;1.413222
12.20864;4.947337;-2.442759;1.561030;4.936350;-2.443413;1.592307;4.935130;-2.450340;1.596702;0.249923;-0.029871;0.276821;0.102372;0.014369;2.043871
12.23268;4.947459;-2.430267;1.558953;4.934793;-2.437687;1.598106;4.930827;-2.443960;1.594825;0.249850;-0.041535;0.253135;0.028075;0.021544;2.055288
12.25100;4.947607;-2.417775;1.556954;4.930562;-2.432092;1.591439;4.934339;-2.412551;1.577736;0.249861;-0.039985;0.237421;-0.067718;0.014259;1.190756
12.26851;4.947780;-2.405277;1.556006;4.934267;-2.399117;1.574637;4.937898;-2.399891;1.572729;0.249969;-0.018958;0.268690;-0.061986;0.011254;0.958170
12.28353;4.947965;-2.392779;1.555386;4.937896;-2.388743;1.569257;4.952796;-2.404116;1.567607;0.249987;-0.012390;0.222951;-0.069448;0.012324;0.700182
12.30136;4.948157;-2.380281;1.555195;4.952840;-2.390966;1.567301;4.962577;-2.382717;1.550136;0.249999;-0.003823;0.263005;-0.006121;0.014624;0.289892
12.31842;4.948352;-2.367784;1.556131;4.962896;-2.369126;1.544514;4.953613;-2.380421;1.550997;0.249970;0.018710;0.271898;-0.112425;0.013689;0.294167
12.33544;4.948535;-2.355286;1.556942;4.953875;-2.366482;1.553022;4.957354;-2.353302;1.537688;0.249977;0.016218;0.278826;0.040512;0.009039;1.103148
12.35203;4.948709;-2.342792;1.558580;4.957732;-2.342103;1.536472;4.957128;-2.342063;1.550475;0.249907;0.032770;0.224097;-0.024316;0.008451;0.464405
12.36851;4.948861;-2.330294;1.559449;4.957411;-2.328851;1.548188;4.950059;-2.326416;1.531249;0.249974;0.017379;0.264299;-0.045738;0.004059;1.615741
12.38455;4.949003;-2.317802;1.561413;4.950571;-2.313181;1.533028;4.941742;-2.306791;1.528004;0.249866;0.039277;0.264906;0.035572;0.013189;1.914182
12.39982;4.949120;-2.305310;1.563502;4.942256;-2.294501;1.529954;4.953187;-2.289547;1.539114;0.249848;0.041783;0.246019;0.038994;0.016279;1.397340
12.41583;4.949211;-2.292814;1.565018;4.953640;-2.275602;1.537544;4.950831;-2.284424;1.522463;0.249920;0.030313;0.279044;-0.031397;0.008546;2.438191
12.43138;4.949284;-2.280325;1.567513;4.951406;-2.272315;1.524114;4.960898;-2.283282;1.523408;0.249784;0.049900;0.242449;0.033006;0.011985;2.527024
12.44806;4.949325;-2.267837;1.570034;4.961527;-2.269608;1.526209;4.957752;-2.256094;1.526918;0.249779;0.050424;0.273780;0.056024;0.014454;2.470342
12.46457;4.949334;-2.255346;1.572317;4.958297;-2.243515;1.528017;4.956215;-2.241925;1.523096;0.249819;0.045667;0.251813;0.021978;0.015081;2.820177
12.48361;4.949315;-2.242856;1.574817;4.956769;-2.230067;1.525070;4.949557;-2.244061;1.530095;0.249783;0.049985;0.237427;0.039485;0.001229;2.562383
12.50089;4.949265;-2.230364;1.576841;4.950045;-2.231334;1.534897;4.950754;-2.224694;1.536694;0.249858;0.040486;0.254737;0.096040;0.005862;2.300262
12.52160;4.949189;-2.217869;1.578478;4.951083;-2.214418;1.540773;4.945282;-2.222757;1.536675;0.249907;0.032744;0.205617;0.081595;0.006258;2.395125
12.53962;4.949093;-2.205373;1.580071;4.945698;-2.210609;1.536494;4.944079;-2.209727;1.526926;0.249912;0.031855;0.243086;-0.003623;0.006641;3.044974
12.55416;4.948978;-2.192882;1.582238;4.944477;-2.200863;1.525066;4.948876;-2.186445;1.546424;0.249837;0.043337;0.177461;-0.037199;0.006438;2.051995
12.57167;4.948835;-2.180385;1.583273;4.949199;-2.173489;1.545313;4.952737;-2.174655;1.547063;0.249963;0.020711;0.259183;-0.022205;0.006932;2.074678
12.58870;4.948679;-2.167888;1.584302;4.953031;-2.162611;1.545782;4.955293;-2.159344;1.539154;0.249963;0.020575;0.240955;-0.025617;0.010805;2.586783
12.60371;4.948510;-2.155393;1.585826;4.955786;-2.144764;1.534913;4.944045;-2.140686;1.529182;0.249919;0.030477;0.291759;-0.084824;0.015369;3.245435
12.62082;4.948322;-2.142901;1.587852;4.944584;-2.127346;1.531597;4.942946;-2.135046;1.540470;0.249857;0.040534;0.267016;0.048286;0.009519;2.714790
12.63838;4.948109;-2.130406;1.589192;4.943356;-2.121195;1.541903;4.942462;-2.123982;1.550460;0.249938;0.026796;0.277137;0.028658;0.008554;2.219179
12.65343;4.947879;-2.117909;1.589928;4.942670;-2.113811;1.550261;4.931678;-2.119770;1.545355;0.249981;0.014711;0.203452;-0.003985;0.016307;2.553838
12.66947;4.947640;-2.105413;1.590879;4.932010;-2.105858;1.548519;4.935296;-2.111651;1.542485;0.249969;0.019015;0.278325;0.063282;0.013831;2.772739
12.68700;4.947389;-2.092918;1.592031;4.935646;-2.098936;1.544056;4.939437;-2.107502;1.545119;0.249954;0.023056;0.254391;0.031425;0.016611;2.687890
12.70295;4.947124;-2.080423;1.593061;4.939737;-2.094665;1.549747;4.930549;-2.087265;1.553604;0.249963;0.020588;0.256800;0.092555;0.017931;2.260698
12.72399;4.946845;-2.067926;1.593504;4.930740;-2.075269;1.556212;4.937865;-2.074735;1.555075;0.249993;0.008872;0.239943;0.052166;0.011270;2.201830
12.74803;4.946561;-2.055430;1.593921;4.938044;-2.063080;1.555831;4.927408;-2.071031;1.563641;0.249994;0.008326;0.233121;0.015122;0.024703;1.734913
12.76156;4.946272;-2.042933;1.593734;4.927507;-2.058514;1.562123;4.934998;-2.064063;1.562747;0.249999;-0.003732;0.250344;-0.030356;0.023950;1.775427
12.78062;4.945986;-2.030436;1.593665;4.935081;-2.050804;1.566316;4.939471;-2.036799;1.545093;0.250000;-0.001383;0.265180;0.071384;0.009106;2.782990
12.79646;4.945700;-2.017941;1.594691;4.939763;-2.025777;1.543492;4.944837;-2.023058;1.559604;0.249963;0.020523;0.220503;-0.032016;0.005189;2.010354
12.81399;4.945401;-2.005445;1.594891;4.944976;-2.009799;1.560881;4.939673;-2.016611;1.557648;0.249999;0.004006;0.265185;0.025546;0.012549;2.133901
12.83152;4.945100;-1.992949;1.595164;4.939858;-2.002479;1.557800;4.938017;-1.996730;1.553181;0.249997;0.005461;0.282649;0.003041;0.008030;2.405477
12.84947;4.944796;-1.980453;1.595690;4.938212;-1.985810;1.552658;4.934726;-1.971988;1.554341;0.249990;0.010508;0.218440;-0.010456;0.013155;2.369121
12.86551;4.944484;-1.967957;1.596115;4.934933;-1.960684;1.550556;4.939180;-1.966740;1.557657;0.249994;0.008512;0.226106;-0.075688;0.005443;2.203517
12.88269;4.944168;-1.955461;1.596380;4.939339;-1.953593;1.559710;4.930597;-1.945124;1.558017;0.249998;0.005292;0.262959;0.041065;0.017059;2.198031
12.89828;4.943848;-1.942965;1.596547;4.930758;-1.933853;1.555042;4.935213;-1.952465;1.557556;0.249999;0.003344;0.225445;-0.059495;0.012838;2.234006
12.91430;4.943526;-1.930470;1.596782;4.935400;-1.938981;1.556337;4.943867;-1.943428;1.558487;0.249998;0.004706;0.269694;-0.024382;0.012963;2.194189
12.92933;4.943202;-1.917974;1.597036;4.943994;-1.932159;1.560513;4.937609;-1.923929;1.559436;0.249998;0.005071;0.225398;0.040527;0.008170;2.154314
12.94586;4.942874;-1.905478;1.597177;4.937729;-1.913909;1.558143;4.943040;-1.922109;1.555693;0.249999;0.002819;0.200406;-0.025862;0.016631;2.376850
12.96239;4.942544;-1.892983;1.597589;4.943223;-1.909629;1.556646;4.940122;-1.905001;1.549866;0.249994;0.008250;0.249629;0.019055;0.012259;2.734363
12.98042;4.942209;-1.880488;1.598325;4.940395;-1.891897;1.549995;4.945266;-1.891220;1.563809;0.249981;0.014711;0.262123;0.002574;0.011158;1.977627
12.99845;4.941865;-1.867993;1.598268;4.945344;-1.880303;1.563555;4.941113;-1.885621;1.575332;0.250000;-0.001146;0.218351;-0.005070;0.017644;1.314140
13.01899;4.941522;-1.855499;1.597482;4.941070;-1.872462;1.572838;4.940158;-1.870436;1.561209;0.249979;-0.015705;0.263180;-0.049878;0.015000;2.078325
13.03549;4.941188;-1.843003;1.597535;4.940300;-1.857782;1.558048;4.946327;-1.842298;1.567338;0.250000;0.001053;0.253114;-0.063220;0.005187;1.730186
13.05374;4.940854;-1.830508;1.597272;4.946363;-1.829684;1.568599;4.933649;-1.835080;1.563431;0.249998;-0.005263;0.252291;0.025227;0.008534;1.938931
13.07128;4.940523;-1.818012;1.597131;4.933776;-1.822002;1.558601;4.949321;-1.825443;1.554817;0.249999;-0.002811;0.261574;-0.096613;0.011517;2.424467
13.08936;4.940194;-1.805517;1.597645;4.949524;-1.813262;1.553543;4.934934;-1.798064;1.566586;0.249991;0.010266;0.243672;-0.025464;0.009122;1.779526
13.10546;4.939858;-1.793022;1.597323;4.934980;-1.784669;1.568098;4.935698;-1.790392;1.577110;0.249996;-0.006433;0.267911;0.030242;0.004922;1.158129
13.12289;4.939527;-1.780528;1.596376;4.935606;-1.776877;1.578097;4.927044;-1.769481;1.580714;0.249969;-0.018939;0.270308;0.019749;0.016669;0.897370
13.14041;4.939207;-1.768035;1.595134;4.926927;-1.756827;1.579426;4.949411;-1.772687;1.588259;0.249946;-0.024833;0.253080;-0.025762;0.011214;0.393953
13.15693;4.938903;-1.755542;1.593639;4.949185;-1.760317;1.589793;4.940887;-1.762890;1.591995;0.249922;-0.029918;0.247452;0.030683;0.007611;0.094142
13.17345;4.938618;-1.743051;1.591842;4.940602;-1.749762;1.593111;4.947000;-1.752061;1.588638;0.249888;-0.035928;0.262610;0.022314;0.012306;0.183597
13.19048;4.938355;-1.730558;1.590301;4.946758;-1.738433;1.588475;4.943423;-1.731336;1.599998;0.249918;-0.030829;0.272613;-0.003257;0.005128;0.555610
13.20701;4.938111;-1.718069;1.588044;4.943074;-1.719448;1.600317;4.941441;-1.710546;1.602743;0.249823;-0.045128;0.237854;0.006371;0.008228;0.842161
13.22756;4.937896;-1.705581;1.585604;4.941010;-1.696443;1.600033;4.941957;-1.699187;1.609746;0.249793;-0.048807;0.282177;-0.054197;0.007575;1.383248
13.24609;4.937711;-1.693097;1.582747;4.941493;-1.686874;1.607212;4.938081;-1.698728;1.604205;0.249717;-0.057137;0.246428;-0.050676;0.005643;1.229455
13.26419;4.937562;-1.680609;1.580188;4.937688;-1.686820;1.603311;4.940235;-1.691993;1.581614;0.249773;-0.051182;0.238285;-0.017886;0.011694;0.081683
13.28373;4.937444;-1.668112;1.578879;4.940098;-1.678679;1.580624;4.942446;-1.687279;1.596300;0.249951;-0.023698;0.266308;-0.019799;0.019809;0.998155
13.29884;4.937343;-1.655620;1.576832;4.942134;-1.674578;1.594489;4.932835;-1.656456;1.595396;0.249855;-0.040932;0.254093;-0.036227;0.004585;1.063625
13.31385;4.937268;-1.643127;1.574751;4.932552;-1.643371;1.589375;4.928643;-1.645013;1.593230;0.249850;-0.041628;0.261750;-0.120425;0.008829;1.058769
13.33147;4.937218;-1.630634;1.572761;4.928332;-1.631196;1.593409;4.933091;-1.626059;1.601005;0.249862;-0.039806;0.276407;0.003588;0.006162;1.618283
13.34801;4.937194;-1.618145;1.570342;4.932683;-1.612719;1.601682;4.935980;-1.622157;1.596044;0.249797;-0.048367;0.266927;0.013535;0.004192;1.472574
13.36454;4.937200;-1.605652;1.568247;4.935674;-1.609336;1.593361;4.924371;-1.612095;1.630170;0.249848;-0.041897;0.256483;-0.053655;0.014356;3.547902
13.38060;4.937231;-1.593184;1.564903;4.923682;-1.599912;1.624341;4.936480;-1.602382;1.613834;0.249373;-0.084973;0.244060;-0.116577;0.009229;2.803563
13.39713;4.937305;-1.580701;1.561743;4.936017;-1.591283;1.611130;4.933417;-1.590892;1.617263;0.249653;-0.063190;0.222180;-0.054078;0.010908;3.181035
13.41265;4.937418;-1.568222;1.558349;4.932855;-1.578292;1.613387;4.933744;-1.583834;1.598551;0.249600;-0.067882;0.252263;-0.077514;0.016039;2.303398
13.42843;4.937573;-1.555732;1.556080;4.933397;-1.570070;1.593530;4.932758;-1.567904;1.593745;0.249821;-0.045381;0.275360;-0.100420;0.013090;2.158044
13.44428;4.937757;-1.543240;1.554089;4.932469;-1.555439;1.594210;4.938952;-1.555113;1.584383;0.249862;-0.039823;0.249360;0.009309;0.011934;1.735708
13.46040;4.937966;-1.530745;1.552715;4.938786;-1.543627;1.585995;4.929604;-1.555754;1.605130;0.249934;-0.027479;0.229750;0.032259;0.026370;3.003179
13.47846;4.938192;-1.518260;1.550091;4.929209;-1.544656;1.607570;4.936149;-1.524209;1.593567;0.249746;-0.054086;0.222098;0.048793;0.006291;2.491014
13.49902;4.938451;-1.505769;1.548137;4.935887;-1.510915;1.587392;4.934580;-1.518862;1.592544;0.249868;-0.039069;0.265936;-0.123505;0.013653;2.544304
13.51666;4.938734;-1.493278;1.546230;4.934315;-1.506271;1.591162;4.939571;-1.506969;1.601917;0.249874;-0.038139;0.251876;-0.027639;0.013717;3.190628
13.53646;4.939040;-1.480792;1.543806;4.939177;-1.493609;1.598701;4.954781;-1.484750;1.584259;0.249796;-0.048489;0.267325;-0.064323;0.016231;2.317794
13.55297;4.939378;-1.468300;1.542580;4.954623;-1.471930;1.581991;4.946149;-1.463118;1.587998;0.249948;-0.024523;0.256415;-0.045367;0.008526;2.602260
13.56850;4.939730;-1.455809;1.541048;4.945947;-1.450291;1.585045;4.941698;-1.460105;1.595474;0.249919;-0.030640;0.256569;-0.059060;0.004726;3.118390
13.58552;4.940102;-1.443321;1.539026;4.941341;-1.445059;1.593565;4.939569;-1.442527;1.600804;0.249858;-0.040443;0.301010;-0.038185;0.000956;3.539638
13.60256;4.940499;-1.430837;1.536662;4.939217;-1.430633;1.599962;4.928283;-1.426497;1.594996;0.249806;-0.047265;0.237996;-0.016847;0.012964;3.342294
13.61959;4.940925;-1.418352;1.534541;4.927966;-1.413789;1.596419;4.928123;-1.417583;1.587236;0.249844;-0.042431;0.254242;0.028456;0.012825;3.019193
13.63611;4.941378;-1.405865;1.532883;4.927926;-1.404952;1.585528;4.910501;-1.407017;1.590555;0.249905;-0.033167;0.252661;-0.034161;0.030898;3.304404
13.65363;4.941851;-1.393381;1.530859;4.910282;-1.395439;1.588898;4.920884;-1.386877;1.577405;0.249858;-0.040472;0.231591;-0.033149;0.021953;2.666918
13.67017;4.942350;-1.380894;1.529719;4.920808;-1.375998;1.578208;4.925714;-1.387120;1.580668;0.249955;-0.022795;0.217574;0.016053;0.017763;2.919153
13.68618;4.942864;-1.368407;1.528429;4.925581;-1.375181;1.583258;4.923576;-1.375826;1.572230;0.249942;-0.025802;0.238803;0.051796;0.020665;2.509582
13.70271;4.943393;-1.355919;1.527624;4.923573;-1.364245;1.569835;4.929242;-1.351609;1.575342;0.249977;-0.016103;0.231620;-0.047884;0.014793;2.734061
13.72348;4.943932;-1.343433;1.526683;4.929183;-1.339616;1.576010;4.938630;-1.351025;1.569620;0.249969;-0.018823;0.239864;0.013349;0.009261;2.460134
13.74157;4.944484;-1.330945;1.526174;4.938636;-1.337056;1.571042;4.944515;-1.333301;1.567338;0.249991;-0.010184;0.279376;0.028427;0.002356;2.358543
13.75934;4.945041;-1.318458;1.525855;4.944568;-1.320089;1.566169;4.942748;-1.319418;1.562586;0.249996;-0.006363;0.264230;-0.023387;0.002486;2.104499
13.77535;4.945603;-1.305970;1.525805;4.942839;-1.306533;1.564913;4.941150;-1.293206;1.552570;0.250000;-0.001019;0.257701;0.046540;0.013518;1.533542
13.79164;4.946165;-1.293484;1.526337;4.941365;-1.280752;1.554553;4.963400;-1.280761;1.540084;0.249990;0.010650;0.249134;0.039662;0.021422;0.787638
13.80869;4.946720;-1.281000;1.527830;4.963789;-1.267967;1.540602;4.962218;-1.281258;1.542085;0.249923;0.029862;0.256002;0.010371;0.015499;0.816771
13.82421;4.947257;-1.268514;1.529192;4.962587;-1.268707;1.540712;4.953238;-1.263107;1.535558;0.249936;0.027235;0.251124;-0.027465;0.008063;0.364767
13.84174;4.947777;-1.256030;1.530858;4.953678;-1.249702;1.540493;4.941736;-1.251813;1.540982;0.249904;0.033326;0.268252;0.098703;0.007367;0.580051
13.85929;4.948276;-1.243543;1.532088;4.942062;-1.240356;1.543686;4.937470;-1.235560;1.539478;0.249947;0.024594;0.229243;0.054083;0.013434;0.423405
13.87631;4.948759;-1.231055;1.533365;4.937830;-1.224253;1.538463;4.952048;-1.224339;1.532257;0.249943;0.025549;0.226263;-0.020289;0.007478;0.063502
13.89134;4.949227;-1.218570;1.535216;4.952559;-1.210734;1.534200;4.953348;-1.224124;1.547014;0.249881;0.037002;0.272289;0.038851;0.006916;0.676002
13.90687;4.949672;-1.206079;1.536193;4.953624;-1.212118;1.548752;4.957449;-1.213761;1.538396;0.249967;0.019545;0.240177;0.034767;0.010931;0.126263
13.92420;4.950104;-1.193591;1.537726;4.957784;-1.203001;1.540872;4.963311;-1.191367;1.546616;0.249918;0.030662;0.215311;0.049509;0.013393;0.509393
13.94173;4.950517;-1.181100;1.538821;4.963574;-1.179244;1.551640;4.947917;-1.163943;1.552763;0.249958;0.021905;0.242521;0.100464;0.017352;0.798817
13.96307;4.950917;-1.168607;1.539396;4.948200;-1.149645;1.549247;4.951720;-1.161449;1.553961;0.249989;0.011501;0.286026;-0.070327;0.007203;0.834517
13.98371;4.951309;-1.156113;1.539936;4.951920;-1.150288;1.551790;4.953431;-1.148647;1.563667;0.249990;0.010799;0.223253;-0.043428;0.007762;1.359697
14.00219;4.951695;-1.143619;1.539909;4.953538;-1.135790;1.561363;4.953485;-1.147360;1.566527;0.250000;-0.000534;0.257141;-0.046090;0.004147;1.525069
14.01927;4.952081;-1.131125;1.539712;4.953523;-1.134588;1.569002;4.955142;-1.140723;1.563261;0.249999;-0.003957;0.255445;0.049492;0.010074;1.349280
14.03529;4.952469;-1.118631;1.539725;4.955228;-1.127548;1.565218;4.951918;-1.120432;1.557802;0.250000;0.000276;0.263507;0.039147;0.001883;1.035730
14.05295;4.952858;-1.106137;1.540034;4.952069;-1.107422;1.560624;4.951677;-1.105718;1.565965;0.249997;0.006166;0.260210;0.056442;0.001253;1.485738
14.06999;4.953242;-1.093643;1.539849;4.951736;-1.093799;1.565724;4.946425;-1.103123;1.569613;0.249999;-0.003699;0.238377;-0.004810;0.011676;1.705354
14.08700;4.953629;-1.081150;1.539393;4.946456;-1.091744;1.566393;4.942624;-1.096203;1.576819;0.249993;-0.009114;0.227584;-0.064404;0.018647;2.144370
14.10410;4.954021;-1.068657;1.538467;4.942550;-1.082164;1.575219;4.955897;-1.076894;1.569922;0.249970;-0.018521;0.280780;-0.031999;0.008447;1.802226
14.11912;4.954425;-1.056164;1.538084;4.955909;-1.065979;1.569513;4.948575;-1.061548;1.583825;0.249995;-0.007659;0.218295;-0.008185;0.007951;2.620746
14.13616;4.954834;-1.043674;1.536793;4.948389;-1.046714;1.582891;4.955345;-1.041464;1.577066;0.249942;-0.025814;0.296697;-0.018678;0.002268;2.307481
14.15338;4.955259;-1.031182;1.535974;4.955274;-1.029422;1.576267;4.967548;-1.032602;1.567896;0.249977;-0.016394;0.240856;-0.015981;0.012371;1.828993
14.16849;4.955694;-1.018690;1.535825;4.967595;-1.020522;1.565974;4.969062;-1.019820;1.568587;0.249999;-0.002974;0.241619;-0.038436;0.013415;1.877123
14.18957;4.956131;-1.006198;1.535649;4.969094;-1.006334;1.568278;4.959743;-1.002181;1.575225;0.249999;-0.003516;0.269722;-0.006173;0.005402;2.267557
14.20358;4.956570;-0.993706;1.534981;4.959676;-0.989722;1.577198;4.947172;-0.998606;1.575391;0.249984;-0.013363;0.249186;0.039459;0.010599;2.315324
14.22112;4.957018;-0.981215;1.534177;4.947120;-0.988005;1.576021;4.957342;-0.991092;1.569837;0.249978;-0.016081;0.212022;0.012591;0.009882;2.043186
14.23969;4.957476;-0.968724;1.533807;4.957356;-0.978786;1.569524;4.965437;-0.978869;1.577423;0.249995;-0.007393;0.246116;-0.006259;0.012896;2.498992
14.25975;4.957938;-0.956233;1.533063;4.965332;-0.964998;1.579323;4.964950;-0.960363;1.583904;0.249981;-0.014889;0.277433;0.037995;0.008138;2.912965
14.27676;4.958409;-0.943744;1.531924;4.964804;-0.947884;1.581156;4.960783;-0.944030;1.576159;0.249955;-0.022785;0.249593;-0.054946;0.002391;2.534496
14.29436;4.958895;-0.931255;1.531206;4.960711;-0.930354;1.576081;4.962377;-0.926869;1.577336;0.249982;-0.014352;0.273527;-0.001546;0.005600;2.643088
