t_sec;x_true;y_true;theta_true;x_pred;y_pred;theta_pred;x_est;y_est;theta_est;v_cmd;w_cmd;v_meas;w_meas;pos_err_m;heading_err_deg
0.18559;-0.263136;-4.758078;-1.465400;1.083330;4.607711;-2.154303;1.095095;4.604229;-2.141683;0.249983;0.014155;0.262002;0.013693;9.460316;38.748139
0.20317;-0.256521;-4.820226;-1.463782;1.108297;4.607610;-2.152029;1.112779;4.598247;-2.133752;0.249996;0.006474;0.245239;0.010152;9.517490;38.386452
0.21939;-0.249876;-4.882371;-1.465021;1.085970;4.573207;-2.136845;1.092736;4.585501;-2.131261;0.249998;-0.004956;0.218204;-0.017595;9.562595;38.172761
0.23593;-0.243321;-4.944525;-1.466741;1.059312;4.573819;-2.157871;1.073860;4.588316;-2.166770;0.249996;-0.006882;0.249285;-0.074422;9.623411;40.108701
0.25166;-0.236647;-5.006637;-1.458321;1.053288;4.575513;-2.143971;1.053457;4.576853;-2.142364;0.249877;0.037573;0.288739;0.018937;9.669936;39.192778
0.26748;-0.229566;-5.068733;-1.455800;1.067741;4.542956;-2.129953;1.076873;4.552447;-2.126598;0.249992;0.009461;0.261086;-0.012199;9.709474;38.433898
0.28495;-0.222475;-5.130826;-1.459034;1.043862;4.527807;-2.163714;1.033362;4.542942;-2.151048;0.249985;-0.012938;0.237789;-0.049016;9.754943;39.649436
0.30158;-0.215402;-5.192915;-1.454479;1.024320;4.544049;-2.125387;1.025162;4.544781;-2.129429;0.249966;0.019761;0.254046;0.062452;9.816401;38.671770
0.31812;-0.208182;-5.254996;-1.455809;1.006484;4.494634;-2.111132;1.005608;4.530436;-2.125509;0.249998;-0.005340;0.257399;0.025704;9.860425;38.370996
0.33447;-0.201067;-5.317088;-1.458083;0.995549;4.515229;-2.147217;0.997659;4.533362;-2.145211;0.249993;-0.009098;0.268398;-0.053702;9.923120;39.369501
0.35032;-0.193943;-5.379176;-1.454227;0.995077;4.504994;-2.148327;0.996675;4.514753;-2.154492;0.249979;0.015427;0.241466;-0.130085;9.965310;40.122230
0.36683;-0.186516;-5.441218;-1.447828;0.973001;4.484575;-2.143951;0.979250;4.482526;-2.149326;0.249943;0.025595;0.251437;-0.012744;9.991983;40.192894
0.38280;-0.178732;-5.503224;-1.443044;0.955011;4.467074;-2.189383;0.957618;4.480426;-2.195015;0.249968;0.019136;0.257118;0.030642;10.048113;43.084763
0.39970;-0.170407;-5.565040;-1.426010;0.958561;4.471282;-2.139202;0.963440;4.475683;-2.144557;0.249501;0.075803;0.246137;0.187855;10.104541;41.169709
0.41744;-0.161190;-5.626852;-1.420012;0.949267;4.462387;-2.131945;0.964873;4.457857;-2.138712;0.249982;0.014455;0.263979;-0.041975;10.147382;41.178512
0.43357;-0.151763;-5.688636;-1.418439;0.951350;4.438388;-2.119638;0.950184;4.441722;-2.122175;0.249997;0.006292;0.236095;0.085449;10.190115;40.321148
0.44970;-0.142359;-5.750421;-1.421724;0.925103;4.418851;-2.100479;0.919624;4.425112;-2.103417;0.249985;-0.013142;0.243762;-0.001852;10.230800;39.058117
0.46584;-0.133290;-5.812234;-1.430179;0.899817;4.422445;-2.099924;0.905150;4.439714;-2.089434;0.249901;-0.033820;0.247398;0.018871;10.304407;37.772508
0.48387;-0.124837;-5.874108;-1.442289;0.895049;4.409004;-2.119217;0.879472;4.425763;-2.130981;0.249796;-0.048441;0.259871;-0.030798;10.348719;39.459104
0.49961;-0.116877;-5.936099;-1.442938;1.886073;4.803481;-0.649423;2.068023;4.863247;0.434067;0.249999;0.002967;0.238016;-0.003152;11.018152;107.544481
0.51707;-0.110106;-5.990680;-1.460947;2.204812;4.907095;0.558404;2.230861;4.909572;0.599974;0.050000;-0.800000;0.045329;-0.729680;11.148794;118.082064
0.53225;-0.106128;-6.032990;-1.510205;2.221146;4.914004;0.560450;2.225649;4.897835;0.602382;0.050000;-0.800000;0.067214;-0.897064;11.176767;121.042320
0.54978;-0.105125;-6.062966;-1.590713;2.209829;4.896648;0.542988;2.218688;4.897777;0.596099;0.050000;-0.800000;0.027335;-0.817518;11.204373;125.295072
0.56505;-0.106102;-6.080430;-1.702471;2.227221;4.890641;0.555811;2.214227;4.897876;0.570901;0.050000;-0.800000;0.054865;-0.876266;11.220835;130.254652
0.58128;-0.108417;-6.092704;-1.845479;2.240799;4.907951;0.572136;2.226899;4.890941;0.611009;0.050000;-0.800000;0.053961;-0.825066;11.229165;140.746414
0.59878;-0.112602;-6.104467;-2.019737;3.538323;5.398060;0.345627;3.665778;5.442053;0.345813;0.050000;-0.800000;0.028875;-0.807499;12.149003;135.536058
0.61567;-0.118887;-6.115249;-2.218191;3.771943;5.482908;0.041069;3.790556;5.481478;0.041393;0.050000;-0.800000;0.026406;-0.840340;12.237967;129.464598
0.63256;-0.127186;-6.124571;-2.418191;3.788689;5.469605;-0.295108;3.786780;5.464070;-0.307538;0.050000;-0.800000;0.042748;-0.791529;12.231751;120.931484
0.65076;-0.137170;-6.132058;-2.618191;3.783589;5.483693;-0.601555;3.772084;5.484296;-0.644571;0.050000;-0.800000;0.044718;-0.815189;12.256507;113.080103
0.66580;-0.148443;-6.137412;-2.818191;3.772481;5.465076;-0.965688;3.770492;5.459358;-0.988683;0.050000;-0.800000;0.050067;-0.819343;12.241043;104.823072
0.68425;-0.165176;-6.141515;-3.018191;3.762023;5.462195;-1.298153;3.743402;5.482963;-1.328854;0.071700;-0.800000;0.079364;-0.783433;12.263991;96.791891
0.70001;-0.190545;-6.142417;3.064995;3.716128;5.438782;-1.668058;3.712778;5.439507;-1.712946;0.148030;-0.800000;0.149606;-0.800467;12.221985;86.244191
