t_sec;x_true;y_true;theta_true;x_pred;y_pred;theta_pred;x_est;y_est;theta_est;v_cmd;w_cmd;v_meas;w_meas;pos_err_m;heading_err_deg
0.22077;-0.230187;-4.038035;-1.635678;1.309730;4.763059;-2.135174;1.312071;4.779790;-2.132964;0.249987;-0.012333;0.227779;-0.018094;8.951681;28.492359
0.23735;-0.230998;-4.050508;-1.636337;1.305152;4.768819;-2.133872;1.310785;4.767975;-2.131263;0.249985;-0.013177;0.259409;-0.018156;8.952247;28.357138
0.25388;-0.231816;-4.062980;-1.637126;1.304164;4.757462;-2.134349;1.303143;4.753200;-2.136965;0.249978;-0.015768;0.248483;-0.061717;8.948806;28.638712
0.27026;-0.232645;-4.075452;-1.637580;1.296141;4.742218;-2.139723;1.296091;4.757263;-2.154322;0.249993;-0.009090;0.260483;-0.055145;8.964033;29.607100
0.28731;-0.233479;-4.087924;-1.636951;1.289536;4.747309;-2.152066;1.301766;4.737403;-2.153336;0.249986;0.012577;0.238366;0.045104;8.957866;29.586666
0.30435;-0.234305;-4.100396;-1.636462;1.294718;4.726704;-2.153273;1.297530;4.730581;-2.149382;0.249992;0.009787;0.256237;0.001257;8.962849;29.388173
0.31995;-0.235125;-4.112869;-1.636211;1.290412;4.719752;-2.155214;1.289515;4.725311;-2.171887;0.249998;0.005027;0.259178;-0.116639;8.968720;30.691983
0.33700;-0.235942;-4.125337;-1.634709;1.282721;4.715389;-2.170572;1.293216;4.730013;-2.177812;0.249909;0.032433;0.240491;0.026306;8.986410;31.117519
0.35252;-0.236740;-4.137805;-1.632735;1.286201;4.719862;-2.173215;1.287829;4.747575;-2.178302;0.249865;0.039486;0.246797;0.091950;9.015226;31.258682
0.36853;-0.237513;-4.150274;-1.630659;1.280435;4.736942;-2.178632;1.280876;4.733677;-2.197700;0.249850;0.041528;0.259030;-0.006608;9.012773;32.489073
0.38509;-0.238260;-4.162733;-1.627427;1.274425;4.724759;-2.196367;1.293076;4.747432;-2.199627;0.249637;0.064630;0.220137;0.026657;9.040799;32.784651
0.40171;-0.238966;-4.175194;-1.624094;1.285947;4.737592;-2.195844;1.290087;4.725181;-2.204987;0.249614;0.066654;0.243030;0.075659;9.030762;33.282695
0.41776;-0.239631;-4.187654;-1.620490;1.283716;4.716464;-2.198963;1.285637;4.725300;-2.218817;0.249549;0.072096;0.215928;0.120476;9.042521;34.281635
0.43427;-0.240250;-4.200104;-1.616035;1.278297;4.715582;-2.216511;1.269658;4.726726;-2.217276;0.249311;0.089086;0.243567;0.046121;9.053624;34.448566
0.45033;-0.240814;-4.212557;-1.611600;1.262667;4.717417;-2.212645;1.252054;4.721174;-2.235204;0.249317;0.088709;0.232826;0.092624;9.057605;35.729879
0.46686;-0.241322;-4.224993;-1.606028;1.243577;4.710224;-2.223894;1.250164;4.709001;-2.206198;0.248923;0.111446;0.276955;0.226197;9.057637;34.387244
0.48340;-0.241761;-4.237460;-1.601705;1.242204;4.698153;-2.201423;1.253033;4.714282;-2.216089;0.249497;0.076120;0.269103;0.095501;9.075687;35.201573
0.50035;-0.242147;-4.249920;-1.597304;1.245034;4.703550;-2.206529;1.255478;4.716219;-2.211427;0.249328;0.088035;0.267705;0.191194;9.090354;35.186694
0.51745;-0.242477;-4.262386;-1.593187;1.248393;4.706668;-2.206538;1.233646;4.711967;-2.182656;0.249412;0.082336;0.237844;0.097793;9.094941;33.774125
0.53400;-0.242757;-4.274873;-1.590320;1.225917;4.700936;-2.181304;1.236671;4.725101;-2.191170;0.249787;0.049481;0.269379;0.027044;9.120758;34.426172
0.54901;-0.243000;-4.287355;-1.587311;1.230027;4.715764;-2.187484;1.239701;4.703208;-2.216930;0.249686;0.060170;0.229197;0.073722;9.112004;36.074494
0.56455;-0.243206;-4.299818;-1.583053;1.232551;4.693677;-2.211927;1.231282;4.706877;-2.222857;0.249304;0.089587;0.238303;0.100056;9.126592;36.658057
