timestamp_s x y theta
0.000000 1.670746 1.977070 0.003746
0.100000 1.691492 1.977148 0.003746
0.200000 1.714238 1.977233 0.003746
0.300000 1.738984 1.977326 0.003746
0.400000 1.765730 1.977426 0.003746
0.500000 1.794476 1.977534 0.003746
0.600000 1.824476 1.977646 0.003746
0.700000 1.854476 1.977759 0.003746
0.800000 1.884476 1.977871 0.003746
0.900000 1.914475 1.977983 0.003746
1.000000 1.944475 1.978096 0.003746
1.100000 1.974475 1.978208 0.003746
1.200000 2.004475 1.978320 0.003746
1.300000 2.034475 1.978433 0.003746
1.400000 2.064474 1.978545 0.003746
1.500000 2.094474 1.978658 0.003746
1.600000 2.124474 1.978770 0.003746
1.700000 2.154474 1.978882 0.003746
1.800000 2.184474 1.978995 0.003746
1.900000 2.214473 1.979107 0.003746
2.000000 2.244473 1.979219 0.003746
2.100000 2.274473 1.979332 0.003746
2.200000 2.304473 1.979444 0.003746
2.300000 2.334473 1.979557 0.003746
2.400000 2.364472 1.979669 0.003746
2.500000 2.394472 1.979781 0.003746
2.600000 2.424472 1.979894 0.003746
2.700000 2.454472 1.980006 0.003746
2.800000 2.484471 1.980119 0.003746
2.900000 2.514471 1.980231 0.003746
3.000000 2.544471 1.980343 0.003746
3.100000 2.574471 1.980456 0.003746
3.200000 2.604471 1.980568 0.003746
3.300000 2.634470 1.980680 0.003746
3.400000 2.664470 1.980793 0.003746
3.500000 2.694470 1.980905 0.003746
3.600000 2.724470 1.981018 0.003746
3.700000 2.754470 1.981130 0.003746
3.800000 2.784469 1.981242 0.003746
3.900000 2.814469 1.981355 0.003746
4.000000 2.844469 1.981467 0.003746
4.100000 2.874469 1.981580 0.003746
4.200000 2.904469 1.981692 0.003746
4.300000 2.934468 1.981804 0.003746
4.400000 2.964468 1.981917 0.003746
4.500000 2.994468 1.982029 0.003746
4.600000 3.024468 1.982141 0.003746
4.700000 3.054467 1.982254 0.003746
4.800000 3.084467 1.982366 0.003746
4.900000 3.114467 1.982479 0.003746
5.000000 3.144467 1.982591 0.003746
5.100000 3.174467 1.982703 0.003746
5.200000 3.204466 1.982816 0.003746
5.300000 3.234466 1.982928 0.003746
5.400000 3.264466 1.983041 0.003746
5.500000 3.294466 1.983153 0.003746
5.600000 3.324466 1.983265 0.003746
5.700000 3.354465 1.983378 0.003746
5.800000 3.384465 1.983490 0.003746
5.900000 3.414465 1.983602 0.003746
6.000000 3.444465 1.983715 0.003746
6.100000 3.474465 1.983827 0.003746
6.200000 3.504464 1.983940 0.003746
6.300000 3.534464 1.984052 0.003746
6.400000 3.564464 1.984164 0.003746
6.500000 3.594464 1.984277 0.003746
6.600000 3.624463 1.984389 0.003746
6.700000 3.654463 1.984502 0.003746
6.800000 3.684463 1.984614 0.003746
6.900000 3.714463 1.984726 0.003746
7.000000 3.744463 1.984839 0.003746
7.100000 3.774462 1.984951 0.003746
7.200000 3.804462 1.985063 0.003746
7.300000 3.834462 1.985176 0.003746
7.400000 3.864462 1.985288 0.003746
7.500000 3.894462 1.985401 0.003746
7.600000 3.924461 1.985513 0.003746
7.700000 3.954461 1.985625 0.003746
7.800000 3.984461 1.985738 0.003746
7.900000 4.014461 1.985850 0.003746
8.000000 4.044461 1.985963 0.003746
8.100000 4.074460 1.986075 0.003746
8.200000 4.104460 1.986187 0.003746
8.300000 4.134460 1.986300 0.003746
8.400000 4.164460 1.986412 0.003746
8.500000 4.194459 1.986524 0.003746
8.600000 4.224459 1.986637 0.003746
8.700000 4.254459 1.986749 0.003746
8.800000 4.284459 1.986862 0.003746
8.900000 4.314459 1.986974 0.003746
9.000000 4.344458 1.987086 0.003746
9.100000 4.374458 1.987199 0.003746
9.200000 4.404458 1.987311 0.003746
9.300000 4.434458 1.987423 0.003746
9.400000 4.464458 1.987536 0.003746
9.500000 4.494457 1.987648 0.003746
9.600000 4.524457 1.987761 0.003746
9.700000 4.554457 1.987873 0.003746
9.800000 4.584457 1.987985 0.003746
9.900000 4.614457 1.988098 0.003746
10.000000 4.644456 1.988210 0.003746
10.100000 4.674456 1.988323 0.003746
10.200000 4.704456 1.988435 0.003746
10.300000 4.734456 1.988547 0.003746
10.400000 4.764455 1.988660 0.003746
10.500000 4.794455 1.988772 0.003746
10.600000 4.824455 1.988884 0.003746
10.700000 4.854455 1.988997 0.003746
10.800000 4.884455 1.989109 0.003746
10.900000 4.914454 1.989222 0.003746
11.000000 4.944454 1.989334 0.003746
11.100000 4.974454 1.989446 0.003746
11.200000 5.004454 1.989559 0.003746
11.300000 5.034454 1.989671 0.003746
11.400000 5.064453 1.989784 0.003746
11.500000 5.094453 1.989896 0.003746
11.600000 5.124453 1.990008 0.003746
11.700000 5.154453 1.990121 0.003746
11.800000 5.184453 1.990233 0.003746
11.900000 5.214311 1.990345 0.003746
12.000000 5.243362 1.990454 0.003746
12.100000 5.271548 1.990559 0.003746
12.200000 5.298895 1.990662 0.003746
12.300000 5.325428 1.990761 0.003746
12.400000 5.351170 1.990858 0.003746
12.500000 5.376146 1.990951 0.003746
12.600000 5.400379 1.991042 0.003746
12.700000 5.423890 1.991130 0.003746
12.800000 5.446701 1.991215 0.003746
12.900000 5.468832 1.991298 0.003746
13.000000 5.490305 1.991379 0.003746
13.100000 5.511139 1.991457 0.003746
13.200000 5.531352 1.991533 0.003746
13.300000 5.550963 1.991606 0.003746
13.400000 5.569990 1.991677 0.003746
13.500000 5.588451 1.991747 0.003746
13.600000 5.606362 1.991814 0.003746
13.700000 5.623740 1.991879 0.003746
13.800000 5.640600 1.991942 0.003746
13.900000 5.656959 1.992003 0.003746
14.000000 5.672830 1.992063 0.003746
14.100000 5.688229 1.992120 0.003746
14.200000 5.703169 1.992176 0.003746
14.300000 5.717664 1.992231 0.003746
14.400000 5.731728 1.992283 0.003746
14.500000 5.745373 1.992334 0.003746
14.600000 5.758612 1.992384 0.003746
14.700000 5.771457 1.992432 0.003746
14.800000 5.783919 1.992479 0.003746
14.900000 5.796010 1.992524 0.003746
15.000000 5.807741 1.992568 0.003746
15.100000 5.819123 1.992611 0.003746
15.200000 5.830166 1.992652 0.003746
15.300000 5.840880 1.992692 0.003746
15.400000 5.850013 1.992732 0.007496
15.500000 5.857146 1.992798 0.016246
15.600000 5.863144 1.992914 0.029996
15.700000 5.869141 1.993120 0.048746
15.800000 5.875132 1.993446 0.072496
15.900000 5.881113 1.993922 0.101246
16.000000 5.887541 1.994629 0.134996
16.100000 5.894849 1.995694 0.173746
16.200000 5.903133 1.997242 0.217496
16.300000 5.912466 1.999425 0.266246
16.400000 5.922896 2.002422 0.319996
16.500000 5.934436 2.006436 0.378746
16.600000 5.947056 2.011694 0.442496
16.700000 5.960679 2.018440 0.511246
16.800000 5.975167 2.026926 0.584996
16.900000 5.990321 2.037400 0.663746
17.000000 6.005867 2.050096 0.747496
17.100000 6.021462 2.065211 0.835713
17.200000 6.036699 2.082826 0.920897
17.300000 6.051210 2.102758 1.001081
17.400000 6.064706 2.124750 1.076265
17.500000 6.076981 2.148530 1.146449
17.600000 6.087902 2.173822 1.211633
17.700000 6.097401 2.200360 1.271817
17.800000 6.105464 2.227897 1.327001
17.900000 6.112120 2.256212 1.377185
18.000000 6.117438 2.285113 1.422369
18.100000 6.121512 2.314437 1.462553
18.200000 6.124458 2.344051 1.497737
18.300000 6.126403 2.373853 1.527921
18.400000 6.127489 2.403765 1.553105
18.500000 6.127858 2.433732 1.573289
18.600000 6.127660 2.463721 1.588473
18.700000 6.127044 2.493712 1.598657
18.800000 6.126160 2.523698 1.603841
18.900000 6.125158 2.553681 1.604554
19.000000 6.124146 2.583664 1.604547
19.100000 6.123134 2.613647 1.604540
19.200000 6.122121 2.643630 1.604535
19.300000 6.121110 2.673613 1.604529
19.400000 6.120098 2.703596 1.604524
19.500000 6.119086 2.733579 1.604520
19.600000 6.118075 2.763562 1.604516
19.700000 6.117063 2.793545 1.604512
19.800000 6.116052 2.823528 1.604509
19.900000 6.115043 2.853451 1.604506
20.000000 6.114058 2.882647 1.604503
20.100000 6.113103 2.910974 1.604500
20.200000 6.112177 2.938457 1.604498
20.300000 6.111278 2.965122 1.604496
20.400000 6.110406 2.990992 1.604494
20.500000 6.109559 3.016093 1.604492
20.600000 6.108738 3.040446 1.604491
20.700000 6.107942 3.064074 1.604489
20.800000 6.107169 3.086999 1.604488
20.900000 6.106420 3.109241 1.604487
21.000000 6.105692 3.130820 1.604486
21.100000 6.104987 3.151758 1.604485
21.200000 6.104302 3.172071 1.604484
21.300000 6.103638 3.191780 1.604483
21.400000 6.102994 3.210902 1.604482
21.500000 6.102368 3.229455 1.604481
21.600000 6.101762 3.247455 1.604481
21.700000 6.101173 3.264920 1.604480
21.800000 6.100602 3.281864 1.604480
21.900000 6.100048 3.298304 1.604479
22.000000 6.099511 3.314254 1.604479
22.100000 6.098990 3.329730 1.604478
22.200000 6.098484 3.344744 1.604478
22.300000 6.097993 3.359312 1.604477
22.400000 6.097517 3.373446 1.604477
22.500000 6.097055 3.387159 1.604477
22.600000 6.096606 3.400464 1.604477
22.700000 6.096171 3.413372 1.604476
22.800000 6.095749 3.425896 1.604476
22.900000 6.095340 3.438048 1.604476
23.000000 6.094943 3.449837 1.604476
23.100000 6.094557 3.461275 1.604476
23.200000 6.094183 3.472373 1.604475
23.300000 6.093821 3.483141 1.604475
23.400000 6.093483 3.493167 1.605725
23.500000 6.093193 3.501193 1.611975
23.600000 6.092920 3.507453 1.623225
23.700000 6.092583 3.513444 1.639475
23.800000 6.092142 3.519427 1.660725
23.900000 6.091565 3.525400 1.686975
24.000000 6.090825 3.531354 1.718224
24.100000 6.089792 3.537900 1.754474
24.200000 6.088312 3.545431 1.795724
24.300000 6.086238 3.554035 1.841974
24.400000 6.083394 3.563775 1.893224
24.500000 6.079579 3.574678 1.949474
24.600000 6.074565 3.586733 2.010724
24.700000 6.068107 3.599879 2.076974
24.800000 6.059948 3.613994 2.148223
24.900000 6.049830 3.628891 2.224473
25.000000 6.037511 3.644309 2.305723
25.100000 6.022782 3.659912 2.391973
25.200000 6.005523 3.675293 2.476040
25.300000 5.985899 3.690064 2.555106
25.400000 5.964161 3.703919 2.629172
25.500000 5.940587 3.716636 2.698239
25.600000 5.915457 3.728067 2.762305
25.700000 5.889045 3.738133 2.821372
25.800000 5.861604 3.746812 2.875438
25.900000 5.833363 3.754130 2.924505
26.000000 5.804517 3.760150 2.968571
26.100000 5.775235 3.764963 3.007638
26.200000 5.745651 3.768684 3.041704
26.300000 5.715871 3.771441 3.070771
26.400000 5.685973 3.773372 3.094837
26.500000 5.656011 3.774621 3.113904
26.600000 5.626022 3.775337 3.127970
26.700000 5.596024 3.775668 3.137036
26.800000 5.566026 3.775765 3.141103
26.900000 5.536028 3.775777 3.140462
27.000000 5.506031 3.775823 3.138997
27.100000 5.476032 3.775911 3.137691
27.200000 5.446034 3.776037 3.136528
27.300000 5.416036 3.776197 3.135492
27.400000 5.386037 3.776387 3.134568
27.500000 5.356039 3.776604 3.133745
27.600000 5.326040 3.776845 3.133011
27.700000 5.296042 3.777107 3.132357
27.800000 5.266043 3.777389 3.131774
27.900000 5.236045 3.777687 3.131255
28.000000 5.206047 3.778001 3.130792
28.100000 5.176049 3.778328 3.130379
28.200000 5.146051 3.778668 3.130011
28.300000 5.116053 3.779018 3.129682
28.400000 5.086056 3.779377 3.129390
28.500000 5.056058 3.779745 3.129129
28.600000 5.026060 3.780121 3.128896
28.700000 4.996063 3.780503 3.128688
28.800000 4.966065 3.780892 3.128503
28.900000 4.936068 3.781286 3.128338
29.000000 4.906071 3.781685 3.128190
29.100000 4.876073 3.782088 3.128058
29.200000 4.846076 3.782495 3.127941
29.300000 4.816079 3.782905 3.127836
29.400000 4.786082 3.783318 3.127743
29.500000 4.756085 3.783735 3.127659
29.600000 4.726088 3.784153 3.127585
29.700000 4.696091 3.784574 3.127518
29.800000 4.666094 3.784997 3.127459
29.900000 4.636097 3.785421 3.127406
30.000000 4.606100 3.785847 3.127358
30.100000 4.576103 3.786274 3.127316
30.200000 4.546106 3.786703 3.127278
30.300000 4.516109 3.787133 3.127244
30.400000 4.486112 3.787563 3.127214
30.500000 4.456115 3.787995 3.127187
30.600000 4.426118 3.788427 3.127163
30.700000 4.396121 3.788860 3.127142
30.800000 4.366124 3.789294 3.127122
30.900000 4.336127 3.789728 3.127105
31.000000 4.306131 3.790163 3.127090
31.100000 4.276134 3.790598 3.127076
31.200000 4.246137 3.791033 3.127064
31.300000 4.216140 3.791469 3.127053
31.400000 4.186143 3.791906 3.127043
31.500000 4.156146 3.792342 3.127034
31.600000 4.126150 3.792779 3.127026
31.700000 4.096153 3.793216 3.127019
31.800000 4.066156 3.793653 3.127013
31.900000 4.036159 3.794091 3.127007
32.000000 4.006162 3.794528 3.127002
32.100000 3.976166 3.794966 3.126998
32.200000 3.946169 3.795404 3.126993
32.300000 3.916172 3.795842 3.126990
32.400000 3.886175 3.796280 3.126987
32.500000 3.856178 3.796718 3.126984
