12;12;1.86;1.86;0.19;0.19;7373
32;34;4.95;5.26;0.5;0.53;7488
35;38;5.41;5.88;0.54;0.59;7602
35;36;5.41;5.57;0.54;0.56;7716
37;37;5.72;5.72;0.57;0.57;7830
37;38;5.72;5.88;0.57;0.59;7944
36;37;5.57;5.72;0.56;0.57;8058
37;37;5.72;5.72;0.57;0.57;8172
34;35;5.26;5.41;0.53;0.54;8284
37;38;5.72;5.88;0.57;0.59;8399
36;37;5.57;5.72;0.56;0.57;8512
37;37;5.72;5.72;0.57;0.57;8624
35;36;5.41;5.57;0.54;0.56;8736
36;38;5.57;5.88;0.56;0.59;8851
35;36;5.41;5.57;0.54;0.56;8964
37;38;5.72;5.88;0.57;0.59;9077
36;37;5.57;5.72;0.56;0.57;9190
37;38;5.72;5.88;0.57;0.59;9303
37;38;5.72;5.88;0.57;0.59;9419
37;39;5.72;6.03;0.57;0.6;9532
35;36;5.41;5.57;0.54;0.56;9645
36;37;5.57;5.72;0.56;0.57;9758
36;38;5.57;5.88;0.56;0.59;9871
36;36;5.57;5.57;0.56;0.56;9984
36;37;5.57;5.72;0.56;0.57;10097
37;38;5.72;5.88;0.57;0.59;10210
36;37;5.57;5.72;0.56;0.57;10323
38;38;5.88;5.88;0.59;0.59;10439
36;38;5.57;5.88;0.56;0.59;10552
38;39;5.88;6.03;0.59;0.6;10667
37;38;5.72;5.88;0.57;0.59;10780
36;37;5.57;5.72;0.56;0.57;10893
36;37;5.57;5.72;0.56;0.57;11007
37;39;5.72;6.03;0.57;0.6;11120
35;36;5.41;5.57;0.54;0.56;11233
36;37;5.57;5.72;0.56;0.57;11346
37;37;5.72;5.72;0.57;0.57;11462
36;37;5.57;5.72;0.56;0.57;11575
35;37;5.41;5.72;0.54;0.57;11688
37;38;5.72;5.88;0.57;0.59;11801
35;37;5.41;5.72;0.54;0.57;11914
37;37;5.72;5.72;0.57;0.57;12027
37;38;5.72;5.88;0.57;0.59;12142
36;38;5.57;5.88;0.56;0.59;12255
36;38;5.57;5.88;0.56;0.59;12368
38;39;5.88;6.03;0.59;0.6;12486
35;37;5.41;5.72;0.54;0.57;12599
36;38;5.57;5.88;0.56;0.59;12712
36;38;5.57;5.88;0.56;0.59;12825
37;38;5.72;5.88;0.57;0.59;12938
38;39;5.88;6.03;0.59;0.6;13056
37;38;5.72;5.88;0.57;0.59;13169
37;37;5.72;5.72;0.57;0.57;13282
36;38;5.57;5.88;0.56;0.59;13395
38;39;5.88;6.03;0.59;0.6;13511
37;37;5.72;5.72;0.57;0.57;13624
38;38;5.88;5.88;0.59;0.59;13737
37;39;5.72;6.03;0.57;0.6;13850
37;38;5.72;5.88;0.57;0.59;13963
37;38;5.72;5.88;0.57;0.59;14076
38;39;5.88;6.03;0.59;0.6;14191
36;38;5.57;5.88;0.56;0.59;14304
38;38;5.88;5.88;0.59;0.59;14417
39;40;6.03;6.19;0.6;0.62;14534
38;38;5.88;5.88;0.59;0.59;14647
36;37;5.57;5.72;0.56;0.57;14760
36;38;5.57;5.88;0.56;0.59;14873
39;40;6.03;6.19;0.6;0.62;14986
37;38;5.72;5.88;0.57;0.59;15099
37;38;5.72;5.88;0.57;0.59;15212
37;39;5.72;6.03;0.57;0.6;15325
36;37;5.57;5.72;0.56;0.57;15438
38;41;5.88;6.34;0.59;0.63;15554
38;39;5.88;6.03;0.59;0.6;15667
37;38;5.72;5.88;0.57;0.59;15780
36;38;5.57;5.88;0.56;0.59;15893
38;38;5.88;5.88;0.59;0.59;16008
37;39;5.72;6.03;0.57;0.6;16121
37;38;5.72;5.88;0.57;0.59;16234
38;39;5.88;6.03;0.59;0.6;16347
37;39;5.72;6.03;0.57;0.6;16460
37;38;5.72;5.88;0.57;0.59;16577
38;39;5.88;6.03;0.59;0.6;16690
45;45;6.96;6.96;0.7;0.7;16828
38;38;5.88;5.88;0.59;0.59;16941
37;39;5.72;6.03;0.57;0.6;17054
37;38;5.72;5.88;0.57;0.59;17167
