26;27;4.02;4.18;0.4;0.42;7396
35;35;5.41;5.41;0.54;0.54;7511
36;38;5.57;5.88;0.56;0.59;7625
35;36;5.41;5.57;0.54;0.56;7739
36;37;5.57;5.72;0.56;0.57;7853
35;37;5.41;5.72;0.54;0.57;7967
36;36;5.57;5.57;0.56;0.56;8081
41;43;6.34;6.65;0.63;0.67;8212
39;41;6.03;6.34;0.6;0.63;8331
38;39;5.88;6.03;0.59;0.6;8446
36;37;5.57;5.72;0.56;0.57;8559
36;37;5.57;5.72;0.56;0.57;8672
38;37;5.88;5.72;0.59;0.57;8785
36;36;5.57;5.57;0.56;0.56;8898
36;37;5.57;5.72;0.56;0.57;9011
35;37;5.41;5.72;0.54;0.57;9124
37;38;5.72;5.88;0.57;0.59;9239
36;38;5.57;5.88;0.56;0.59;9352
37;37;5.72;5.72;0.57;0.57;9467
36;38;5.57;5.88;0.56;0.59;9580
36;37;5.57;5.72;0.56;0.57;9693
35;35;5.41;5.41;0.54;0.54;9806
38;39;5.88;6.03;0.59;0.6;9919
35;37;5.41;5.72;0.54;0.57;10032
36;37;5.57;5.72;0.56;0.57;10145
37;38;5.72;5.88;0.57;0.59;10258
37;38;5.72;5.88;0.57;0.59;10371
37;37;5.72;5.72;0.57;0.57;10486
36;38;5.57;5.88;0.56;0.59;10599
37;37;5.72;5.72;0.57;0.57;10712
35;37;5.41;5.72;0.54;0.57;10825
35;37;5.41;5.72;0.54;0.57;10938
38;38;5.88;5.88;0.59;0.59;11054
35;36;5.41;5.57;0.54;0.56;11167
36;37;5.57;5.72;0.56;0.57;11280
36;37;5.57;5.72;0.56;0.57;11393
36;37;5.57;5.72;0.56;0.57;11508
36;38;5.57;5.88;0.56;0.59;11621
35;36;5.41;5.57;0.54;0.56;11734
35;37;5.41;5.72;0.54;0.57;11847
38;37;5.88;5.72;0.59;0.57;11960
42;43;6.5;6.65;0.65;0.67;12087
37;37;5.72;5.72;0.57;0.57;12200
36;37;5.57;5.72;0.56;0.57;12313
37;37;5.72;5.72;0.57;0.57;12426
37;37;5.72;5.72;0.57;0.57;12541
36;38;5.57;5.88;0.56;0.59;12654
37;38;5.72;5.88;0.57;0.59;12769
37;38;5.72;5.88;0.57;0.59;12882
37;37;5.72;5.72;0.57;0.57;12995
