contdir;contesq;veldir;velesq;disdir;diseq;tmp
22;22;4.5;4.5;0.45;0.45;409891
23;23;4.71;4.71;0.47;0.47;410003
23;23;4.71;4.71;0.47;0.47;410115
24;22;4.91;4.5;0.49;0.45;410229
23;23;4.71;4.71;0.47;0.47;410344
24;22;4.91;4.5;0.49;0.45;410457
23;22;4.71;4.5;0.47;0.45;410569
22;22;4.5;4.5;0.45;0.45;410681
25;20;5.11;4.09;0.51;0.41;410793
27;16;5.52;3.27;0.55;0.33;410905
41;17;8.39;3.48;0.84;0.35;411045
38;15;7.77;3.07;0.78;0.31;411174
32;13;6.55;2.66;0.65;0.27;411286
34;15;6.96;3.07;0.7;0.31;411408
31;13;6.34;2.66;0.63;0.27;411521
30;16;6.14;3.27;0.61;0.33;411633
22;23;4.5;4.71;0.45;0.47;411745
21;23;4.3;4.71;0.43;0.47;411857
22;22;4.5;4.5;0.45;0.45;411969
18;26;3.68;5.32;0.37;0.53;412081
10;36;2.05;7.36;0.2;0.74;412193
13;30;2.66;6.14;0.27;0.61;412305
24;25;4.91;5.11;0.49;0.51;412427
23;23;4.71;4.71;0.47;0.47;412540
23;23;4.71;4.71;0.47;0.47;412652
21;26;4.3;5.32;0.43;0.53;412767
13;32;2.66;6.55;0.27;0.65;412880
11;33;2.25;6.75;0.23;0.68;412993
12;32;2.45;6.55;0.25;0.65;413106
14;30;2.86;6.14;0.29;0.61;413219
22;23;4.5;4.71;0.45;0.47;413332
22;22;4.5;4.5;0.45;0.45;413447
22;23;4.5;4.71;0.45;0.47;413560
22;23;4.5;4.71;0.45;0.47;413673
21;23;4.3;4.71;0.43;0.47;413786
22;24;4.5;4.91;0.45;0.49;413899
22;24;4.5;4.91;0.45;0.49;414012
21;23;4.3;4.71;0.43;0.47;414125
20;22;4.09;4.5;0.41;0.45;414238
18;22;3.68;4.5;0.37;0.45;414351
13;23;2.66;4.71;0.27;0.47;414468
13;23;2.66;4.71;0.27;0.47;414581
11;18;2.25;3.68;0.23;0.37;414694
8;12;1.64;2.45;0.16;0.25;414807
16;5;3.27;1.02;0.33;0.1;414920
24;5;4.91;1.02;0.49;0.1;415033
15;12;3.07;2.45;0.31;0.25;415146
15;15;3.07;3.07;0.31;0.31;415259
19;3;3.89;0.61;0.39;0.06;415372
14;8;2.86;1.64;0.29;0.16;415487
10;12;2.05;2.45;0.2;0.25;415600
12;14;2.45;2.86;0.25;0.29;415713
9;14;1.84;2.86;0.18;0.29;415826
9;7;1.84;1.43;0.18;0.14;415941
8;9;1.64;1.84;0.16;0.18;416054
0;0;0;0;0;0;416167
3;37;0.61;7.57;0.06;0.76;416299
20;36;4.09;7.36;0.41;0.74;416414
28;31;5.73;6.34;0.57;0.63;416528
29;30;5.93;6.14;0.59;0.61;416642
30;30;6.14;6.14;0.61;0.61;416756
33;31;6.75;6.34;0.68;0.63;416873
29;29;5.93;5.93;0.59;0.59;416987
29;30;5.93;6.14;0.59;0.61;417100
29;30;5.93;6.14;0.59;0.61;417213
32;32;6.55;6.55;0.65;0.65;417335
33;31;6.75;6.34;0.68;0.63;417453
44;19;9;3.89;0.9;0.39;417566
44;14;9;2.86;0.9;0.29;417679
44;16;9;3.27;0.9;0.33;417792
44;14;9;2.86;0.9;0.29;417905
46;14;9.41;2.86;0.94;0.29;418018
45;14;9.21;2.86;0.92;0.29;418131
45;15;9.21;3.07;0.92;0.31;418244
47;16;9.61;3.27;0.96;0.33;418366
44;16;9;3.27;0.9;0.33;418479
44;17;9;3.48;0.9;0.35;418592
44;18;9;3.68;0.9;0.37;418707
42;18;8.59;3.68;0.86;0.37;418820
38;22;7.77;4.5;0.78;0.45;418932
29;34;5.93;6.96;0.59;0.7;419045
29;30;5.93;6.14;0.59;0.61;419157
30;29;6.14;5.93;0.61;0.59;419270
34;31;6.96;6.34;0.7;0.63;419391
35;27;7.16;5.52;0.72;0.55;419504
46;16;9.41;3.27;0.94;0.33;419617
33;28;6.75;5.73;0.68;0.57;419730
33;31;6.75;6.34;0.68;0.63;419844
30;28;6.14;5.73;0.61;0.57;419957
31;29;6.34;5.93;0.63;0.59;420069
38;26;7.77;5.32;0.78;0.53;420182
34;29;6.96;5.93;0.7;0.59;420294
22;44;4.5;9;0.45;0.9;420413
32;44;6.55;9;0.65;0.9;420552
30;30;6.14;6.14;0.61;0.61;420665
31;30;6.34;6.14;0.63;0.61;420777
30;30;6.14;6.14;0.61;0.61;420890
31;29;6.34;5.93;0.63;0.59;421002
32;30;6.55;6.14;0.65;0.61;421115
29;29;5.93;5.93;0.59;0.59;421227
29;29;5.93;5.93;0.59;0.59;421340
30;30;6.14;6.14;0.61;0.61;421455
31;30;6.34;6.14;0.63;0.61;421568
31;30;6.34;6.14;0.63;0.61;421681
30;31;6.14;6.34;0.61;0.63;421794
30;30;6.14;6.14;0.61;0.61;421906
36;27;7.36;5.52;0.74;0.55;422019
46;15;9.41;3.07;0.94;0.31;422131
43;18;8.8;3.68;0.88;0.37;422246
41;18;8.39;3.68;0.84;0.37;422358
45;21;9.21;4.3;0.92;0.43;422480
39;21;7.98;4.3;0.8;0.43;422593
30;32;6.14;6.55;0.61;0.65;422706
30;31;6.14;6.34;0.61;0.63;422818
31;30;6.34;6.14;0.63;0.61;422931
26;39;5.32;7.98;0.53;0.8;423043
28;33;5.73;6.75;0.57;0.68;423156
20;41;4.09;8.39;0.41;0.84;423268
40;23;8.18;4.71;0.82;0.47;423381
21;46;4.3;9.41;0.43;0.94;423503
19;41;3.89;8.39;0.39;0.84;423616
29;31;5.93;6.34;0.59;0.63;423729
29;30;5.93;6.14;0.59;0.61;423842
32;31;6.55;6.34;0.65;0.63;423957
34;30;6.96;6.14;0.7;0.61;424070
39;22;7.98;4.5;0.8;0.45;424182
32;29;6.55;5.93;0.65;0.59;424295
34;31;6.96;6.34;0.7;0.63;424407
46;23;9.41;4.71;0.94;0.47;424529
30;32;6.14;6.55;0.61;0.65;424642
32;30;6.55;6.14;0.65;0.61;424755
32;31;6.55;6.34;0.65;0.63;424867
32;29;6.55;5.93;0.65;0.59;424980
35;27;7.16;5.52;0.72;0.55;425092
36;25;7.36;5.11;0.74;0.51;425204
32;30;6.55;6.14;0.65;0.61;425319
31;30;6.34;6.14;0.63;0.61;425432
31;36;6.34;7.36;0.63;0.74;425554
26;37;5.32;7.57;0.53;0.76;425667
46;19;9.41;3.89;0.94;0.39;425782
42;20;8.59;4.09;0.86;0.41;425895
34;28;6.96;5.73;0.7;0.57;426007
45;15;9.21;3.07;0.92;0.31;426120
45;17;9.21;3.48;0.92;0.35;426237
44;16;9;3.27;0.9;0.33;426350
43;17;8.8;3.48;0.88;0.35;426462
48;18;9.82;3.68;0.98;0.37;426584
45;17;9.21;3.48;0.92;0.35;426697
44;16;9;3.27;0.9;0.33;426810
40;18;8.18;3.68;0.82;0.37;426922
32;29;6.55;5.93;0.65;0.59;427035
30;29;6.14;5.93;0.61;0.59;427147
30;29;6.14;5.93;0.61;0.59;427260
31;30;6.34;6.14;0.63;0.61;427372
34;28;6.96;5.73;0.7;0.57;427487
44;20;9;4.09;0.9;0.41;427602
44;18;9;3.68;0.9;0.37;427715
41;16;8.39;3.27;0.84;0.33;427827
43;17;8.8;3.48;0.88;0.35;427940
44;16;9;3.27;0.9;0.33;428052
43;15;8.8;3.07;0.88;0.31;428165
42;17;8.59;3.48;0.86;0.35;428277
45;17;9.21;3.48;0.92;0.35;428390
31;32;6.34;6.55;0.63;0.65;428502
17;48;3.48;9.82;0.35;0.98;428624
29;31;5.93;6.34;0.59;0.63;428737
30;29;6.14;5.93;0.61;0.59;428850
27;31;5.52;6.34;0.55;0.63;428962
18;41;3.68;8.39;0.37;0.84;429075
26;36;5.32;7.36;0.53;0.74;429187
28;32;5.73;6.55;0.57;0.65;429302
19;41;3.89;8.39;0.39;0.84;429414
24;35;4.91;7.16;0.49;0.72;429526
26;33;5.32;6.75;0.53;0.68;429641
29;34;5.93;6.96;0.59;0.7;429754
22;41;4.5;8.39;0.45;0.84;429866
38;35;7.77;7.16;0.78;0.72;430004
33;27;6.75;5.52;0.68;0.55;430116
39;20;7.98;4.09;0.8;0.41;430228
29;31;5.93;6.34;0.59;0.63;430340
30;30;6.14;6.14;0.61;0.61;430452
27;34;5.52;6.96;0.55;0.7;430564
22;41;4.5;8.39;0.45;0.84;430679
41;21;8.39;4.3;0.84;0.43;430792
43;18;8.8;3.68;0.88;0.37;430904
39;22;7.98;4.5;0.8;0.45;431019
27;31;5.52;6.34;0.55;0.63;431131
31;30;6.34;6.14;0.63;0.61;431243
30;29;6.14;5.93;0.61;0.59;431355
22;39;4.5;7.98;0.45;0.8;431467
24;35;4.91;7.16;0.49;0.72;431579
23;37;4.71;7.57;0.47;0.76;431694
28;32;5.73;6.55;0.57;0.65;431807
31;30;6.34;6.14;0.63;0.61;431919
35;27;7.16;5.52;0.72;0.55;432031
41;20;8.39;4.09;0.84;0.41;432143
29;31;5.93;6.34;0.59;0.63;432255
30;30;6.14;6.14;0.61;0.61;432367
30;29;6.14;5.93;0.61;0.59;432479
30;30;6.14;6.14;0.61;0.61;432591
33;32;6.75;6.55;0.68;0.65;432712
31;30;6.34;6.14;0.63;0.61;432827
31;30;6.34;6.14;0.63;0.61;432940
30;29;6.14;5.93;0.61;0.59;433052
30;29;6.14;5.93;0.61;0.59;433164
30;30;6.14;6.14;0.61;0.61;433276
26;33;5.32;6.75;0.53;0.68;433388
16;43;3.27;8.8;0.33;0.88;433500
17;41;3.48;8.39;0.35;0.84;433612
21;43;4.3;8.8;0.43;0.88;433733
29;32;5.93;6.55;0.59;0.65;433846
29;30;5.93;6.14;0.59;0.61;433958
42;19;8.59;3.89;0.86;0.39;434070
36;23;7.36;4.71;0.74;0.47;434182
33;27;6.75;5.52;0.68;0.55;434294
40;18;8.18;3.68;0.82;0.37;434406
45;18;9.21;3.68;0.92;0.37;434521
38;22;7.77;4.5;0.78;0.45;434633
34;41;6.96;8.39;0.7;0.84;434775
32;32;6.55;6.55;0.65;0.65;434893
30;29;6.14;5.93;0.61;0.59;435005
30;29;6.14;5.93;0.61;0.59;435117
30;29;6.14;5.93;0.61;0.59;435229
30;29;6.14;5.93;0.61;0.59;435341
29;29;5.93;5.93;0.59;0.59;435453
31;29;6.34;5.93;0.63;0.59;435565
30;29;6.14;5.93;0.61;0.59;435677
30;29;6.14;5.93;0.61;0.59;435792
27;34;5.52;6.96;0.55;0.7;435905
18;43;3.68;8.8;0.37;0.88;436017
19;39;3.89;7.98;0.39;0.8;436129
43;20;8.8;4.09;0.88;0.41;436241
41;19;8.39;3.89;0.84;0.39;436356
29;30;5.93;6.14;0.59;0.61;436468
34;27;6.96;5.52;0.7;0.55;436580
41;20;8.39;4.09;0.84;0.41;436692
30;31;6.14;6.34;0.61;0.63;436807
30;30;6.14;6.14;0.61;0.61;436920
29;29;5.93;5.93;0.59;0.59;437032
30;29;6.14;5.93;0.61;0.59;437144
30;29;6.14;5.93;0.61;0.59;437256
30;29;6.14;5.93;0.61;0.59;437368
32;29;6.55;5.93;0.65;0.59;437480
29;29;5.93;5.93;0.59;0.59;437592
29;29;5.93;5.93;0.59;0.59;437704
31;29;6.34;5.93;0.63;0.59;437819
21;40;4.3;8.18;0.43;0.82;437932
18;42;3.68;8.59;0.37;0.86;438044
22;39;4.5;7.98;0.45;0.8;438155
30;28;6.14;5.73;0.61;0.57;438267
26;34;5.32;6.96;0.53;0.7;438379
16;43;3.27;8.8;0.33;0.88;438491
26;33;5.32;6.75;0.53;0.68;438603
36;27;7.36;5.52;0.74;0.55;438715
40;28;8.18;5.73;0.82;0.57;438836
26;38;5.32;7.77;0.53;0.78;438949
48;17;9.82;3.48;0.98;0.35;439061
43;16;8.8;3.27;0.88;0.33;439173
43;16;8.8;3.27;0.88;0.33;439285
35;22;7.16;4.5;0.72;0.45;439397
35;28;7.16;5.73;0.72;0.57;439519
43;16;8.8;3.27;0.88;0.33;439631
42;14;8.59;2.86;0.86;0.29;439743
47;13;9.61;2.66;0.96;0.27;439860
38;21;7.77;4.3;0.78;0.43;439973
41;18;8.39;3.68;0.84;0.37;440085
35;25;7.16;5.11;0.72;0.51;440197
47;13;9.61;2.66;0.96;0.27;440309
39;22;7.98;4.5;0.8;0.45;440421
47;14;9.61;2.86;0.96;0.29;440533
43;14;8.8;2.86;0.88;0.29;440645
43;13;8.8;2.66;0.88;0.27;440757
46;14;9.41;2.86;0.94;0.29;440872
40;19;8.18;3.89;0.82;0.39;440985
30;29;6.14;5.93;0.61;0.59;441097
38;20;7.77;4.09;0.78;0.41;441209
44;16;9;3.27;0.9;0.33;441321
42;17;8.59;3.48;0.86;0.35;441433
40;18;8.18;3.68;0.82;0.37;441545
44;17;9;3.48;0.9;0.35;441659
42;18;8.59;3.68;0.86;0.37;441771
43;17;8.8;3.48;0.88;0.35;441886
42;17;8.59;3.48;0.86;0.35;441999
45;16;9.21;3.27;0.92;0.33;442111
44;14;9;2.86;0.9;0.29;442223
42;14;8.59;2.86;0.86;0.29;442335
42;16;8.59;3.27;0.86;0.33;442447
44;16;9;3.27;0.9;0.33;442559
42;15;8.59;3.07;0.86;0.31;442671
43;17;8.8;3.48;0.88;0.35;442783
43;19;8.8;3.89;0.88;0.39;442898
44;18;9;3.68;0.9;0.37;443011
35;26;7.16;5.32;0.72;0.53;443123
32;28;6.55;5.73;0.65;0.57;443235
44;19;9;3.89;0.9;0.39;443350
34;29;6.96;5.93;0.7;0.59;443467
26;33;5.32;6.75;0.53;0.68;443579
16;43;3.27;8.8;0.33;0.88;443691
17;41;3.48;8.39;0.35;0.84;443803
16;44;3.27;9;0.33;0.9;443925
15;41;3.07;8.39;0.31;0.84;444038
17;42;3.48;8.59;0.35;0.86;444150
30;44;6.14;9;0.61;0.9;444287
33;30;6.75;6.14;0.68;0.61;444399
31;30;6.34;6.14;0.63;0.61;444511
29;28;5.93;5.73;0.59;0.57;444623
30;29;6.14;5.93;0.61;0.59;444735
29;29;5.93;5.93;0.59;0.59;444847
33;32;6.75;6.55;0.68;0.65;444969
30;29;6.14;5.93;0.61;0.59;445082
30;29;6.14;5.93;0.61;0.59;445197
28;27;5.73;5.52;0.57;0.55;445309
29;28;5.93;5.73;0.59;0.57;445421
28;27;5.73;5.52;0.57;0.55;445533
30;28;6.14;5.73;0.61;0.57;445645
29;27;5.93;5.52;0.59;0.55;445757
34;25;6.96;5.11;0.7;0.51;445869
48;18;9.82;3.68;0.98;0.37;445991
31;28;6.34;5.73;0.63;0.57;446104
26;31;5.32;6.34;0.53;0.63;446216
28;30;5.73;6.14;0.57;0.61;446328
28;30;5.73;6.14;0.57;0.61;446440
29;30;5.93;6.14;0.59;0.61;446552
38;24;7.77;4.91;0.78;0.49;446664
58;5;11.86;1.02;1.19;0.1;446776
46;17;9.41;3.48;0.94;0.35;446899
36;24;7.36;4.91;0.74;0.49;447015
41;23;8.39;4.71;0.84;0.47;447128
37;23;7.57;4.71;0.76;0.47;447240
43;20;8.8;4.09;0.88;0.41;447352
36;27;7.36;5.52;0.74;0.55;447464
40;19;8.18;3.89;0.82;0.39;447576
33;28;6.75;5.73;0.68;0.57;447688
40;20;8.18;4.09;0.82;0.41;447800
28;31;5.73;6.34;0.57;0.63;447912
33;31;6.75;6.34;0.68;0.63;448033
41;21;8.39;4.3;0.84;0.43;448146
32;27;6.55;5.52;0.65;0.55;448258
32;31;6.55;6.34;0.65;0.63;448370
18;42;3.68;8.59;0.37;0.86;448482
28;31;5.73;6.34;0.57;0.63;448594
30;29;6.14;5.93;0.61;0.59;448708
31;32;6.34;6.55;0.63;0.65;448830
30;30;6.14;6.14;0.61;0.61;448943
31;30;6.34;6.14;0.63;0.61;449060
30;29;6.14;5.93;0.61;0.59;449173
31;29;6.34;5.93;0.63;0.59;449286
30;29;6.14;5.93;0.61;0.59;449399
31;30;6.34;6.14;0.63;0.61;449512
31;29;6.34;5.93;0.63;0.59;449625
31;29;6.34;5.93;0.63;0.59;449738
30;29;6.14;5.93;0.61;0.59;449851
42;19;8.59;3.89;0.86;0.39;449964
32;27;6.55;5.52;0.65;0.55;450079
38;24;7.77;4.91;0.78;0.49;450192
35;24;7.16;4.91;0.72;0.49;450305
33;28;6.75;5.73;0.68;0.57;450420
41;19;8.39;3.89;0.84;0.39;450533
39;19;7.98;3.89;0.8;0.39;450646
33;27;6.75;5.52;0.68;0.55;450759
25;35;5.11;7.16;0.51;0.72;450872
21;40;4.3;8.18;0.43;0.82;450985
28;34;5.73;6.96;0.57;0.7;451102
25;36;5.11;7.36;0.51;0.74;451215
29;29;5.93;5.93;0.59;0.59;451328
29;30;5.93;6.14;0.59;0.61;451441
30;29;6.14;5.93;0.61;0.59;451554
29;29;5.93;5.93;0.59;0.59;451667
28;30;5.73;6.14;0.57;0.61;451780
37;25;7.57;5.11;0.76;0.51;451893
45;17;9.21;3.48;0.92;0.35;452006
31;29;6.34;5.93;0.63;0.59;452123
29;30;5.93;6.14;0.59;0.61;452238
29;28;5.93;5.73;0.59;0.57;452351
30;29;6.14;5.93;0.61;0.59;452464
30;29;6.14;5.93;0.61;0.59;452577
30;28;6.14;5.73;0.61;0.57;452690
28;29;5.73;5.93;0.57;0.59;452803
28;31;5.73;6.34;0.57;0.63;452916
25;35;5.11;7.16;0.51;0.72;453029
33;31;6.75;6.34;0.68;0.63;453146
30;29;6.14;5.93;0.61;0.59;453259
20;39;4.09;7.98;0.41;0.8;453372
17;42;3.48;8.59;0.35;0.86;453485
20;48;4.09;9.82;0.41;0.98;453616
22;36;4.5;7.36;0.45;0.74;453729
17;45;3.48;9.21;0.35;0.92;453842
3;56;0.61;11.46;0.06;1.15;453957
0;53;0;10.84;0;1.08;454070
57;24;11.66;4.91;1.17;0.49;454192
56;1;11.46;0.2;1.15;0.02;454305
55;0;11.25;0;1.13;0;454418
42;22;8.59;4.5;0.86;0.45;454531
25;49;5.11;10.02;0.51;1;454644
50;28;10.23;5.73;1.02;0.57;454757
6;63;1.23;12.89;0.12;1.29;454870
50;23;10.23;4.71;1.02;0.47;454983
56;3;11.46;0.61;1.15;0.06;455096
58;0;11.86;0;1.19;0;455214
56;0;11.46;0;1.15;0;455327
54;0;11.05;0;1.1;0;455440
56;0;11.46;0;1.15;0;455553
54;0;11.05;0;1.1;0;455666
55;0;11.25;0;1.13;0;455781
57;0;11.66;0;1.17;0;455894
54;0;11.05;0;1.1;0;456007
54;0;11.05;0;1.1;0;456120
58;0;11.86;0;1.19;0;456235
53;0;10.84;0;1.08;0;456348
53;0;10.84;0;1.08;0;456461
55;0;11.25;0;1.13;0;456574
54;0;11.05;0;1.1;0;456687
50;5;10.23;1.02;1.02;0.1;456800
39;18;7.98;3.68;0.8;0.37;456913
41;17;8.39;3.48;0.84;0.35;457026
43;15;8.8;3.07;0.88;0.31;457139
45;18;9.21;3.68;0.92;0.37;457260
41;18;8.39;3.68;0.84;0.37;457373
40;20;8.18;4.09;0.82;0.41;457488
33;28;6.75;5.73;0.68;0.57;457601
43;24;8.8;4.91;0.88;0.49;457727
25;35;5.11;7.16;0.51;0.72;457840
17;42;3.48;8.59;0.35;0.86;457953
16;42;3.27;8.59;0.33;0.86;458066
24;35;4.91;7.16;0.49;0.72;458179
36;36;7.36;7.36;0.74;0.74;458317
29;29;5.93;5.93;0.59;0.59;458430
29;30;5.93;6.14;0.59;0.61;458543
29;29;5.93;5.93;0.59;0.59;458656
28;30;5.73;6.14;0.57;0.61;458769
29;30;5.93;6.14;0.59;0.61;458882
28;30;5.73;6.14;0.57;0.61;458995
28;30;5.73;6.14;0.57;0.61;459108
29;29;5.93;5.93;0.59;0.59;459221
33;30;6.75;6.14;0.68;0.61;459338
29;30;5.93;6.14;0.59;0.61;459451
36;25;7.36;5.11;0.74;0.51;459564
53;11;10.84;2.25;1.08;0.23;459677
54;4;11.05;0.82;1.1;0.08;459790
46;13;9.41;2.66;0.94;0.27;459903
58;1;11.86;0.2;1.19;0.02;460016
58;0;11.86;0;1.19;0;460129
57;0;11.66;0;1.17;0;460242
60;4;12.27;0.82;1.23;0.08;460364
49;13;10.02;2.66;1;0.27;460477
58;1;11.86;0.2;1.19;0.02;460590
51;8;10.43;1.64;1.04;0.16;460703
59;0;12.07;0;1.21;0;460816
57;0;11.66;0;1.17;0;460929
59;0;12.07;0;1.21;0;461044
60;0;12.27;0;1.23;0;461157
57;0;11.66;0;1.17;0;461270
59;0;12.07;0;1.21;0;461385
60;0;12.27;0;1.23;0;461498
57;0;11.66;0;1.17;0;461611
58;0;11.86;0;1.19;0;461724
51;8;10.43;1.64;1.04;0.16;461837
53;4;10.84;0.82;1.08;0.08;461950
42;14;8.59;2.86;0.86;0.29;462063
47;12;9.61;2.45;0.96;0.25;462176
58;0;11.86;0;1.19;0;462289
61;0;12.48;0;1.25;0;462404
57;0;11.66;0;1.17;0;462517
61;0;12.48;0;1.25;0;462630
60;0;12.27;0;1.23;0;462743
57;0;11.66;0;1.17;0;462858
58;0;11.86;0;1.19;0;462971
71;0;14.52;0;1.45;0;463108
55;4;11.25;0.82;1.13;0.08;463221
55;8;11.25;1.64;1.13;0.16;463334
60;0;12.27;0;1.23;0;463449
60;0;12.27;0;1.23;0;463562
58;0;11.86;0;1.19;0;463675
60;0;12.27;0;1.23;0;463788
52;8;10.64;1.64;1.06;0.16;463901
58;0;11.86;0;1.19;0;464014
52;8;10.64;1.64;1.06;0.16;464127
56;4;11.46;0.82;1.15;0.08;464240
54;7;11.05;1.43;1.1;0.14;464353
57;0;11.66;0;1.17;0;464468
53;3;10.84;0.61;1.08;0.06;464583
46;13;9.41;2.66;0.94;0.27;464696
52;9;10.64;1.84;1.06;0.18;464809
52;8;10.64;1.64;1.06;0.16;464922
39;22;7.98;4.5;0.8;0.45;465035
50;11;10.23;2.25;1.02;0.23;465148
26;39;5.32;7.98;0.53;0.8;465261
3;63;0.61;12.89;0.06;1.29;465374
21;46;4.3;9.41;0.43;0.94;465496
59;13;12.07;2.66;1.21;0.27;465609
33;27;6.75;5.52;0.68;0.55;465722
31;29;6.34;5.93;0.63;0.59;465835
34;25;6.96;5.11;0.7;0.51;465948
41;20;8.39;4.09;0.84;0.41;466061
30;28;6.14;5.73;0.61;0.57;466174
32;29;6.55;5.93;0.65;0.59;466287
29;28;5.93;5.73;0.59;0.57;466398
32;30;6.55;6.14;0.65;0.61;466519
30;29;6.14;5.93;0.61;0.59;466632
30;29;6.14;5.93;0.61;0.59;466745
31;30;6.34;6.14;0.63;0.61;466858
31;28;6.34;5.73;0.63;0.57;466971
30;28;6.14;5.73;0.61;0.57;467084
28;28;5.73;5.73;0.57;0.57;467197
31;28;6.34;5.73;0.63;0.57;467310
30;29;6.14;5.93;0.61;0.59;467423
29;28;5.93;5.73;0.59;0.57;467538
31;28;6.34;5.73;0.63;0.57;467651
30;29;6.14;5.93;0.61;0.59;467764
33;32;6.75;6.55;0.68;0.65;467886
30;30;6.14;6.14;0.61;0.61;467999
32;30;6.55;6.14;0.65;0.61;468114
29;29;5.93;5.93;0.59;0.59;468227
30;29;6.14;5.93;0.61;0.59;468340
29;28;5.93;5.73;0.59;0.57;468452
32;29;6.55;5.93;0.65;0.59;468567
30;29;6.14;5.93;0.61;0.59;468680
31;29;6.34;5.93;0.63;0.59;468793
31;28;6.34;5.73;0.63;0.57;468906
31;28;6.34;5.73;0.63;0.57;469019
31;29;6.34;5.93;0.63;0.59;469132
37;22;7.57;4.5;0.76;0.45;469245
35;23;7.16;4.71;0.72;0.47;469358
30;29;6.14;5.93;0.61;0.59;469471
33;29;6.75;5.93;0.68;0.59;469586
29;28;5.93;5.73;0.59;0.57;469699
30;27;6.14;5.52;0.61;0.55;469812
31;30;6.34;6.14;0.63;0.61;469927
33;29;6.75;5.93;0.68;0.59;470040
30;28;6.14;5.73;0.61;0.57;470153
30;29;6.14;5.93;0.61;0.59;470266
30;28;6.14;5.73;0.61;0.57;470379
30;28;6.14;5.73;0.61;0.57;470492
31;28;6.34;5.73;0.63;0.57;470607
30;28;6.14;5.73;0.61;0.57;470720
30;28;6.14;5.73;0.61;0.57;470833
30;28;6.14;5.73;0.61;0.57;470946
30;29;6.14;5.93;0.61;0.59;471059
30;28;6.14;5.73;0.61;0.57;471172
30;29;6.14;5.93;0.61;0.59;471285
30;29;6.14;5.93;0.61;0.59;471398
29;28;5.93;5.73;0.59;0.57;471511
27;36;5.52;7.36;0.55;0.74;471628
14;45;2.86;9.21;0.29;0.92;471741
23;34;4.71;6.96;0.47;0.7;471854
28;30;5.73;6.14;0.57;0.61;471967
29;29;5.93;5.93;0.59;0.59;472080
28;29;5.73;5.93;0.57;0.59;472193
28;30;5.73;6.14;0.57;0.61;472306
28;29;5.73;5.93;0.57;0.59;472419
28;29;5.73;5.93;0.57;0.59;472531
29;31;5.93;6.34;0.59;0.63;472648
33;35;6.75;7.16;0.68;0.72;472783
28;30;5.73;6.14;0.57;0.61;472895
29;29;5.93;5.93;0.59;0.59;473007
28;29;5.73;5.93;0.57;0.59;473119
28;30;5.73;6.14;0.57;0.61;473231
28;29;5.73;5.93;0.57;0.59;473343
31;30;6.34;6.14;0.63;0.61;473458
29;30;5.93;6.14;0.59;0.61;473570
29;30;5.93;6.14;0.59;0.61;473685
29;29;5.93;5.93;0.59;0.59;473798
28;29;5.73;5.93;0.57;0.59;473911
28;28;5.73;5.73;0.57;0.57;474023
28;28;5.73;5.73;0.57;0.57;474135
28;29;5.73;5.93;0.57;0.59;474247
29;29;5.93;5.93;0.59;0.59;474359
27;28;5.52;5.73;0.55;0.57;474471
28;28;5.73;5.73;0.57;0.57;474583
29;29;5.93;5.93;0.59;0.59;474698
29;29;5.93;5.93;0.59;0.59;474811
29;29;5.93;5.93;0.59;0.59;474924
30;29;6.14;5.93;0.61;0.59;475036
27;32;5.52;6.55;0.55;0.65;475151
7;49;1.43;10.02;0.14;1;475263
0;52;0;10.64;0;1.06;475375
0;52;0;10.64;0;1.06;475487
0;51;0;10.43;0;1.04;475599
0;55;0;11.25;0;1.13;475720
0;53;0;10.84;0;1.08;475833
0;53;0;10.84;0;1.08;475946
0;54;0;11.05;0;1.1;476059
0;54;0;11.05;0;1.1;476172
5;50;1.02;10.23;0.1;1.02;476285
16;40;3.27;8.18;0.33;0.82;476398
15;41;3.07;8.39;0.31;0.84;476511
15;39;3.07;7.98;0.31;0.8;476623
16;44;3.27;9;0.33;0.9;476744
17;43;3.48;8.8;0.35;0.88;476858
17;47;3.48;9.61;0.35;0.96;476986
14;43;2.86;8.8;0.29;0.88;477103
15;42;3.07;8.59;0.31;0.86;477216
14;42;2.86;8.59;0.29;0.86;477329
13;42;2.66;8.59;0.27;0.86;477442
27;29;5.52;5.93;0.55;0.59;477555
43;15;8.8;3.07;0.88;0.31;477668
34;26;6.96;5.32;0.7;0.53;477786
16;43;3.27;8.8;0.33;0.88;477899
28;30;5.73;6.14;0.57;0.61;478012
25;30;5.11;6.14;0.51;0.61;478125
17;39;3.48;7.98;0.35;0.8;478238
16;39;3.27;7.98;0.33;0.8;478351
19;37;3.89;7.57;0.39;0.76;478464
28;29;5.73;5.93;0.57;0.59;478577
33;30;6.75;6.14;0.68;0.61;478692
32;31;6.55;6.34;0.65;0.63;478814
28;29;5.73;5.93;0.57;0.59;478927
29;30;5.93;6.14;0.59;0.61;479040
30;28;6.14;5.73;0.61;0.57;479153
32;27;6.55;5.52;0.65;0.55;479265
28;30;5.73;6.14;0.57;0.61;479378
29;28;5.93;5.73;0.59;0.57;479490
30;30;6.14;6.14;0.61;0.61;479603
28;29;5.73;5.93;0.57;0.59;479715
30;30;6.14;6.14;0.61;0.61;479833
26;33;5.32;6.75;0.53;0.68;479946
18;42;3.68;8.59;0.37;0.86;480059
28;30;5.73;6.14;0.57;0.61;480171
