contdir;contesq;veldir;velesq;disdir;diseq;tmp
27;23;5.52;4.71;0.55;0.47;66161
24;25;4.91;5.11;0.49;0.51;66270
26;25;5.32;5.11;0.53;0.51;66379
26;26;5.32;5.32;0.53;0.53;66490
25;25;5.11;5.11;0.51;0.51;66599
26;25;5.32;5.11;0.53;0.51;66708
26;25;5.32;5.11;0.53;0.51;66819
26;25;5.32;5.11;0.53;0.51;66928
25;24;5.11;4.91;0.51;0.49;67037
25;25;5.11;5.11;0.51;0.51;67146
24;24;4.91;4.91;0.49;0.49;67255
24;25;4.91;5.11;0.49;0.51;67364
25;24;5.11;4.91;0.51;0.49;67473
29;27;5.93;5.52;0.59;0.55;67591
26;26;5.32;5.32;0.53;0.53;67700
24;32;4.91;6.55;0.49;0.65;67818
22;28;4.5;5.73;0.45;0.57;67927
25;25;5.11;5.11;0.51;0.51;68036
26;25;5.32;5.11;0.53;0.51;68145
24;25;4.91;5.11;0.49;0.51;68252
25;25;5.11;5.11;0.51;0.51;68361
25;25;5.11;5.11;0.51;0.51;68470
17;35;3.48;7.16;0.35;0.72;68579
14;36;2.86;7.36;0.29;0.74;68688
15;35;3.07;7.16;0.31;0.72;68797
16;38;3.27;7.77;0.33;0.78;68911
19;31;3.89;6.34;0.39;0.63;69020
22;29;4.5;5.93;0.45;0.59;69129
25;25;5.11;5.11;0.51;0.51;69238
37;17;7.57;3.48;0.76;0.35;69347
31;17;6.34;3.48;0.63;0.35;69456
34;15;6.96;3.07;0.7;0.31;69565
32;17;6.55;3.48;0.65;0.35;69674
31;19;6.34;3.89;0.63;0.39;69783
40;17;8.18;3.48;0.82;0.35;69904
34;15;6.96;3.07;0.7;0.31;70013
26;24;5.32;4.91;0.53;0.49;70122
29;25;5.93;5.11;0.59;0.51;70231
27;24;5.52;4.91;0.55;0.49;70340
25;26;5.11;5.32;0.51;0.53;70449
18;33;3.68;6.75;0.37;0.68;70558
21;31;4.3;6.34;0.43;0.63;70667
23;28;4.71;5.73;0.47;0.57;70776
25;26;5.11;5.32;0.51;0.53;70885
27;27;5.52;5.52;0.55;0.55;71003
25;25;5.11;5.11;0.51;0.51;71112
25;25;5.11;5.11;0.51;0.51;71221
26;26;5.32;5.32;0.53;0.53;71330
24;25;4.91;5.11;0.49;0.51;71439
25;25;5.11;5.11;0.51;0.51;71548
25;26;5.11;5.32;0.51;0.53;71659
24;25;4.91;5.11;0.49;0.51;71768
24;24;4.91;4.91;0.49;0.49;71877
26;26;5.32;5.32;0.53;0.53;71989
25;25;5.11;5.11;0.51;0.51;72098
26;27;5.32;5.52;0.53;0.55;72216
24;25;4.91;5.11;0.49;0.51;72325
25;25;5.11;5.11;0.51;0.51;72434
24;25;4.91;5.11;0.49;0.51;72543
24;25;4.91;5.11;0.49;0.51;72652
25;26;5.11;5.32;0.51;0.53;72761
24;25;4.91;5.11;0.49;0.51;72870
24;25;4.91;5.11;0.49;0.51;72979
25;25;5.11;5.11;0.51;0.51;73090
25;25;5.11;5.11;0.51;0.51;73199
24;26;4.91;5.32;0.49;0.53;73310
25;26;5.11;5.32;0.51;0.53;73419
24;24;4.91;4.91;0.49;0.49;73528
24;25;4.91;5.11;0.49;0.51;73637
28;22;5.73;4.5;0.57;0.45;73746
35;14;7.16;2.86;0.72;0.29;73855
34;14;6.96;2.86;0.7;0.29;73964
36;16;7.36;3.27;0.74;0.33;74082
32;17;6.55;3.48;0.65;0.35;74191
25;25;5.11;5.11;0.51;0.51;74300
24;26;4.91;5.32;0.49;0.53;74409
25;25;5.11;5.11;0.51;0.51;74518
26;24;5.32;4.91;0.53;0.49;74627
26;24;5.32;4.91;0.53;0.49;74736
25;24;5.11;4.91;0.51;0.49;74845
26;24;5.32;4.91;0.53;0.49;74954
25;24;5.11;4.91;0.51;0.49;75065
27;26;5.52;5.32;0.55;0.53;75183
26;24;5.32;4.91;0.53;0.49;75292
25;25;5.11;5.11;0.51;0.51;75401
26;25;5.32;5.11;0.53;0.51;75510
26;24;5.32;4.91;0.53;0.49;75619
26;25;5.32;5.11;0.53;0.51;75728
25;24;5.11;4.91;0.51;0.49;75837
26;25;5.32;5.11;0.53;0.51;75946
25;24;5.11;4.91;0.51;0.49;76055
26;25;5.32;5.11;0.53;0.51;76167
25;24;5.11;4.91;0.51;0.49;76276
25;24;5.11;4.91;0.51;0.49;76385
24;24;4.91;4.91;0.49;0.49;76494
24;24;4.91;4.91;0.49;0.49;76603
26;25;5.32;5.11;0.53;0.51;76714
26;25;5.32;5.11;0.53;0.51;76832
24;24;4.91;4.91;0.49;0.49;76941
24;24;4.91;4.91;0.49;0.49;77050
24;24;4.91;4.91;0.49;0.49;77159
26;24;5.32;4.91;0.53;0.49;77270
25;24;5.11;4.91;0.51;0.49;77379
26;24;5.32;4.91;0.53;0.49;77488
26;25;5.32;5.11;0.53;0.51;77597
26;25;5.32;5.11;0.53;0.51;77706
22;29;4.5;5.93;0.45;0.59;77815
19;32;3.89;6.55;0.39;0.65;77924
26;25;5.32;5.11;0.53;0.51;78033
24;24;4.91;4.91;0.49;0.49;78142
26;25;5.32;5.11;0.53;0.51;78254
24;25;4.91;5.11;0.49;0.51;78363
19;32;3.89;6.55;0.39;0.65;78474
21;29;4.3;5.93;0.43;0.59;78583
25;25;5.11;5.11;0.51;0.51;78692
19;31;3.89;6.34;0.39;0.63;78801
21;29;4.3;5.93;0.43;0.59;78910
24;25;4.91;5.11;0.49;0.51;79019
24;25;4.91;5.11;0.49;0.51;79128
22;27;4.5;5.52;0.45;0.55;79237
18;35;3.68;7.16;0.37;0.72;79355
24;25;4.91;5.11;0.49;0.51;79464
24;25;4.91;5.11;0.49;0.51;79573
24;25;4.91;5.11;0.49;0.51;79682
24;26;4.91;5.32;0.49;0.53;79791
22;27;4.5;5.52;0.45;0.55;79900
21;28;4.3;5.73;0.43;0.57;80009
25;26;5.11;5.32;0.51;0.53;80120
24;25;4.91;5.11;0.49;0.51;80229
27;28;5.52;5.73;0.55;0.57;80348
24;25;4.91;5.11;0.49;0.51;80457
24;26;4.91;5.32;0.49;0.53;80566
24;25;4.91;5.11;0.49;0.51;80675
24;25;4.91;5.11;0.49;0.51;80784
24;25;4.91;5.11;0.49;0.51;80893
24;25;4.91;5.11;0.49;0.51;81002
24;25;4.91;5.11;0.49;0.51;81111
24;25;4.91;5.11;0.49;0.51;81220
24;25;4.91;5.11;0.49;0.51;81329
26;27;5.32;5.52;0.53;0.55;81450
23;25;4.71;5.11;0.47;0.51;81559
25;25;5.11;5.11;0.51;0.51;81668
24;25;4.91;5.11;0.49;0.51;81777
24;26;4.91;5.32;0.49;0.53;81888
25;25;5.11;5.11;0.51;0.51;81997
24;26;4.91;5.32;0.49;0.53;82106
24;25;4.91;5.11;0.49;0.51;82215
24;25;4.91;5.11;0.49;0.51;82324
24;25;4.91;5.11;0.49;0.51;82436
24;25;4.91;5.11;0.49;0.51;82545
24;25;4.91;5.11;0.49;0.51;82654
23;24;4.71;4.91;0.47;0.49;82763
23;24;4.71;4.91;0.47;0.49;82872
23;25;4.71;5.11;0.47;0.51;82981
24;25;4.91;5.11;0.49;0.51;83090
23;25;4.71;5.11;0.47;0.51;83199
24;26;4.91;5.32;0.49;0.53;83308
24;24;4.91;4.91;0.49;0.49;83417
25;26;5.11;5.32;0.51;0.53;83530
24;25;4.91;5.11;0.49;0.51;83639
26;24;5.32;4.91;0.53;0.49;83748
24;25;4.91;5.11;0.49;0.51;83857
24;24;4.91;4.91;0.49;0.49;83966
26;26;5.32;5.32;0.53;0.53;84075
24;24;4.91;4.91;0.49;0.49;84184
23;24;4.71;4.91;0.47;0.49;84293
24;25;4.91;5.11;0.49;0.51;84402
25;25;5.11;5.11;0.51;0.51;84514
24;25;4.91;5.11;0.49;0.51;84623
25;25;5.11;5.11;0.51;0.51;84732
24;25;4.91;5.11;0.49;0.51;84841
24;25;4.91;5.11;0.49;0.51;84950
24;25;4.91;5.11;0.49;0.51;85059
24;25;4.91;5.11;0.49;0.51;85168
24;25;4.91;5.11;0.49;0.51;85279
23;24;4.71;4.91;0.47;0.49;85388
23;24;4.71;4.91;0.47;0.49;85497
25;25;5.11;5.11;0.51;0.51;85608
23;24;4.71;4.91;0.47;0.49;85717
25;25;5.11;5.11;0.51;0.51;85826
26;26;5.32;5.32;0.53;0.53;85944
25;25;5.11;5.11;0.51;0.51;86053
25;24;5.11;4.91;0.51;0.49;86162
24;25;4.91;5.11;0.49;0.51;86271
25;24;5.11;4.91;0.51;0.49;86380
36;16;7.36;3.27;0.74;0.33;86489
35;20;7.16;4.09;0.72;0.41;86608
26;21;5.32;4.3;0.53;0.43;86717
27;23;5.52;4.71;0.55;0.47;86826
32;18;6.55;3.68;0.65;0.37;86937
26;24;5.32;4.91;0.53;0.49;87046
24;25;4.91;5.11;0.49;0.51;87155
24;24;4.91;4.91;0.49;0.49;87264
25;24;5.11;4.91;0.51;0.49;87373
24;23;4.91;4.71;0.49;0.47;87482
26;23;5.32;4.71;0.53;0.47;87591
26;25;5.32;5.11;0.53;0.51;87709
24;23;4.91;4.71;0.49;0.47;87818
25;24;5.11;4.91;0.51;0.49;87927
24;23;4.91;4.71;0.49;0.47;88036
25;24;5.11;4.91;0.51;0.49;88145
25;23;5.11;4.71;0.51;0.47;88254
24;23;4.91;4.71;0.49;0.47;88363
25;23;5.11;4.71;0.51;0.47;88472
25;24;5.11;4.91;0.51;0.49;88581
25;24;5.11;4.91;0.51;0.49;88695
25;24;5.11;4.91;0.51;0.49;88804
25;23;5.11;4.71;0.51;0.47;88913
24;23;4.91;4.71;0.49;0.47;89022
25;24;5.11;4.91;0.51;0.49;89131
24;23;4.91;4.71;0.49;0.47;89240
25;24;5.11;4.91;0.51;0.49;89349
24;24;4.91;4.91;0.49;0.49;89458
24;23;4.91;4.71;0.49;0.47;89567
25;24;5.11;4.91;0.51;0.49;89676
24;24;4.91;4.91;0.49;0.49;89787
23;22;4.71;4.5;0.47;0.45;89896
23;23;4.71;4.71;0.47;0.47;90005
23;22;4.71;4.5;0.47;0.45;90114
24;24;4.91;4.91;0.49;0.49;90223
25;24;5.11;4.91;0.51;0.49;90334
24;23;4.91;4.71;0.49;0.47;90443
27;25;5.52;5.11;0.55;0.51;90561
23;22;4.71;4.5;0.47;0.45;90670
24;23;4.91;4.71;0.49;0.47;90782
25;23;5.11;4.71;0.51;0.47;90891
24;24;4.91;4.91;0.49;0.49;91000
25;25;5.11;5.11;0.51;0.51;91109
25;23;5.11;4.71;0.51;0.47;91218
24;24;4.91;4.91;0.49;0.49;91327
24;24;4.91;4.91;0.49;0.49;91436
25;23;5.11;4.71;0.51;0.47;91545
24;23;4.91;4.71;0.49;0.47;91654
23;24;4.71;4.91;0.47;0.49;91763
25;23;5.11;4.71;0.51;0.47;91874
24;24;4.91;4.91;0.49;0.49;91983
24;24;4.91;4.91;0.49;0.49;92094
24;24;4.91;4.91;0.49;0.49;92203
23;23;4.71;4.71;0.47;0.47;92312
24;23;4.91;4.71;0.49;0.47;92421
23;22;4.71;4.5;0.47;0.45;92530
23;22;4.71;4.5;0.47;0.45;92639
23;22;4.71;4.5;0.47;0.45;92748
24;24;4.91;4.91;0.49;0.49;92860
24;23;4.91;4.71;0.49;0.47;92969
24;23;4.91;4.71;0.49;0.47;93078
24;23;4.91;4.71;0.49;0.47;93187
23;23;4.71;4.71;0.47;0.47;93296
24;22;4.91;4.5;0.49;0.45;93405
23;24;4.71;4.91;0.47;0.49;93514
25;24;5.11;4.91;0.51;0.49;93623
26;25;5.32;5.11;0.53;0.51;93734
24;23;4.91;4.71;0.49;0.47;93843
25;24;5.11;4.91;0.51;0.49;93954
24;24;4.91;4.91;0.49;0.49;94063
24;23;4.91;4.71;0.49;0.47;94172
24;23;4.91;4.71;0.49;0.47;94281
23;23;4.71;4.71;0.47;0.47;94390
24;23;4.91;4.71;0.49;0.47;94499
23;23;4.71;4.71;0.47;0.47;94608
23;22;4.71;4.5;0.47;0.45;94717
23;23;4.71;4.71;0.47;0.47;94826
24;24;4.91;4.91;0.49;0.49;94938
24;23;4.91;4.71;0.49;0.47;95047
28;27;5.73;5.52;0.57;0.55;95178
28;27;5.73;5.52;0.57;0.55;95304
24;24;4.91;4.91;0.49;0.49;95415
25;24;5.11;4.91;0.51;0.49;95524
24;23;4.91;4.71;0.49;0.47;95633
24;23;4.91;4.71;0.49;0.47;95742
24;23;4.91;4.71;0.49;0.47;95851
24;24;4.91;4.91;0.49;0.49;95963
24;24;4.91;4.91;0.49;0.49;96072
24;24;4.91;4.91;0.49;0.49;96181
23;23;4.71;4.71;0.47;0.47;96290
24;24;4.91;4.91;0.49;0.49;96399
24;23;4.91;4.71;0.49;0.47;96508
24;23;4.91;4.71;0.49;0.47;96617
24;23;4.91;4.71;0.49;0.47;96726
23;24;4.71;4.91;0.47;0.49;96835
24;23;4.91;4.71;0.49;0.47;96944
24;24;4.91;4.91;0.49;0.49;97057
24;24;4.91;4.91;0.49;0.49;97166
24;23;4.91;4.71;0.49;0.47;97275
23;23;4.71;4.71;0.47;0.47;97384
24;23;4.91;4.71;0.49;0.47;97493
23;22;4.71;4.5;0.47;0.45;97602
23;23;4.71;4.71;0.47;0.47;97711
24;23;4.91;4.71;0.49;0.47;97820
24;23;4.91;4.71;0.49;0.47;97929
25;24;5.11;4.91;0.51;0.49;98041
24;24;4.91;4.91;0.49;0.49;98150
23;23;4.71;4.71;0.47;0.47;98259
24;22;4.91;4.5;0.49;0.45;98368
23;23;4.71;4.71;0.47;0.47;98477
24;23;4.91;4.71;0.49;0.47;98586
24;24;4.91;4.91;0.49;0.49;98697
24;26;4.91;5.32;0.49;0.53;98806
12;46;2.45;9.41;0.25;0.94;98915
0;45;0;9.21;0;0.92;99024
0;46;0;9.41;0;0.94;99141
0;42;0;8.59;0;0.86;99250
0;43;0;8.8;0;0.88;99359
0;45;0;9.21;0;0.92;99470
0;43;0;8.8;0;0.88;99579
0;43;0;8.8;0;0.88;99688
0;44;0;9;0;0.9;99797
0;43;0;8.8;0;0.88;99906
0;43;0;8.8;0;0.88;100015
0;44;0;9;0;0.9;100127
0;43;0;8.8;0;0.88;100236
0;43;0;8.8;0;0.88;100345
0;42;0;8.59;0;0.86;100456
0;42;0;8.59;0;0.86;100565
0;42;0;8.59;0;0.86;100674
0;44;0;9;0;0.9;100783
0;43;0;8.8;0;0.88;100892
0;45;0;9.21;0;0.92;101001
15;34;3.07;6.96;0.31;0.7;101110
25;27;5.11;5.52;0.51;0.55;101228
22;24;4.5;4.91;0.45;0.49;101337
23;24;4.71;4.91;0.47;0.49;101446
23;23;4.71;4.71;0.47;0.47;101555
22;24;4.5;4.91;0.45;0.49;101664
23;24;4.71;4.91;0.47;0.49;101773
23;24;4.71;4.91;0.47;0.49;101882
23;25;4.71;5.11;0.47;0.51;101991
23;24;4.71;4.91;0.47;0.49;102102
23;24;4.71;4.91;0.47;0.49;102214
22;23;4.5;4.71;0.45;0.47;102323
22;23;4.5;4.71;0.45;0.47;102432
22;23;4.5;4.71;0.45;0.47;102541
23;24;4.71;4.91;0.47;0.49;102650
23;24;4.71;4.91;0.47;0.49;102759
22;23;4.5;4.71;0.45;0.47;102868
23;24;4.71;4.91;0.47;0.49;102977
22;23;4.5;4.71;0.45;0.47;103086
22;24;4.5;4.91;0.45;0.49;103195
23;24;4.71;4.91;0.47;0.49;103306
23;24;4.71;4.91;0.47;0.49;103415
23;24;4.71;4.91;0.47;0.49;103524
25;25;5.11;5.11;0.51;0.51;103633
25;27;5.11;5.52;0.51;0.55;103744
24;24;4.91;4.91;0.49;0.49;103853
26;27;5.32;5.52;0.53;0.55;103962
28;26;5.73;5.32;0.57;0.53;104073
21;27;4.3;5.52;0.43;0.55;104182
18;37;3.68;7.57;0.37;0.76;104300
14;36;2.86;7.36;0.29;0.74;104409
12;43;2.45;8.8;0.25;0.88;104518
24;28;4.91;5.73;0.49;0.57;104627
27;26;5.52;5.32;0.55;0.53;104736
26;25;5.32;5.11;0.53;0.51;104845
26;26;5.32;5.32;0.53;0.53;104954
24;26;4.91;5.32;0.49;0.53;105063
21;26;4.3;5.32;0.43;0.53;105172
17;33;3.48;6.75;0.35;0.68;105281
15;39;3.07;7.98;0.31;0.8;105394
11;35;2.25;7.16;0.23;0.72;105503
12;34;2.45;6.96;0.25;0.7;105612
13;34;2.66;6.96;0.27;0.7;105721
13;34;2.66;6.96;0.27;0.7;105830
13;33;2.66;6.75;0.27;0.68;105939
14;33;2.86;6.75;0.29;0.68;106048
16;32;3.27;6.55;0.33;0.65;106157
22;25;4.5;5.11;0.45;0.51;106266
24;25;4.91;5.11;0.49;0.51;106384
22;23;4.5;4.71;0.45;0.47;106493
27;21;5.52;4.3;0.55;0.43;106602
36;12;7.36;2.45;0.74;0.25;106711
34;12;6.96;2.45;0.7;0.25;106820
33;13;6.75;2.66;0.68;0.27;106929
25;23;5.11;4.71;0.51;0.47;107040
20;25;4.09;5.11;0.41;0.51;107149
22;24;4.5;4.91;0.45;0.49;107258
23;23;4.71;4.71;0.47;0.47;107367
24;24;4.91;4.91;0.49;0.49;107480
34;16;6.96;3.27;0.7;0.33;107589
25;21;5.11;4.3;0.51;0.43;107698
32;17;6.55;3.48;0.65;0.35;107807
34;14;6.96;2.86;0.7;0.29;107916
35;14;7.16;2.86;0.72;0.29;108025
32;15;6.55;3.07;0.65;0.31;108134
30;17;6.14;3.48;0.61;0.35;108243
23;24;4.71;4.91;0.47;0.49;108352
23;25;4.71;5.11;0.47;0.51;108466
24;23;4.91;4.71;0.49;0.47;108575
29;28;5.93;5.73;0.59;0.57;108707
26;24;5.32;4.91;0.53;0.49;108821
25;23;5.11;4.71;0.51;0.47;108933
25;24;5.11;4.91;0.51;0.49;109045
24;24;4.91;4.91;0.49;0.49;109157
25;23;5.11;4.71;0.51;0.47;109269
26;24;5.32;4.91;0.53;0.49;109383
26;24;5.32;4.91;0.53;0.49;109498
25;24;5.11;4.91;0.51;0.49;109611
25;23;5.11;4.71;0.51;0.47;109723
24;22;4.91;4.5;0.49;0.45;109835
24;24;4.91;4.91;0.49;0.49;109947
25;23;5.11;4.71;0.51;0.47;110059
25;23;5.11;4.71;0.51;0.47;110171
24;23;4.91;4.71;0.49;0.47;110283
26;23;5.32;4.71;0.53;0.47;110397
26;24;5.32;4.91;0.53;0.49;110513
26;24;5.32;4.91;0.53;0.49;110626
25;23;5.11;4.71;0.51;0.47;110739
25;24;5.11;4.91;0.51;0.49;110852
25;23;5.11;4.71;0.51;0.47;110965
24;24;4.91;4.91;0.49;0.49;111078
24;23;4.91;4.71;0.49;0.47;111191
20;34;4.09;6.96;0.41;0.7;111304
2;50;0.41;10.23;0.04;1.02;111417
47;20;9.61;4.09;0.96;0.41;111540
47;1;9.61;0.2;0.96;0.02;111653
44;0;9;0;0.9;0;111766
46;0;9.41;0;0.94;0;111879
45;0;9.21;0;0.92;0;111992
45;0;9.21;0;0.92;0;112107
44;0;9;0;0.9;0;112220
45;0;9.21;0;0.92;0;112333
44;0;9;0;0.9;0;112446
47;0;9.61;0;0.96;0;112562
46;0;9.41;0;0.94;0;112676
42;3;8.59;0.61;0.86;0.06;112789
41;8;8.39;1.64;0.84;0.16;112902
44;0;9;0;0.9;0;113015
44;0;9;0;0.9;0;113128
54;0;11.05;0;1.1;0;113265
18;42;3.68;8.59;0.37;0.86;113378
42;20;8.59;4.09;0.86;0.41;113491
39;32;7.98;6.55;0.8;0.65;113610
55;6;11.25;1.23;1.13;0.12;113723
33;15;6.75;3.07;0.68;0.31;113836
23;25;4.71;5.11;0.47;0.51;113951
24;23;4.91;4.71;0.49;0.47;114064
24;23;4.91;4.71;0.49;0.47;114177
26;24;5.32;4.91;0.53;0.49;114290
23;22;4.71;4.5;0.47;0.45;114403
25;23;5.11;4.71;0.51;0.47;114516
28;26;5.73;5.32;0.57;0.53;114639
26;24;5.32;4.91;0.53;0.49;114752
26;24;5.32;4.91;0.53;0.49;114865
26;24;5.32;4.91;0.53;0.49;114978
26;24;5.32;4.91;0.53;0.49;115091
25;23;5.11;4.71;0.51;0.47;115204
25;24;5.11;4.91;0.51;0.49;115317
25;24;5.11;4.91;0.51;0.49;115430
25;24;5.11;4.91;0.51;0.49;115543
29;25;5.93;5.11;0.59;0.51;115668
27;22;5.52;4.5;0.55;0.45;115781
25;23;5.11;4.71;0.51;0.47;115894
25;24;5.11;4.91;0.51;0.49;116007
26;24;5.32;4.91;0.53;0.49;116120
25;23;5.11;4.71;0.51;0.47;116233
26;23;5.32;4.71;0.53;0.47;116346
25;23;5.11;4.71;0.51;0.47;116459
25;23;5.11;4.71;0.51;0.47;116572
29;23;5.93;4.71;0.59;0.47;116691
33;17;6.75;3.48;0.68;0.35;116804
26;23;5.32;4.71;0.53;0.47;116917
24;24;4.91;4.91;0.49;0.49;117030
26;25;5.32;5.11;0.53;0.51;117143
25;23;5.11;4.71;0.51;0.47;117256
25;24;5.11;4.91;0.51;0.49;117371
25;23;5.11;4.71;0.51;0.47;117484
25;23;5.11;4.71;0.51;0.47;117597
27;26;5.52;5.32;0.55;0.53;117720
25;22;5.11;4.5;0.51;0.45;117833
25;24;5.11;4.91;0.51;0.49;117948
25;23;5.11;4.71;0.51;0.47;118061
26;23;5.32;4.71;0.53;0.47;118175
25;23;5.11;4.71;0.51;0.47;118288
26;22;5.32;4.5;0.53;0.45;118401
25;23;5.11;4.71;0.51;0.47;118514
24;24;4.91;4.91;0.49;0.49;118627
26;24;5.32;4.91;0.53;0.49;118743
26;23;5.32;4.71;0.53;0.47;118856
24;23;4.91;4.71;0.49;0.47;118969
24;23;4.91;4.71;0.49;0.47;119084
24;22;4.91;4.5;0.49;0.45;119197
25;23;5.11;4.71;0.51;0.47;119310
25;24;5.11;4.91;0.51;0.49;119423
26;24;5.32;4.91;0.53;0.49;119536
26;24;5.32;4.91;0.53;0.49;119649
25;24;5.11;4.91;0.51;0.49;119765
25;23;5.11;4.71;0.51;0.47;119878
25;24;5.11;4.91;0.51;0.49;119991
24;23;4.91;4.71;0.49;0.47;120104
24;23;4.91;4.71;0.49;0.47;120217
25;24;5.11;4.91;0.51;0.49;120330
24;23;4.91;4.71;0.49;0.47;120443
25;23;5.11;4.71;0.51;0.47;120556
24;23;4.91;4.71;0.49;0.47;120669
26;24;5.32;4.91;0.53;0.49;120787
25;24;5.11;4.91;0.51;0.49;120900
25;24;5.11;4.91;0.51;0.49;121013
25;23;5.11;4.71;0.51;0.47;121126
24;23;4.91;4.71;0.49;0.47;121239
25;24;5.11;4.91;0.51;0.49;121352
24;23;4.91;4.71;0.49;0.47;121465
24;23;4.91;4.71;0.49;0.47;121578
24;22;4.91;4.5;0.49;0.45;121691
25;24;5.11;4.91;0.51;0.49;121807
24;23;4.91;4.71;0.49;0.47;121920
24;24;4.91;4.91;0.49;0.49;122033
25;24;5.11;4.91;0.51;0.49;122146
24;23;4.91;4.71;0.49;0.47;122259
25;23;5.11;4.71;0.51;0.47;122372
25;24;5.11;4.91;0.51;0.49;122487
25;23;5.11;4.71;0.51;0.47;122600
30;28;6.14;5.73;0.61;0.57;122738
25;24;5.11;4.91;0.51;0.49;122854
25;23;5.11;4.71;0.51;0.47;122967
25;23;5.11;4.71;0.51;0.47;123080
24;23;4.91;4.71;0.49;0.47;123193
25;24;5.11;4.91;0.51;0.49;123306
25;23;5.11;4.71;0.51;0.47;123419
24;22;4.91;4.5;0.49;0.45;123532
25;23;5.11;4.71;0.51;0.47;123645
25;24;5.11;4.91;0.51;0.49;123758
25;24;5.11;4.91;0.51;0.49;123874
25;24;5.11;4.91;0.51;0.49;123987
24;23;4.91;4.71;0.49;0.47;124100
25;24;5.11;4.91;0.51;0.49;124215
24;23;4.91;4.71;0.49;0.47;124328
24;23;4.91;4.71;0.49;0.47;124441
25;23;5.11;4.71;0.51;0.47;124554
25;23;5.11;4.71;0.51;0.47;124667
24;23;4.91;4.71;0.49;0.47;124780
25;24;5.11;4.91;0.51;0.49;124896
17;35;3.48;7.16;0.35;0.72;125009
19;29;3.89;5.93;0.39;0.59;125122
24;23;4.91;4.71;0.49;0.47;125235
18;31;3.68;6.34;0.37;0.63;125348
14;34;2.86;6.96;0.29;0.7;125461
14;33;2.86;6.75;0.29;0.68;125574
14;33;2.86;6.75;0.29;0.68;125687
14;34;2.86;6.96;0.29;0.7;125800
22;28;4.5;5.73;0.45;0.57;125918
24;24;4.91;4.91;0.49;0.49;126031
24;24;4.91;4.91;0.49;0.49;126144
23;24;4.71;4.91;0.47;0.49;126257
23;24;4.71;4.91;0.47;0.49;126370
22;22;4.5;4.5;0.45;0.45;126483
20;25;4.09;5.11;0.41;0.51;126596
14;34;2.86;6.96;0.29;0.7;126709
19;28;3.89;5.73;0.39;0.57;126821
25;25;5.11;5.11;0.51;0.51;126937
23;25;4.71;5.11;0.47;0.51;127051
24;24;4.91;4.91;0.49;0.49;127164
21;27;4.3;5.52;0.43;0.55;127277
16;31;3.27;6.34;0.33;0.63;127390
24;33;4.91;6.75;0.49;0.68;127528
24;25;4.91;5.11;0.49;0.51;127643
16;28;3.27;5.73;0.33;0.57;127756
14;34;2.86;6.96;0.29;0.7;127869
48;16;9.82;3.27;0.98;0.33;127992
40;9;8.18;1.84;0.82;0.18;128105
26;26;5.32;5.32;0.53;0.53;128218
27;22;5.52;4.5;0.55;0.45;128331
29;20;5.93;4.09;0.59;0.41;128444
27;23;5.52;4.71;0.55;0.47;128557
31;16;6.34;3.27;0.63;0.33;128670
25;23;5.11;4.71;0.51;0.47;128783
34;13;6.96;2.66;0.7;0.27;128896
27;24;5.52;4.91;0.55;0.49;129018
24;21;4.91;4.3;0.49;0.43;129131
32;16;6.55;3.27;0.65;0.33;129244
22;24;4.5;4.91;0.45;0.49;129359
23;23;4.71;4.71;0.47;0.47;129472
25;23;5.11;4.71;0.51;0.47;129585
25;24;5.11;4.91;0.51;0.49;129698
24;23;4.91;4.71;0.49;0.47;129811
25;23;5.11;4.71;0.51;0.47;129924
25;24;5.11;4.91;0.51;0.49;130040
23;24;4.71;4.91;0.47;0.49;130153
26;22;5.32;4.5;0.53;0.45;130266
32;16;6.55;3.27;0.65;0.33;130379
23;25;4.71;5.11;0.47;0.51;130492
23;24;4.71;4.91;0.47;0.49;130605
23;23;4.71;4.71;0.47;0.47;130718
23;22;4.71;4.5;0.47;0.45;130831
24;24;4.91;4.91;0.49;0.49;130944
24;24;4.91;4.91;0.49;0.49;131062
23;23;4.71;4.71;0.47;0.47;131175
24;23;4.91;4.71;0.49;0.47;131288
24;23;4.91;4.71;0.49;0.47;131401
23;24;4.71;4.91;0.47;0.49;131514
15;32;3.07;6.55;0.31;0.65;131627
10;34;2.05;6.96;0.2;0.7;131740
7;34;1.43;6.96;0.14;0.7;131853
9;33;1.84;6.75;0.18;0.68;131966
13;36;2.66;7.36;0.27;0.74;132087
14;39;2.86;7.98;0.29;0.8;132219
13;34;2.66;6.96;0.27;0.7;132332
17;30;3.48;6.14;0.35;0.61;132445
22;28;4.5;5.73;0.45;0.57;132558
23;24;4.71;4.91;0.47;0.49;132671
25;23;5.11;4.71;0.51;0.47;132786
24;22;4.91;4.5;0.49;0.45;132899
32;17;6.55;3.48;0.65;0.35;133012
32;18;6.55;3.68;0.65;0.37;133134
22;25;4.5;5.11;0.45;0.51;133247
23;23;4.71;4.71;0.47;0.47;133360
24;23;4.91;4.71;0.49;0.47;133473
23;23;4.71;4.71;0.47;0.47;133586
24;23;4.91;4.71;0.49;0.47;133699
24;23;4.91;4.71;0.49;0.47;133812
24;23;4.91;4.71;0.49;0.47;133925
24;23;4.91;4.71;0.49;0.47;134038
26;23;5.32;4.71;0.53;0.47;134157
24;23;4.91;4.71;0.49;0.47;134270
25;22;5.11;4.5;0.51;0.45;134383
