timestamp,anchor_id,range,sigma
9.34,3,14.5485,0.03
9.36,0,9.5664,0.03
9.36,1,2.673,0.03
9.36,2,11.2798,0.03
9.36,3,14.5503,0.03
9.38,0,9.532,0.03
9.38,1,2.6548,0.03
9.38,2,11.2666,0.03
9.38,3,14.5489,0.03
9.4,0,9.5956,0.03
9.4,1,2.6226,0.03
9.4,2,11.2808,0.03
9.4,3,14.5347,0.03
9.42,0,9.5889,0.03
9.42,1,2.6459,0.03
9.42,2,11.2505,0.03
9.42,3,14.5542,0.03
9.44,0,9.6234,0.03
9.44,1,2.6276,0.03
9.44,2,11.2562,0.03
9.44,3,14.5726,0.03
9.46,0,9.6124,0.03
9.46,1,2.601,0.03
9.46,2,11.2804,0.03
9.46,3,14.5886,0.03
9.48,0,9.6745,0.03
9.48,1,2.6182,0.03
9.48,2,11.2053,0.03
9.48,3,14.5777,0.03
9.5,0,9.7189,0.03
9.5,1,2.591,0.03
9.5,2,11.2541,0.03
9.5,3,14.6305,0.03
9.52,0,9.7171,0.03
9.52,1,2.5477,0.03
9.52,2,11.2577,0.03
9.52,3,14.6555,0.03
9.54,0,9.75,0.03
9.54,1,2.5289,0.03
9.54,2,11.2798,0.03
9.54,3,14.6591,0.03
9.56,0,9.7041,0.03
9.56,1,2.4896,0.03
9.56,2,11.2129,0.03
9.56,3,14.6557,0.03
9.58,0,9.7921,0.03
9.58,1,2.4988,0.03
9.58,2,11.2317,0.03
9.58,3,14.6625,0.03
9.6,0,9.7909,0.03
9.6,1,2.4856,0.03
9.6,2,11.2104,0.03
9.6,3,14.6785,0.03
9.62,0,9.77,0.03
9.62,1,2.4601,0.03
9.62,2,11.2108,0.03
9.62,3,14.7018,0.03
9.64,0,9.8112,0.03
9.64,1,2.4892,0.03
9.64,2,11.239,0.03
9.64,3,14.6639,0.03
9.66,0,9.829,0.03
9.66,1,2.4121,0.03
9.66,2,11.2112,0.03
9.66,3,14.7311,0.03
9.68,0,9.8568,0.03
9.68,1,2.4422,0.03
9.68,2,11.2506,0.03
9.68,3,14.7277,0.03
9.7,0,9.8692,0.03
9.7,1,2.3679,0.03
9.7,2,11.1852,0.03
9.7,3,14.7232,0.03
9.72,0,9.8763,0.03
9.72,1,2.3716,0.03
9.72,2,11.1857,0.03
9.72,3,14.7592,0.03
9.74,0,9.8945,0.03
9.74,1,2.3715,0.03
9.74,2,11.1983,0.03
9.74,3,14.7901,0.03
9.76,0,9.9237,0.03
9.76,1,2.354,0.03
9.76,2,11.1795,0.03
9.76,3,14.7736,0.03
9.78,0,9.9579,0.03
9.78,1,2.3174,0.03
9.78,2,11.1609,0.03
9.78,3,14.7908,0.03
9.8,0,9.937,0.03
9.8,1,2.3323,0.03
9.8,2,11.1797,0.03
9.8,3,14.8162,0.03
9.82,0,10.0449,0.03
9.82,1,2.2852,0.03
9.82,2,11.1999,0.03
9.82,3,14.8274,0.03
9.84,0,9.9911,0.03
9.84,1,2.2971,0.03
9.84,2,11.1753,0.03
9.84,3,14.8524,0.03
9.86,0,10.0311,0.03
9.86,1,2.2297,0.03
9.86,2,11.1841,0.03
9.86,3,14.8328,0.03
9.88,0,10.0176,0.03
9.88,1,2.246,0.03
9.88,2,11.1515,0.03
9.88,3,14.879,0.03
9.9,0,10.0608,0.03
9.9,1,2.2535,0.03
9.9,2,11.1745,0.03
9.9,3,14.8871,0.03
9.92,0,10.0558,0.03
9.92,1,2.2329,0.03
9.92,2,11.1729,0.03
9.92,3,14.9164,0.03
9.94,0,10.0808,0.03
9.94,1,2.1995,0.03
9.94,2,11.1687,0.03
9.94,3,14.8857,0.03
9.96,0,10.0807,0.03
9.96,1,2.1618,0.03
9.96,2,11.1631,0.03
9.96,3,14.8919,0.03
9.98,0,10.112,0.03
9.98,1,2.1636,0.03
9.98,2,11.1854,0.03
9.98,3,14.9209,0.03
10.0,0,10.1471,0.03
10.0,1,2.1714,0.03
10.0,2,11.1833,0.03
10.0,3,14.9331,0.03
10.02,0,10.1528,0.03
10.02,1,2.1353,0.03
10.02,2,11.192,0.03
10.02,3,14.9602,0.03
10.04,0,10.1859,0.03
10.04,1,2.116,0.03
10.04,2,11.1836,0.03
10.04,3,14.9106,0.03
10.06,0,10.1713,0.03
10.06,1,2.1203,0.03
10.06,2,11.135,0.03
10.06,3,14.9895,0.03
10.08,0,10.197,0.03
10.08,1,2.1068,0.03
10.08,2,11.2086,0.03
10.08,3,14.9986,0.03
10.1,0,10.2573,0.03
10.1,1,2.0694,0.03
10.1,2,11.121,0.03
10.1,3,14.9673,0.03
10.12,0,10.2305,0.03
10.12,1,2.0667,0.03
10.12,2,11.1623,0.03
10.12,3,14.9946,0.03
10.14,0,10.2553,0.03
10.14,1,2.0196,0.03
10.14,2,11.1515,0.03
10.14,3,15.0037,0.03
10.16,0,10.298,0.03
10.16,1,2.0522,0.03
10.16,2,11.1493,0.03
10.16,3,15.0415,0.03
10.18,0,10.3152,0.03
10.18,1,2.0145,0.03
10.18,2,11.1369,0.03
10.18,3,15.0561,0.03
10.2,0,10.3255,0.03
10.2,1,1.9884,0.03
10.2,2,11.0962,0.03
10.2,3,15.088,0.03
10.22,0,10.339,0.03
10.22,1,2.0256,0.03
10.22,2,11.1333,0.03
10.22,3,15.0965,0.03
10.24,0,10.3394,0.03
10.24,1,1.9564,0.03
10.24,2,11.1153,0.03
10.24,3,15.0999,0.03
10.26,0,10.3754,0.03
10.26,1,1.9416,0.03
10.26,2,11.138,0.03
10.26,3,15.0995,0.03
10.28,0,10.3805,0.03
10.28,1,1.9296,0.03
10.28,2,11.1409,0.03
10.28,3,15.0765,0.03
10.3,0,10.4002,0.03
10.3,1,1.8936,0.03
10.3,2,11.1048,0.03
10.3,3,15.1265,0.03
10.32,0,10.4286,0.03
10.32,1,1.8932,0.03
10.32,2,11.116,0.03
10.32,3,15.12,0.03
10.34,0,10.4706,0.03
10.34,1,1.8597,0.03
10.34,2,11.1237,0.03
10.34,3,15.1617,0.03
10.36,0,10.4417,0.03
10.36,1,1.8863,0.03
10.36,2,11.1341,0.03
10.36,3,15.1486,0.03
10.38,0,10.5328,0.03
10.38,1,1.8323,0.03
10.38,2,11.1155,0.03
10.38,3,15.1605,0.03
10.4,0,10.519,0.03
10.4,1,1.8329,0.03
10.4,2,11.1128,0.03
10.4,3,15.1626,0.03
10.42,0,10.5016,0.03
10.42,1,1.862,0.03
10.42,2,11.0987,0.03
10.42,3,15.185,0.03
10.44,0,10.5244,0.03
10.44,1,1.8144,0.03
10.44,2,11.1564,0.03
10.44,3,15.2018,0.03
10.46,0,10.5733,0.03
10.46,1,1.7841,0.03
10.46,2,11.0907,0.03
10.46,3,15.1836,0.03
10.48,0,10.5658,0.03
10.48,1,1.7812,0.03
10.48,2,11.0828,0.03
10.48,3,15.2182,0.03
10.5,0,10.5792,0.03
10.5,1,1.7534,0.03
10.5,2,11.0587,0.03
10.5,3,15.2393,0.03
10.52,0,10.6292,0.03
10.52,1,1.77,0.03
10.52,2,11.0577,0.03
10.52,3,15.2478,0.03
10.54,0,10.6299,0.03
10.54,1,1.6972,0.03
10.54,2,11.0748,0.03
10.54,3,15.2879,0.03
10.56,0,10.6283,0.03
10.56,1,1.7011,0.03
10.56,2,11.1273,0.03
10.56,3,15.2429,0.03
10.58,0,10.6594,0.03
10.58,1,1.7129,0.03
10.58,2,11.0682,0.03
10.58,3,15.2766,0.03
10.6,0,10.6672,0.03
10.6,1,1.7203,0.03
10.6,2,11.0719,0.03
10.6,3,15.3164,0.03
10.62,0,10.706,0.03
10.62,1,1.6877,0.03
10.62,2,11.0772,0.03
10.62,3,15.3212,0.03
10.64,0,10.7014,0.03
10.64,1,1.6426,0.03
10.64,2,11.043,0.03
10.64,3,15.3283,0.03
10.66,0,10.7119,0.03
10.66,1,1.6443,0.03
10.66,2,11.1013,0.03
10.66,3,15.3915,0.03
10.68,0,10.7724,0.03
10.68,1,1.6059,0.03
10.68,2,11.0525,0.03
10.68,3,15.3572,0.03
10.7,0,10.7858,0.03
10.7,1,1.6169,0.03
10.7,2,11.0745,0.03
10.7,3,15.3887,0.03
10.72,0,10.8311,0.03
10.72,1,1.5904,0.03
10.72,2,11.0656,0.03
10.72,3,15.3817,0.03
10.74,0,10.7947,0.03
10.74,1,1.5808,0.03
10.74,2,11.0456,0.03
10.74,3,15.3904,0.03
10.76,0,10.7967,0.03
10.76,1,1.5832,0.03
10.76,2,11.0992,0.03
10.76,3,15.4137,0.03
10.78,0,10.8808,0.03
10.78,1,1.5528,0.03
10.78,2,11.1002,0.03
10.78,3,15.415,0.03
10.8,0,10.8228,0.03
10.8,1,1.5525,0.03
10.8,2,11.0454,0.03
10.8,3,15.4316,0.03
10.82,0,10.8967,0.03
10.82,1,1.5318,0.03
10.82,2,11.0535,0.03
10.82,3,15.4566,0.03
10.84,0,10.8893,0.03
10.84,1,1.5419,0.03
10.84,2,11.0557,0.03
10.84,3,15.4636,0.03
10.86,0,10.9754,0.03
10.86,1,1.474,0.03
10.86,2,11.083,0.03
10.86,3,15.4662,0.03
10.88,0,10.9546,0.03
10.88,1,1.4774,0.03
10.88,2,11.0691,0.03
10.88,3,15.4835,0.03
10.9,0,10.9534,0.03
10.9,1,1.5016,0.03
10.9,2,11.0694,0.03
10.9,3,15.5075,0.03
10.92,0,10.9857,0.03
10.92,1,1.4894,0.03
10.92,2,11.0385,0.03
10.92,3,15.5114,0.03
10.94,0,10.9733,0.03
10.94,1,1.4304,0.03
10.94,2,11.0428,0.03
10.94,3,15.5148,0.03
10.96,0,10.9935,0.03
10.96,1,1.405,0.03
10.96,2,11.0751,0.03
10.96,3,15.5181,0.03
10.98,0,11.0411,0.03
10.98,1,1.4005,0.03
10.98,2,11.0207,0.03
10.98,3,15.5377,0.03
11.0,0,11.0368,0.03
11.0,1,1.4527,0.03
11.0,2,11.0328,0.03
11.0,3,15.558,0.03
11.02,0,11.0417,0.03
11.02,1,1.4006,0.03
11.02,2,11.0298,0.03
11.02,3,15.5365,0.03
11.04,0,11.0613,0.03
11.04,1,1.463,0.03
11.04,2,11.0079,0.03
11.04,3,15.5045,0.03
11.06,0,11.0667,0.03
11.06,1,1.4536,0.03
11.06,2,10.9889,0.03
11.06,3,15.5393,0.03
11.08,0,11.0137,0.03
11.08,1,1.4432,0.03
11.08,2,10.9684,0.03
11.08,3,15.4756,0.03
11.1,0,11.0521,0.03
11.1,1,1.4672,0.03
11.1,2,10.9633,0.03
11.1,3,15.4835,0.03
11.12,0,11.0571,0.03
11.12,1,1.4828,0.03
11.12,2,10.9531,0.03
11.12,3,15.4405,0.03
11.14,0,11.0583,0.03
11.14,1,1.502,0.03
11.14,2,10.923,0.03
11.14,3,15.4371,0.03
11.16,0,11.0439,0.03
11.16,1,1.5368,0.03
11.16,2,10.9014,0.03
11.16,3,15.4737,0.03
11.18,0,11.0489,0.03
11.18,1,1.5477,0.03
11.18,2,10.8582,0.03
11.18,3,15.4603,0.03
11.2,0,11.0586,0.03
11.2,1,1.5099,0.03
11.2,2,10.8863,0.03
11.2,3,15.3884,0.03
11.22,0,11.0414,0.03
11.22,1,1.5835,0.03
11.22,2,10.8426,0.03
11.22,3,15.4202,0.03
11.24,0,11.0579,0.03
11.24,1,1.5921,0.03
11.24,2,10.8442,0.03
11.24,3,15.3995,0.03
11.26,0,11.0638,0.03
11.26,1,1.5905,0.03
11.26,2,10.8308,0.03
11.26,3,15.3466,0.03
11.28,0,11.0559,0.03
11.28,1,1.6002,0.03
11.28,2,10.7587,0.03
11.28,3,15.3507,0.03
11.3,0,11.0635,0.03
11.3,1,1.5654,0.03
11.3,2,10.7673,0.03
11.3,3,15.3632,0.03
11.32,0,11.0996,0.03
11.32,1,1.6456,0.03
11.32,2,10.7644,0.03
11.32,3,15.3666,0.03
11.34,0,11.0822,0.03
11.34,1,1.6324,0.03
11.34,2,10.7416,0.03
11.34,3,15.3638,0.03
11.36,0,11.117,0.03
11.36,1,1.6547,0.03
11.36,2,10.7183,0.03
11.36,3,15.3483,0.03
11.38,0,11.0518,0.03
11.38,1,1.7248,0.03
11.38,2,10.7207,0.03
11.38,3,15.3115,0.03
11.4,0,11.0949,0.03
11.4,1,1.6832,0.03
11.4,2,10.7106,0.03
11.4,3,15.2881,0.03
11.42,0,11.0881,0.03
11.42,1,1.7358,0.03
11.42,2,10.7,0.03
11.42,3,15.2907,0.03
11.44,0,11.0894,0.03
11.44,1,1.7305,0.03
11.44,2,10.6389,0.03
11.44,3,15.2786,0.03
11.46,0,11.0397,0.03
11.46,1,1.7457,0.03
11.46,2,10.6124,0.03
11.46,3,15.2526,0.03
11.48,0,11.0851,0.03
11.48,1,1.7344,0.03
11.48,2,10.6161,0.03
11.48,3,15.2623,0.03
11.5,0,11.1142,0.03
11.5,1,1.7868,0.03
11.5,2,10.6259,0.03
11.5,3,15.2031,0.03
11.52,0,11.0942,0.03
11.52,1,1.8165,0.03
11.52,2,10.6213,0.03
11.52,3,15.2292,0.03
11.54,0,11.1097,0.03
11.54,1,1.7823,0.03
11.54,2,10.5587,0.03
11.54,3,15.2321,0.03
11.56,0,11.1153,0.03
11.56,1,1.8161,0.03
11.56,2,10.559,0.03
11.56,3,15.1759,0.03
11.58,0,11.1484,0.03
11.58,1,1.8543,0.03
11.58,2,10.4925,0.03
11.58,3,15.2085,0.03
11.6,0,11.1368,0.03
11.6,1,1.8889,0.03
11.6,2,10.4922,0.03
11.6,3,15.2074,0.03
11.62,0,11.0919,0.03
11.62,1,1.8546,0.03
11.62,2,10.4646,0.03
11.62,3,15.1494,0.03
11.64,0,11.1131,0.03
11.64,1,1.8691,0.03
11.64,2,10.4799,0.03
11.64,3,15.1462,0.03
11.66,0,11.1154,0.03
11.66,1,1.8557,0.03
11.66,2,10.4352,0.03
11.66,3,15.1671,0.03
11.68,0,11.1307,0.03
11.68,1,1.9126,0.03
11.68,2,10.3956,0.03
11.68,3,15.1008,0.03
11.7,0,11.1437,0.03
11.7,1,1.9348,0.03
11.7,2,10.4256,0.03
11.7,3,15.1254,0.03
11.72,0,11.1355,0.03
11.72,1,1.9153,0.03
11.72,2,10.3875,0.03
11.72,3,15.1027,0.03
11.74,0,11.1161,0.03
11.74,1,1.9683,0.03
11.74,2,10.3935,0.03
11.74,3,15.0907,0.03
11.76,0,11.0849,0.03
11.76,1,1.9539,0.03
11.76,2,10.3676,0.03
11.76,3,15.0844,0.03
11.78,0,11.1098,0.03
11.78,1,1.9673,0.03
11.78,2,10.3229,0.03
11.78,3,15.0801,0.03
11.8,0,11.1474,0.03
11.8,1,1.9961,0.03
11.8,2,10.2952,0.03
11.8,3,15.043,0.03
11.82,0,11.1235,0.03
11.82,1,2.0097,0.03
11.82,2,10.2542,0.03
11.82,3,15.0431,0.03
11.84,0,11.1379,0.03
11.84,1,2.0163,0.03
11.84,2,10.2915,0.03
11.84,3,15.0202,0.03
11.86,0,11.139,0.03
11.86,1,2.0197,0.03
11.86,2,10.2641,0.03
11.86,3,15.046,0.03
11.88,0,11.144,0.03
11.88,1,2.0423,0.03
11.88,2,10.2504,0.03
11.88,3,14.9858,0.03
11.9,0,11.1635,0.03
11.9,1,2.1021,0.03
11.9,2,10.2096,0.03
11.9,3,15.0065,0.03
11.92,0,11.1554,0.03
11.92,1,2.0668,0.03
11.92,2,10.218,0.03
11.92,3,14.9798,0.03
11.94,0,11.1584,0.03
11.94,1,2.1132,0.03
11.94,2,10.2107,0.03
11.94,3,14.974,0.03
11.96,0,11.1225,0.03
11.96,1,2.1383,0.03
11.96,2,10.1601,0.03
11.96,3,14.969,0.03
11.98,0,11.1622,0.03
11.98,1,2.1553,0.03
11.98,2,10.1584,0.03
11.98,3,14.9865,0.03
12.0,0,11.1737,0.03
12.0,1,2.169,0.03
12.0,2,10.1614,0.03
12.0,3,14.9408,0.03
12.02,0,11.1811,0.03
12.02,1,2.1675,0.03
12.02,2,10.1338,0.03
12.02,3,14.909,0.03
12.04,0,11.1651,0.03
12.04,1,2.1804,0.03
12.04,2,10.0669,0.03
12.04,3,14.8922,0.03
12.06,0,11.1637,0.03
12.06,1,2.2048,0.03
12.06,2,10.0845,0.03
12.06,3,14.896,0.03
12.08,0,11.1898,0.03
12.08,1,2.2312,0.03
12.08,2,10.0797,0.03
12.08,3,14.9286,0.03
12.1,0,11.1574,0.03
12.1,1,2.2465,0.03
12.1,2,10.0456,0.03
12.1,3,14.8647,0.03
12.12,0,11.1877,0.03
12.12,1,2.2591,0.03
12.12,2,10.0612,0.03
12.12,3,14.8712,0.03
12.14,0,11.1788,0.03
12.14,1,2.2473,0.03
12.14,2,10.0073,0.03
12.14,3,14.8372,0.03
12.16,0,11.1736,0.03
12.16,1,2.2657,0.03
12.16,2,9.9579,0.03
12.16,3,14.8228,0.03
12.18,0,11.1752,0.03
12.18,1,2.3249,0.03
12.18,2,9.9601,0.03
12.18,3,14.8528,0.03
12.2,0,11.1819,0.03
12.2,1,2.3203,0.03
12.2,2,9.9588,0.03
12.2,3,14.8392,0.03
12.22,0,11.1851,0.03
12.22,1,2.3584,0.03
12.22,2,9.9626,0.03
12.22,3,14.8096,0.03
12.24,0,11.1982,0.03
12.24,1,2.3448,0.03
12.24,2,9.9136,0.03
12.24,3,14.8253,0.03
12.26,0,11.2363,0.03
12.26,1,2.3419,0.03
12.26,2,9.9102,0.03
12.26,3,14.769,0.03
12.28,0,11.2014,0.03
12.28,1,2.3729,0.03
12.28,2,9.8972,0.03
12.28,3,14.7447,0.03
12.3,0,11.2243,0.03
12.3,1,2.3943,0.03
12.3,2,9.8686,0.03
12.3,3,14.7475,0.03
12.32,0,11.2276,0.03
12.32,1,2.4435,0.03
12.32,2,9.8726,0.03
12.32,3,14.7515,0.03
12.34,0,11.2252,0.03
12.34,1,2.4605,0.03
12.34,2,9.8333,0.03
12.34,3,14.6974,0.03
12.36,0,11.2343,0.03
12.36,1,2.4092,0.03
12.36,2,9.7941,0.03
12.36,3,14.7388,0.03
12.38,0,11.2504,0.03
12.38,1,2.4621,0.03
12.38,2,9.7924,0.03
12.38,3,14.7146,0.03
12.4,0,11.245,0.03
12.4,1,2.4426,0.03
12.4,2,9.7693,0.03
12.4,3,14.7025,0.03
12.42,0,11.2168,0.03
12.42,1,2.5077,0.03
12.42,2,9.7357,0.03
12.42,3,14.7182,0.03
12.44,0,11.2679,0.03
12.44,1,2.5391,0.03
12.44,2,9.7488,0.03
12.44,3,14.6435,0.03
12.46,0,11.2273,0.03
12.46,1,2.5419,0.03
12.46,2,9.7207,0.03
12.46,3,14.6373,0.03
12.48,0,11.2583,0.03
12.48,1,2.5315,0.03
12.48,2,9.6708,0.03
12.48,3,14.6553,0.03
12.5,0,11.2525,0.03
12.5,1,2.5711,0.03
12.5,2,9.6811,0.03
12.5,3,14.6111,0.03
12.52,0,11.2507,0.03
12.52,1,2.5824,0.03
12.52,2,9.7244,0.03
12.52,3,14.6186,0.03
12.54,0,11.2478,0.03
12.54,1,2.6037,0.03
12.54,2,9.6417,0.03
12.54,3,14.6153,0.03
12.56,0,11.2294,0.03
12.56,1,2.6161,0.03
12.56,2,9.6257,0.03
12.56,3,14.6009,0.03
12.58,0,11.2778,0.03
12.58,1,2.5987,0.03
12.58,2,9.6283,0.03
12.58,3,14.5626,0.03
12.6,0,11.2593,0.03
12.6,1,2.6503,0.03
12.6,2,9.6213,0.03
12.6,3,14.5297,0.03
12.62,0,11.2717,0.03
12.62,1,2.6689,0.03
12.62,2,9.5905,0.03
12.62,3,14.5531,0.03
12.64,0,11.2805,0.03
12.64,1,2.6944,0.03
12.64,2,9.5638,0.03
12.64,3,14.5575,0.03
12.66,0,11.2787,0.03
12.66,1,2.7422,0.03
12.66,2,9.5447,0.03
12.66,3,14.5104,0.03
12.68,0,11.2858,0.03
12.68,1,2.6964,0.03
12.68,2,9.5461,0.03
12.68,3,14.53,0.03
12.7,0,11.3092,0.03
12.7,1,2.6825,0.03
12.7,2,9.5048,0.03
12.7,3,14.5299,0.03
12.72,0,11.3194,0.03
12.72,1,2.7896,0.03
12.72,2,9.4856,0.03
12.72,3,14.4961,0.03
12.74,0,11.3117,0.03
12.74,1,2.7975,0.03
12.74,2,9.4572,0.03
12.74,3,14.4586,0.03
12.76,0,11.3145,0.03
12.76,1,2.7642,0.03
12.76,2,9.4657,0.03
12.76,3,14.469,0.03
12.78,0,11.3081,0.03
12.78,1,2.7924,0.03
12.78,2,9.43,0.03
12.78,3,14.4538,0.03
12.8,0,11.284,0.03
12.8,1,2.8416,0.03
12.8,2,9.4397,0.03
12.8,3,14.4436,0.03
12.82,0,11.3192,0.03
12.82,1,2.8522,0.03
12.82,2,9.4173,0.03
12.82,3,14.4362,0.03
12.84,0,11.2811,0.03
12.84,1,2.891,0.03
12.84,2,9.3588,0.03
12.84,3,14.4005,0.03
12.86,0,11.3337,0.03
12.86,1,2.883,0.03
12.86,2,9.3745,0.03
12.86,3,14.4439,0.03
12.88,0,11.2974,0.03
12.88,1,2.8845,0.03
12.88,2,9.3728,0.03
12.88,3,14.3856,0.03
12.9,0,11.3523,0.03
12.9,1,2.8514,0.03
12.9,2,9.3413,0.03
12.9,3,14.3838,0.03
12.92,0,11.334,0.03
12.92,1,2.8883,0.03
12.92,2,9.3063,0.03
12.92,3,14.3796,0.03
12.94,0,11.3756,0.03
12.94,1,2.8959,0.03
12.94,2,9.3091,0.03
12.94,3,14.3536,0.03
12.96,0,11.3515,0.03
12.96,1,2.9726,0.03
12.96,2,9.3037,0.03
12.96,3,14.3465,0.03
12.98,0,11.3816,0.03
12.98,1,2.9772,0.03
12.98,2,9.2336,0.03
12.98,3,14.3887,0.03
13.0,0,11.3521,0.03
13.0,1,2.9763,0.03
13.0,2,9.2314,0.03
13.0,3,14.327,0.03
13.02,0,11.3449,0.03
13.02,1,3.0232,0.03
13.02,2,9.1987,0.03
13.02,3,14.3039,0.03
13.04,0,11.3591,0.03
13.04,1,3.0122,0.03
13.04,2,9.2057,0.03
13.04,3,14.3283,0.03
13.06,0,11.3726,0.03
13.06,1,3.0061,0.03
13.06,2,9.1687,0.03
13.06,3,14.2841,0.03
13.08,0,11.3736,0.03
13.08,1,3.0815,0.03
13.08,2,9.1758,0.03
13.08,3,14.2488,0.03
13.1,0,11.3887,0.03
13.1,1,3.0732,0.03
13.1,2,9.1586,0.03
13.1,3,14.2647,0.03
13.12,0,11.3802,0.03
13.12,1,3.072,0.03
13.12,2,9.0884,0.03
13.12,3,14.274,0.03
13.14,0,11.3967,0.03
13.14,1,3.1062,0.03
13.14,2,9.0965,0.03
13.14,3,14.2551,0.03
13.16,0,11.3644,0.03
13.16,1,3.1183,0.03
13.16,2,9.0808,0.03
13.16,3,14.2438,0.03
13.18,0,11.395,0.03
13.18,1,3.1121,0.03
13.18,2,9.0399,0.03
13.18,3,14.2291,0.03
13.2,0,11.3926,0.03
13.2,1,3.1546,0.03
13.2,2,9.0415,0.03
13.2,3,14.2062,0.03
13.22,0,11.3981,0.03
13.22,1,3.2041,0.03
13.22,2,9.0683,0.03
13.22,3,14.2282,0.03
13.24,0,11.4467,0.03
13.24,1,3.2013,0.03
13.24,2,9.0366,0.03
13.24,3,14.1726,0.03
13.26,0,11.4188,0.03
13.26,1,3.2148,0.03
13.26,2,9.0206,0.03
13.26,3,14.216,0.03
13.28,0,11.4643,0.03
13.28,1,3.2583,0.03
13.28,2,8.9812,0.03
13.28,3,14.2095,0.03
13.3,0,11.4615,0.03
13.3,1,3.2583,0.03
13.3,2,8.9564,0.03
13.3,3,14.1343,0.03
13.32,0,11.439,0.03
13.32,1,3.2381,0.03
13.32,2,8.9067,0.03
13.32,3,14.1445,0.03
13.34,0,11.4228,0.03
13.34,1,3.2857,0.03
13.34,2,8.9197,0.03
13.34,3,14.1786,0.03
13.36,0,11.435,0.03
13.36,1,3.3016,0.03
13.36,2,8.9241,0.03
13.36,3,14.125,0.03
13.38,0,11.4678,0.03
13.38,1,3.3103,0.03
13.38,2,8.8642,0.03
13.38,3,14.1096,0.03
13.4,0,11.4422,0.03
13.4,1,3.3689,0.03
13.4,2,8.8308,0.03
13.4,3,14.0598,0.03
13.42,0,11.4598,0.03
13.42,1,3.3638,0.03
13.42,2,8.8154,0.03
13.42,3,14.083,0.03
13.44,0,11.4737,0.03
13.44,1,3.3662,0.03
13.44,2,8.8036,0.03
13.44,3,14.0704,0.03
13.46,0,11.4917,0.03
13.46,1,3.3996,0.03
13.46,2,8.8174,0.03
13.46,3,14.0628,0.03
13.48,0,11.4771,0.03
13.48,1,3.4094,0.03
13.48,2,8.7734,0.03
13.48,3,14.1112,0.03
13.5,0,11.4705,0.03
13.5,1,3.4014,0.03
13.5,2,8.8164,0.03
13.5,3,14.0765,0.03
13.52,0,11.5296,0.03
13.52,1,3.4263,0.03
13.52,2,8.7719,0.03
13.52,3,14.034,0.03
13.54,0,11.4704,0.03
13.54,1,3.474,0.03
13.54,2,8.7425,0.03
13.54,3,14.0001,0.03
13.56,0,11.4939,0.03
13.56,1,3.4388,0.03
13.56,2,8.728,0.03
13.56,3,14.0103,0.03
13.58,0,11.4692,0.03
13.58,1,3.4839,0.03
13.58,2,8.7104,0.03
13.58,3,14.0051,0.03
13.6,0,11.4952,0.03
13.6,1,3.5519,0.03
13.6,2,8.6998,0.03
13.6,3,13.9835,0.03
13.62,0,11.5068,0.03
13.62,1,3.5315,0.03
13.62,2,8.6412,0.03
13.62,3,13.9867,0.03
13.64,0,11.4828,0.03
13.64,1,3.5622,0.03
13.64,2,8.6471,0.03
13.64,3,13.9706,0.03
13.66,0,11.5174,0.03
13.66,1,3.596,0.03
13.66,2,8.6346,0.03
13.66,3,13.9512,0.03
13.68,0,11.5229,0.03
13.68,1,3.5296,0.03
13.68,2,8.6271,0.03
13.68,3,13.9444,0.03
13.7,0,11.5317,0.03
13.7,1,3.5919,0.03
13.7,2,8.6076,0.03
13.7,3,13.9167,0.03
13.72,0,11.5328,0.03
13.72,1,3.6158,0.03
13.72,2,8.593,0.03
13.72,3,13.9279,0.03
13.74,0,11.5501,0.03
13.74,1,3.6387,0.03
13.74,2,8.5696,0.03
13.74,3,13.914,0.03
13.76,0,11.5488,0.03
13.76,1,3.6564,0.03
13.76,2,8.5022,0.03
13.76,3,13.9088,0.03
13.78,0,11.5678,0.03
13.78,1,3.6353,0.03
13.78,2,8.5333,0.03
13.78,3,13.8938,0.03
13.8,0,11.5861,0.03
13.8,1,3.6875,0.03
13.8,2,8.499,0.03
13.8,3,13.8595,0.03
13.82,0,11.5571,0.03
13.82,1,3.7268,0.03
13.82,2,8.4924,0.03
13.82,3,13.8548,0.03
13.84,0,11.5636,0.03
13.84,1,3.7193,0.03
13.84,2,8.513,0.03
13.84,3,13.8244,0.03
13.86,0,11.5877,0.03
13.86,1,3.7421,0.03
13.86,2,8.4873,0.03
13.86,3,13.8415,0.03
13.88,0,11.5615,0.03
13.88,1,3.7378,0.03
13.88,2,8.4526,0.03
13.88,3,13.8075,0.03
13.9,0,11.575,0.03
13.9,1,3.794,0.03
13.9,2,8.4375,0.03
13.9,3,13.7888,0.03
13.92,0,11.6057,0.03
13.92,1,3.7812,0.03
13.92,2,8.4173,0.03
13.92,3,13.8238,0.03
13.94,0,11.6285,0.03
13.94,1,3.8354,0.03
13.94,2,8.3884,0.03
13.94,3,13.7811,0.03
13.96,0,11.6256,0.03
13.96,1,3.8242,0.03
13.96,2,8.3833,0.03
13.96,3,13.7867,0.03
13.98,0,11.577,0.03
13.98,1,3.7938,0.03
13.98,2,8.3617,0.03
13.98,3,13.7813,0.03
14.0,0,11.5954,0.03
14.0,1,3.8504,0.03
14.0,2,8.3436,0.03
14.0,3,13.7406,0.03
14.02,0,11.6029,0.03
14.02,1,3.9091,0.03
14.02,2,8.3308,0.03
14.02,3,13.7436,0.03
