timestamp,anchor_id,range,sigma
4.66,1,6.832,0.03
4.66,2,12.9243,0.03
4.66,3,12.2012,0.03
4.68,0,5.292,0.03
4.68,1,6.8396,0.03
4.68,2,12.9148,0.03
4.68,3,12.214,0.03
4.7,0,5.3579,0.03
4.7,1,6.7732,0.03
4.7,2,12.8471,0.03
4.7,3,12.2026,0.03
4.72,0,5.3836,0.03
4.72,1,6.7945,0.03
4.72,2,12.884,0.03
4.72,3,12.1705,0.03
4.74,0,5.4051,0.03
4.74,1,6.7494,0.03
4.74,2,12.8972,0.03
4.74,3,12.2376,0.03
4.76,0,5.3721,0.03
4.76,1,6.759,0.03
4.76,2,12.8436,0.03
4.76,3,12.2506,0.03
4.78,0,5.4181,0.03
4.78,1,6.7345,0.03
4.78,2,12.8696,0.03
4.78,3,12.2439,0.03
4.8,0,5.435,0.03
4.8,1,6.7169,0.03
4.8,2,12.85,0.03
4.8,3,12.2564,0.03
4.82,0,5.4686,0.03
4.82,1,6.6885,0.03
4.82,2,12.8065,0.03
4.82,3,12.239,0.03
4.84,0,5.5271,0.03
4.84,1,6.6998,0.03
4.84,2,12.8485,0.03
4.84,3,12.2579,0.03
4.86,0,5.5279,0.03
4.86,1,6.6498,0.03
4.86,2,12.8282,0.03
4.86,3,12.2522,0.03
4.88,0,5.5061,0.03
4.88,1,6.6134,0.03
4.88,2,12.7949,0.03
4.88,3,12.2728,0.03
4.9,0,5.5281,0.03
4.9,1,6.6233,0.03
4.9,2,12.7912,0.03
4.9,3,12.2698,0.03
4.92,0,5.5863,0.03
4.92,1,6.5639,0.03
4.92,2,12.812,0.03
4.92,3,12.3113,0.03
4.94,0,5.6036,0.03
4.94,1,6.5931,0.03
4.94,2,12.7534,0.03
4.94,3,12.2962,0.03
4.96,0,5.6519,0.03
4.96,1,6.5589,0.03
4.96,2,12.7654,0.03
4.96,3,12.2887,0.03
4.98,0,5.5782,0.03
4.98,1,6.5443,0.03
4.98,2,12.7719,0.03
4.98,3,12.3196,0.03
5.0,0,5.6302,0.03
5.0,1,6.5306,0.03
5.0,2,12.7384,0.03
5.0,3,12.3704,0.03
5.02,0,5.6224,0.03
5.02,1,6.5164,0.03
5.02,2,12.76,0.03
5.02,3,12.3365,0.03
5.04,0,5.6741,0.03
5.04,1,6.476,0.03
5.04,2,12.7255,0.03
5.04,3,12.3212,0.03
5.06,0,5.6826,0.03
5.06,1,6.4985,0.03
5.06,2,12.7182,0.03
5.06,3,12.3633,0.03
5.08,0,5.7212,0.03
5.08,1,6.5069,0.03
5.08,2,12.7276,0.03
5.08,3,12.3253,0.03
5.1,0,5.7422,0.03
5.1,1,6.4606,0.03
5.1,2,12.6942,0.03
5.1,3,12.3234,0.03
5.12,0,5.7481,0.03
5.12,1,6.4031,0.03
5.12,2,12.6982,0.03
5.12,3,12.4132,0.03
5.14,0,5.7717,0.03
5.14,1,6.4012,0.03
5.14,2,12.7006,0.03
5.14,3,12.4052,0.03
5.16,0,5.7562,0.03
5.16,1,6.3777,0.03
5.16,2,12.6693,0.03
5.16,3,12.3884,0.03
5.18,0,5.7918,0.03
5.18,1,6.4099,0.03
5.18,2,12.6571,0.03
5.18,3,12.3901,0.03
5.2,0,5.8034,0.03
5.2,1,6.3662,0.03
5.2,2,12.6629,0.03
5.2,3,12.4139,0.03
5.22,0,5.8291,0.03
5.22,1,6.3273,0.03
5.22,2,12.6862,0.03
5.22,3,12.4017,0.03
5.24,0,5.8512,0.03
5.24,1,6.3088,0.03
5.24,2,12.6473,0.03
5.24,3,12.391,0.03
5.26,0,5.8865,0.03
5.26,1,6.2925,0.03
5.26,2,12.6343,0.03
5.26,3,12.4439,0.03
5.28,0,5.8746,0.03
5.28,1,6.2878,0.03
5.28,2,12.6128,0.03
5.28,3,12.4468,0.03
5.3,0,5.9031,0.03
5.3,1,6.2471,0.03
5.3,2,12.6364,0.03
5.3,3,12.4368,0.03
5.32,0,5.961,0.03
5.32,1,6.2106,0.03
5.32,2,12.6192,0.03
5.32,3,12.4473,0.03
5.34,0,5.922,0.03
5.34,1,6.2342,0.03
5.34,2,12.6169,0.03
5.34,3,12.4805,0.03
5.36,0,5.938,0.03
5.36,1,6.1937,0.03
5.36,2,12.609,0.03
5.36,3,12.4675,0.03
5.38,0,5.9506,0.03
5.38,1,6.1976,0.03
5.38,2,12.5814,0.03
5.38,3,12.4922,0.03
5.4,0,5.9756,0.03
5.4,1,6.1418,0.03
5.4,2,12.5526,0.03
5.4,3,12.5126,0.03
5.42,0,6.0501,0.03
5.42,1,6.1708,0.03
5.42,2,12.5687,0.03
5.42,3,12.4963,0.03
5.44,0,6.0238,0.03
5.44,1,6.1251,0.03
5.44,2,12.5778,0.03
5.44,3,12.5048,0.03
5.46,0,6.0359,0.03
5.46,1,6.0808,0.03
5.46,2,12.5873,0.03
5.46,3,12.4966,0.03
5.48,0,6.0352,0.03
5.48,1,6.1013,0.03
5.48,2,12.5362,0.03
5.48,3,12.4708,0.03
5.5,0,6.1196,0.03
5.5,1,6.1054,0.03
5.5,2,12.5117,0.03
5.5,3,12.5061,0.03
5.52,0,6.0977,0.03
5.52,1,6.0864,0.03
5.52,2,12.5069,0.03
5.52,3,12.5804,0.03
5.54,0,6.1166,0.03
5.54,1,6.0262,0.03
5.54,2,12.5238,0.03
5.54,3,12.5561,0.03
5.56,0,6.1152,0.03
5.56,1,6.0513,0.03
5.56,2,12.5408,0.03
5.56,3,12.5609,0.03
5.58,0,6.1393,0.03
5.58,1,6.0184,0.03
5.58,2,12.4825,0.03
5.58,3,12.5814,0.03
5.6,0,6.1959,0.03
5.6,1,5.9572,0.03
5.6,2,12.4852,0.03
5.6,3,12.5865,0.03
5.62,0,6.1747,0.03
5.62,1,5.9648,0.03
5.62,2,12.4954,0.03
5.62,3,12.5745,0.03
5.64,0,6.2056,0.03
5.64,1,5.951,0.03
5.64,2,12.3847,0.03
5.64,3,12.5876,0.03
5.66,0,6.2006,0.03
5.66,1,5.9594,0.03
5.66,2,12.4304,0.03
5.66,3,12.5906,0.03
5.68,0,6.2373,0.03
5.68,1,5.9009,0.03
5.68,2,12.4529,0.03
5.68,3,12.6006,0.03
5.7,0,6.2589,0.03
5.7,1,5.8983,0.03
5.7,2,12.4467,0.03
5.7,3,12.6271,0.03
5.72,0,6.2654,0.03
5.72,1,5.8971,0.03
5.72,2,12.421,0.03
5.72,3,12.586,0.03
5.74,0,6.2959,0.03
5.74,1,5.8687,0.03
5.74,2,12.4683,0.03
5.74,3,12.6278,0.03
5.76,0,6.3201,0.03
5.76,1,5.8578,0.03
5.76,2,12.41,0.03
5.76,3,12.638,0.03
5.78,0,6.3285,0.03
5.78,1,5.8478,0.03
5.78,2,12.4116,0.03
5.78,3,12.6615,0.03
5.8,0,6.3084,0.03
5.8,1,5.8411,0.03
5.8,2,12.3712,0.03
5.8,3,12.6924,0.03
5.82,0,6.3875,0.03
5.82,1,5.7641,0.03
5.82,2,12.3923,0.03
5.82,3,12.6821,0.03
5.84,0,6.3822,0.03
5.84,1,5.7927,0.03
5.84,2,12.3406,0.03
5.84,3,12.6857,0.03
5.86,0,6.3948,0.03
5.86,1,5.7293,0.03
5.86,2,12.4043,0.03
5.86,3,12.7002,0.03
5.88,0,6.419,0.03
5.88,1,5.7539,0.03
5.88,2,12.3178,0.03
5.88,3,12.6957,0.03
5.9,0,6.4475,0.03
5.9,1,5.7565,0.03
5.9,2,12.3511,0.03
5.9,3,12.7159,0.03
5.92,0,6.4362,0.03
5.92,1,5.7126,0.03
5.92,2,12.3411,0.03
5.92,3,12.6979,0.03
5.94,0,6.4804,0.03
5.94,1,5.6824,0.03
5.94,2,12.345,0.03
5.94,3,12.7049,0.03
5.96,0,6.4677,0.03
5.96,1,5.6599,0.03
5.96,2,12.3185,0.03
5.96,3,12.7057,0.03
5.98,0,6.5013,0.03
5.98,1,5.6326,0.03
5.98,2,12.3398,0.03
5.98,3,12.784,0.03
6.0,0,6.5127,0.03
6.0,1,5.6226,0.03
6.0,2,12.3385,0.03
6.0,3,12.7615,0.03
6.02,0,6.5728,0.03
6.02,1,5.6128,0.03
6.02,2,12.3061,0.03
6.02,3,12.7588,0.03
6.04,0,6.5753,0.03
6.04,1,5.6164,0.03
6.04,2,12.2932,0.03
6.04,3,12.8267,0.03
6.06,0,6.5466,0.03
6.06,1,5.5527,0.03
6.06,2,12.3199,0.03
6.06,3,12.805,0.03
6.08,0,6.6125,0.03
6.08,1,5.5481,0.03
6.08,2,12.2832,0.03
6.08,3,12.8094,0.03
6.1,0,6.6319,0.03
6.1,1,5.5472,0.03
6.1,2,12.2736,0.03
6.1,3,12.801,0.03
6.12,0,6.643,0.03
6.12,1,5.529,0.03
6.12,2,12.2776,0.03
6.12,3,12.8272,0.03
6.14,0,6.6629,0.03
6.14,1,5.4929,0.03
6.14,2,12.2596,0.03
6.14,3,12.807,0.03
6.16,0,6.6962,0.03
6.16,1,5.49,0.03
6.16,2,12.2498,0.03
6.16,3,12.8341,0.03
6.18,0,6.7077,0.03
6.18,1,5.498,0.03
6.18,2,12.2555,0.03
6.18,3,12.8316,0.03
6.2,0,6.7202,0.03
6.2,1,5.4735,0.03
6.2,2,12.2418,0.03
6.2,3,12.8585,0.03
6.22,0,6.6993,0.03
6.22,1,5.4098,0.03
6.22,2,12.2164,0.03
6.22,3,12.847,0.03
6.24,0,6.7383,0.03
6.24,1,5.4074,0.03
6.24,2,12.2627,0.03
6.24,3,12.8837,0.03
6.26,0,6.7571,0.03
6.26,1,5.3976,0.03
6.26,2,12.2177,0.03
6.26,3,12.8658,0.03
6.28,0,6.8011,0.03
6.28,1,5.3939,0.03
6.28,2,12.2144,0.03
6.28,3,12.8565,0.03
6.3,0,6.778,0.03
6.3,1,5.35,0.03
6.3,2,12.1951,0.03
6.3,3,12.9104,0.03
6.32,0,6.8417,0.03
6.32,1,5.3573,0.03
6.32,2,12.215,0.03
6.32,3,12.87,0.03
6.34,0,6.8629,0.03
6.34,1,5.3661,0.03
6.34,2,12.1527,0.03
6.34,3,12.919,0.03
6.36,0,6.8563,0.03
6.36,1,5.3116,0.03
6.36,2,12.1805,0.03
6.36,3,12.9011,0.03
6.38,0,6.8746,0.03
6.38,1,5.3186,0.03
6.38,2,12.1369,0.03
6.38,3,12.9553,0.03
6.4,0,6.8745,0.03
6.4,1,5.2612,0.03
6.4,2,12.1811,0.03
6.4,3,12.9514,0.03
6.42,0,6.8921,0.03
6.42,1,5.2803,0.03
6.42,2,12.1651,0.03
6.42,3,12.9599,0.03
6.44,0,6.9585,0.03
6.44,1,5.2622,0.03
6.44,2,12.1894,0.03
6.44,3,12.9696,0.03
6.46,0,6.9569,0.03
6.46,1,5.2267,0.03
6.46,2,12.1422,0.03
6.46,3,12.9852,0.03
6.48,0,6.9657,0.03
6.48,1,5.193,0.03
6.48,2,12.1133,0.03
6.48,3,12.9993,0.03
6.5,0,6.9813,0.03
6.5,1,5.2181,0.03
6.5,2,12.0928,0.03
6.5,3,12.9709,0.03
6.52,0,6.9799,0.03
6.52,1,5.195,0.03
6.52,2,12.1075,0.03
6.52,3,12.9792,0.03
6.54,0,7.0218,0.03
6.54,1,5.1793,0.03
6.54,2,12.0701,0.03
6.54,3,13.0185,0.03
6.56,0,7.0,0.03
6.56,1,5.12,0.03
6.56,2,12.1254,0.03
6.56,3,12.9905,0.03
6.58,0,7.0498,0.03
6.58,1,5.1062,0.03
6.58,2,12.1343,0.03
6.58,3,13.0515,0.03
6.6,0,7.0668,0.03
6.6,1,5.1102,0.03
6.6,2,12.0674,0.03
6.6,3,13.0092,0.03
6.62,0,7.1007,0.03
6.62,1,5.0735,0.03
6.62,2,12.1211,0.03
6.62,3,13.071,0.03
6.64,0,7.1018,0.03
6.64,1,5.0464,0.03
6.64,2,12.095,0.03
6.64,3,13.0805,0.03
6.66,0,7.0831,0.03
6.66,1,5.0524,0.03
6.66,2,12.0335,0.03
6.66,3,13.058,0.03
6.68,0,7.1524,0.03
6.68,1,5.0097,0.03
6.68,2,12.0533,0.03
6.68,3,13.0719,0.03
6.7,0,7.1633,0.03
6.7,1,5.0015,0.03
6.7,2,12.07,0.03
6.7,3,13.0523,0.03
6.72,0,7.1918,0.03
6.72,1,4.9981,0.03
6.72,2,12.0612,0.03
6.72,3,13.0937,0.03
6.74,0,7.2361,0.03
6.74,1,4.9826,0.03
6.74,2,12.0338,0.03
6.74,3,13.1122,0.03
6.76,0,7.1863,0.03
6.76,1,4.9724,0.03
6.76,2,12.02,0.03
6.76,3,13.117,0.03
6.78,0,7.2369,0.03
6.78,1,4.9437,0.03
6.78,2,12.0006,0.03
6.78,3,13.1343,0.03
6.8,0,7.2403,0.03
6.8,1,4.9055,0.03
6.8,2,12.0201,0.03
6.8,3,13.1423,0.03
6.82,0,7.2605,0.03
6.82,1,4.8742,0.03
6.82,2,12.0613,0.03
6.82,3,13.1574,0.03
6.84,0,7.3178,0.03
6.84,1,4.909,0.03
6.84,2,12.0055,0.03
6.84,3,13.1514,0.03
6.86,0,7.2966,0.03
6.86,1,4.8742,0.03
6.86,2,11.9923,0.03
6.86,3,13.1265,0.03
6.88,0,7.3591,0.03
6.88,1,4.8697,0.03
6.88,2,12.0034,0.03
6.88,3,13.1783,0.03
6.9,0,7.3128,0.03
6.9,1,4.8288,0.03
6.9,2,11.9824,0.03
6.9,3,13.1864,0.03
6.92,0,7.3655,0.03
6.92,1,4.7989,0.03
6.92,2,11.9631,0.03
6.92,3,13.2066,0.03
6.94,0,7.3611,0.03
6.94,1,4.8054,0.03
6.94,2,11.9455,0.03
6.94,3,13.1779,0.03
6.96,0,7.3871,0.03
6.96,1,4.7989,0.03
6.96,2,11.9681,0.03
6.96,3,13.2687,0.03
6.98,0,7.4097,0.03
6.98,1,4.7687,0.03
6.98,2,11.9534,0.03
6.98,3,13.2577,0.03
7.0,0,7.4198,0.03
7.0,1,4.7039,0.03
7.0,2,11.907,0.03
7.0,3,13.2191,0.03
7.02,0,7.396,0.03
7.02,1,4.7107,0.03
7.02,2,11.9159,0.03
7.02,3,13.2081,0.03
7.04,0,7.4947,0.03
7.04,1,4.6651,0.03
7.04,2,11.9638,0.03
7.04,3,13.2532,0.03
7.06,0,7.4876,0.03
7.06,1,4.6951,0.03
7.06,2,11.9387,0.03
7.06,3,13.2405,0.03
7.08,0,7.5037,0.03
7.08,1,4.6621,0.03
7.08,2,11.8965,0.03
7.08,3,13.2947,0.03
7.1,0,7.5382,0.03
7.1,1,4.6613,0.03
7.1,2,11.9012,0.03
7.1,3,13.2743,0.03
7.12,0,7.5904,0.03
7.12,1,4.6704,0.03
7.12,2,11.879,0.03
7.12,3,13.2743,0.03
7.14,0,7.5134,0.03
7.14,1,4.6064,0.03
7.14,2,11.8975,0.03
7.14,3,13.3226,0.03
7.16,0,7.6024,0.03
7.16,1,4.6207,0.03
7.16,2,11.8905,0.03
7.16,3,13.3318,0.03
7.18,0,7.5938,0.03
7.18,1,4.5714,0.03
7.18,2,11.8638,0.03
7.18,3,13.3503,0.03
7.2,0,7.6018,0.03
7.2,1,4.566,0.03
7.2,2,11.8557,0.03
7.2,3,13.3199,0.03
7.22,0,7.623,0.03
7.22,1,4.5615,0.03
7.22,2,11.8724,0.03
7.22,3,13.3287,0.03
7.24,0,7.6607,0.03
7.24,1,4.5199,0.03
7.24,2,11.8566,0.03
7.24,3,13.3317,0.03
7.26,0,7.6563,0.03
7.26,1,4.4987,0.03
7.26,2,11.8794,0.03
7.26,3,13.3856,0.03
7.28,0,7.6558,0.03
7.28,1,4.4992,0.03
7.28,2,11.8408,0.03
7.28,3,13.3599,0.03
7.3,0,7.711,0.03
7.3,1,4.4857,0.03
7.3,2,11.8108,0.03
7.3,3,13.3851,0.03
7.32,0,7.7429,0.03
7.32,1,4.4668,0.03
7.32,2,11.8104,0.03
7.32,3,13.4192,0.03
7.34,0,7.7486,0.03
7.34,1,4.4572,0.03
7.34,2,11.8095,0.03
7.34,3,13.4143,0.03
7.36,0,7.7563,0.03
7.36,1,4.4278,0.03
7.36,2,11.788,0.03
7.36,3,13.4155,0.03
7.38,0,7.7515,0.03
7.38,1,4.4466,0.03
7.38,2,11.7867,0.03
7.38,3,13.4402,0.03
7.4,0,7.7691,0.03
7.4,1,4.3665,0.03
7.4,2,11.7851,0.03
7.4,3,13.4168,0.03
7.42,0,7.8138,0.03
7.42,1,4.3652,0.03
7.42,2,11.8029,0.03
7.42,3,13.4514,0.03
7.44,0,7.8515,0.03
7.44,1,4.3109,0.03
7.44,2,11.7884,0.03
7.44,3,13.4406,0.03
7.46,0,7.8575,0.03
7.46,1,4.3407,0.03
7.46,2,11.7691,0.03
7.46,3,13.4617,0.03
7.48,0,7.8594,0.03
7.48,1,4.3308,0.03
7.48,2,11.7918,0.03
7.48,3,13.4951,0.03
7.5,0,7.9108,0.03
7.5,1,4.2903,0.03
7.5,2,11.787,0.03
7.5,3,13.4902,0.03
7.52,0,7.8918,0.03
7.52,1,4.2943,0.03
7.52,2,11.7437,0.03
7.52,3,13.5171,0.03
7.54,0,7.9199,0.03
7.54,1,4.2725,0.03
7.54,2,11.766,0.03
7.54,3,13.4817,0.03
7.56,0,7.938,0.03
7.56,1,4.2243,0.03
7.56,2,11.7433,0.03
7.56,3,13.4969,0.03
7.58,0,7.9424,0.03
7.58,1,4.2437,0.03
7.58,2,11.7312,0.03
7.58,3,13.5294,0.03
7.6,0,7.9914,0.03
7.6,1,4.2129,0.03
7.6,2,11.7285,0.03
7.6,3,13.5849,0.03
7.62,0,7.9904,0.03
7.62,1,4.2034,0.03
7.62,2,11.7105,0.03
7.62,3,13.5925,0.03
7.64,0,7.9883,0.03
7.64,1,4.2097,0.03
7.64,2,11.7188,0.03
7.64,3,13.5392,0.03
7.66,0,8.0404,0.03
7.66,1,4.1453,0.03
7.66,2,11.7231,0.03
7.66,3,13.5678,0.03
7.68,0,8.0363,0.03
7.68,1,4.1414,0.03
7.68,2,11.731,0.03
7.68,3,13.538,0.03
7.7,0,8.0464,0.03
7.7,1,4.1336,0.03
7.7,2,11.7137,0.03
7.7,3,13.6081,0.03
7.72,0,8.061,0.03
7.72,1,4.1247,0.03
7.72,2,11.698,0.03
7.72,3,13.6006,0.03
7.74,0,8.0948,0.03
7.74,1,4.0816,0.03
7.74,2,11.7217,0.03
7.74,3,13.6158,0.03
7.76,0,8.1193,0.03
7.76,1,4.0969,0.03
7.76,2,11.6726,0.03
7.76,3,13.6316,0.03
7.78,0,8.1034,0.03
7.78,1,4.0596,0.03
7.78,2,11.6683,0.03
7.78,3,13.6057,0.03
7.8,0,8.1432,0.03
7.8,1,4.0188,0.03
7.8,2,11.6504,0.03
7.8,3,13.6268,0.03
7.82,0,8.1399,0.03
7.82,1,4.032,0.03
7.82,2,11.6326,0.03
7.82,3,13.6358,0.03
7.84,0,8.203,0.03
7.84,1,3.9757,0.03
7.84,2,11.6733,0.03
7.84,3,13.6371,0.03
7.86,0,8.2079,0.03
7.86,1,3.9866,0.03
7.86,2,11.6703,0.03
7.86,3,13.6473,0.03
7.88,0,8.2098,0.03
7.88,1,3.9812,0.03
7.88,2,11.679,0.03
7.88,3,13.7112,0.03
7.9,0,8.2182,0.03
7.9,1,3.9377,0.03
7.9,2,11.649,0.03
7.9,3,13.7006,0.03
7.92,0,8.2558,0.03
7.92,1,3.9218,0.03
7.92,2,11.6473,0.03
7.92,3,13.7058,0.03
7.94,0,8.2975,0.03
7.94,1,3.8911,0.03
7.94,2,11.6112,0.03
7.94,3,13.7413,0.03
7.96,0,8.3315,0.03
7.96,1,3.9163,0.03
7.96,2,11.618,0.03
7.96,3,13.7417,0.03
7.98,0,8.2929,0.03
7.98,1,3.8839,0.03
7.98,2,11.6361,0.03
7.98,3,13.7758,0.03
8.0,0,8.3494,0.03
8.0,1,3.8216,0.03
8.0,2,11.6162,0.03
8.0,3,13.7483,0.03
8.02,0,8.3587,0.03
8.02,1,3.8468,0.03
8.02,2,11.6015,0.03
8.02,3,13.777,0.03
8.04,0,8.3632,0.03
8.04,1,3.7946,0.03
8.04,2,11.5943,0.03
8.04,3,13.7906,0.03
8.06,0,8.389,0.03
8.06,1,3.805,0.03
8.06,2,11.6113,0.03
8.06,3,13.7607,0.03
8.08,0,8.4249,0.03
8.08,1,3.8125,0.03
8.08,2,11.5845,0.03
8.08,3,13.8339,0.03
8.1,0,8.4161,0.03
8.1,1,3.7999,0.03
8.1,2,11.5688,0.03
8.1,3,13.8173,0.03
8.12,0,8.4211,0.03
8.12,1,3.7323,0.03
8.12,2,11.5661,0.03
8.12,3,13.8819,0.03
8.14,0,8.4683,0.03
8.14,1,3.7274,0.03
8.14,2,11.5528,0.03
8.14,3,13.8083,0.03
8.16,0,8.5067,0.03
8.16,1,3.7169,0.03
8.16,2,11.5586,0.03
8.16,3,13.8484,0.03
8.18,0,8.4718,0.03
8.18,1,3.7376,0.03
8.18,2,11.5935,0.03
8.18,3,13.8402,0.03
8.2,0,8.4994,0.03
8.2,1,3.7081,0.03
8.2,2,11.6014,0.03
8.2,3,13.8956,0.03
8.22,0,8.529,0.03
8.22,1,3.6813,0.03
8.22,2,11.5555,0.03
8.22,3,13.859,0.03
8.24,0,8.5452,0.03
8.24,1,3.6705,0.03
8.24,2,11.5344,0.03
8.24,3,13.9119,0.03
8.26,0,8.5478,0.03
8.26,1,3.6586,0.03
8.26,2,11.5206,0.03
8.26,3,13.8773,0.03
8.28,0,8.5877,0.03
8.28,1,3.6122,0.03
8.28,2,11.5138,0.03
8.28,3,13.9121,0.03
8.3,0,8.5788,0.03
8.3,1,3.5915,0.03
8.3,2,11.5357,0.03
8.3,3,13.8998,0.03
8.32,0,8.6257,0.03
8.32,1,3.5715,0.03
8.32,2,11.5516,0.03
8.32,3,13.9309,0.03
8.34,0,8.6638,0.03
8.34,1,3.5466,0.03
8.34,2,11.5057,0.03
8.34,3,13.9796,0.03
8.36,0,8.6426,0.03
8.36,1,3.5412,0.03
8.36,2,11.5189,0.03
8.36,3,13.9855,0.03
8.38,0,8.6769,0.03
8.38,1,3.5314,0.03
8.38,2,11.5374,0.03
8.38,3,13.9635,0.03
8.4,0,8.6695,0.03
8.4,1,3.5207,0.03
8.4,2,11.5191,0.03
8.4,3,14.0051,0.03
8.42,0,8.7046,0.03
8.42,1,3.4697,0.03
8.42,2,11.4886,0.03
8.42,3,13.9712,0.03
8.44,0,8.7394,0.03
8.44,1,3.4662,0.03
8.44,2,11.492,0.03
8.44,3,14.0279,0.03
8.46,0,8.7377,0.03
8.46,1,3.4746,0.03
8.46,2,11.4877,0.03
8.46,3,14.0364,0.03
8.48,0,8.7831,0.03
8.48,1,3.4269,0.03
8.48,2,11.4854,0.03
8.48,3,14.0171,0.03
8.5,0,8.7872,0.03
8.5,1,3.4413,0.03
8.5,2,11.4774,0.03
8.5,3,14.0714,0.03
8.52,0,8.7938,0.03
8.52,1,3.4052,0.03
8.52,2,11.5073,0.03
8.52,3,14.0585,0.03
8.54,0,8.8234,0.03
8.54,1,3.4204,0.03
8.54,2,11.4753,0.03
8.54,3,14.0603,0.03
8.56,0,8.8398,0.03
8.56,1,3.3525,0.03
8.56,2,11.4482,0.03
8.56,3,14.0502,0.03
8.58,0,8.8667,0.03
8.58,1,3.3758,0.03
8.58,2,11.4279,0.03
8.58,3,14.0859,0.03
8.6,0,8.8687,0.03
8.6,1,3.3687,0.03
8.6,2,11.4521,0.03
8.6,3,14.0659,0.03
8.62,0,8.912,0.03
8.62,1,3.311,0.03
8.62,2,11.4603,0.03
8.62,3,14.0899,0.03
8.64,0,8.8944,0.03
8.64,1,3.3061,0.03
8.64,2,11.483,0.03
8.64,3,14.106,0.03
8.66,0,8.9697,0.03
8.66,1,3.2751,0.03
8.66,2,11.425,0.03
8.66,3,14.1537,0.03
8.68,0,8.9469,0.03
8.68,1,3.2594,0.03
8.68,2,11.4303,0.03
8.68,3,14.1226,0.03
8.7,0,8.93,0.03
8.7,1,3.2499,0.03
8.7,2,11.4359,0.03
8.7,3,14.1627,0.03
8.72,0,9.0023,0.03
8.72,1,3.2358,0.03
8.72,2,11.4387,0.03
8.72,3,14.1539,0.03
8.74,0,9.0428,0.03
8.74,1,3.234,0.03
8.74,2,11.4183,0.03
8.74,3,14.223,0.03
8.76,0,9.0059,0.03
8.76,1,3.2355,0.03
8.76,2,11.4363,0.03
8.76,3,14.1757,0.03
8.78,0,9.0582,0.03
8.78,1,3.2254,0.03
8.78,2,11.419,0.03
8.78,3,14.1763,0.03
8.8,0,9.0589,0.03
8.8,1,3.1566,0.03
8.8,2,11.4187,0.03
8.8,3,14.185,0.03
8.82,0,9.0751,0.03
8.82,1,3.0811,0.03
8.82,2,11.4317,0.03
8.82,3,14.2054,0.03
8.84,0,9.0652,0.03
8.84,1,3.1448,0.03
8.84,2,11.3437,0.03
8.84,3,14.2312,0.03
8.86,0,9.0961,0.03
8.86,1,3.1134,0.03
8.86,2,11.3903,0.03
8.86,3,14.2334,0.03
8.88,0,9.1157,0.03
8.88,1,3.1448,0.03
8.88,2,11.4009,0.03
8.88,3,14.251,0.03
8.9,0,9.1658,0.03
8.9,1,3.0691,0.03
8.9,2,11.3658,0.03
8.9,3,14.2654,0.03
8.92,0,9.1596,0.03
8.92,1,3.0636,0.03
8.92,2,11.3484,0.03
8.92,3,14.2966,0.03
8.94,0,9.1908,0.03
8.94,1,3.0614,0.03
8.94,2,11.389,0.03
8.94,3,14.2707,0.03
8.96,0,9.1987,0.03
8.96,1,3.0373,0.03
8.96,2,11.329,0.03
8.96,3,14.3221,0.03
8.98,0,9.23,0.03
8.98,1,3.0262,0.03
8.98,2,11.3672,0.03
8.98,3,14.2973,0.03
9.0,0,9.1944,0.03
9.0,1,3.0312,0.03
9.0,2,11.3784,0.03
9.0,3,14.3271,0.03
9.02,0,9.2237,0.03
9.02,1,2.954,0.03
9.02,2,11.3264,0.03
9.02,3,14.3311,0.03
9.04,0,9.2769,0.03
9.04,1,2.947,0.03
9.04,2,11.3679,0.03
9.04,3,14.3588,0.03
9.06,0,9.2857,0.03
9.06,1,2.9429,0.03
9.06,2,11.3255,0.03
9.06,3,14.3531,0.03
9.08,0,9.3072,0.03
9.08,1,2.9318,0.03
9.08,2,11.3499,0.03
9.08,3,14.3796,0.03
9.1,0,9.3166,0.03
9.1,1,2.9122,0.03
9.1,2,11.3308,0.03
9.1,3,14.3484,0.03
9.12,0,9.3865,0.03
9.12,1,2.9192,0.03
9.12,2,11.3352,0.03
9.12,3,14.3852,0.03
9.14,0,9.4046,0.03
9.14,1,2.8659,0.03
9.14,2,11.3538,0.03
9.14,3,14.4156,0.03
9.16,0,9.3423,0.03
9.16,1,2.8312,0.03
9.16,2,11.3411,0.03
9.16,3,14.4105,0.03
9.18,0,9.4313,0.03
9.18,1,2.8605,0.03
9.18,2,11.3065,0.03
9.18,3,14.4188,0.03
9.2,0,9.4217,0.03
9.2,1,2.8201,0.03
9.2,2,11.2984,0.03
9.2,3,14.4356,0.03
9.22,0,9.4152,0.03
9.22,1,2.7976,0.03
9.22,2,11.2983,0.03
9.22,3,14.4412,0.03
9.24,0,9.4379,0.03
9.24,1,2.7791,0.03
9.24,2,11.3133,0.03
9.24,3,14.452,0.03
9.26,0,9.462,0.03
9.26,1,2.7837,0.03
9.26,2,11.3304,0.03
9.26,3,14.4909,0.03
9.28,0,9.4591,0.03
9.28,1,2.7646,0.03
9.28,2,11.3113,0.03
9.28,3,14.494,0.03
9.3,0,9.4928,0.03
9.3,1,2.7159,0.03
9.3,2,11.2999,0.03
9.3,3,14.4884,0.03
9.32,0,9.5224,0.03
9.32,1,2.7176,0.03
9.32,2,11.3139,0.03
9.32,3,14.4969,0.03
9.34,0,9.5438,0.03
9.34,1,2.7352,0.03
9.34,2,11.2737,0.03
