timestamp,Da3_t1,Da3_t2,Da6_t1,Da6_t2,Da7_t1,Da7_t2,Da8_t1,Da8_t2,Da9_t1,Da9_t2
9783,1.8074,1.9074,1.1663,1.5353,1.2539,0.8599,2.0012,1.7667,0.8318,0.8286
10045,1.8105,1.8855,1.1351,1.4665,1.2727,0.8224,1.9825,1.8105,0.8568,0.8255
10307,1.8074,1.9168,1.1632,1.4822,1.2383,0.8380,1.9793,1.7886,0.8724,0.7911
10569,1.8261,1.8824,1.1726,1.5666,1.2226,0.8411,1.9449,1.6104,0.9005,0.8192
10831,1.8136,1.9262,1.1882,1.5541,1.1945,0.8318,1.9668,1.7855,0.9005,0.8349
11093,1.8324,1.9449,1.2132,1.5478,1.1476,0.8255,1.9543,1.8574,0.8880,0.8224
11355,1.8793,1.9668,1.2289,1.5885,1.1132,0.7911,1.9543,1.6448,0.9193,0.8286
11617,1.8417,1.9574,1.2414,1.6385,1.0944,0.7692,1.9356,1.7886,0.8849,0.8380
11879,1.8449,1.9668,1.2664,1.5760,1.0819,0.7411,1.9137,1.8261,0.8943,0.8224
12141,1.8793,2.0012,1.2977,1.6197,1.0600,0.7036,1.8824,1.7292,0.8505,0.8536
12403,1.8824,1.9793,1.3039,1.6354,1.0694,0.7067,1.9012,1.8417,0.8349,0.8536
12665,1.8855,2.0106,1.3289,1.6479,1.0663,0.6598,1.8855,1.5353,0.8255,0.8380
12927,1.8793,2.0544,1.3414,1.6666,1.0006,0.6692,1.8855,1.8417,0.8380,0.8693
13189,1.8918,2.0012,1.3508,1.6729,0.9787,0.6441,1.8417,1.6541,0.8411,0.8568
13451,1.9043,2.0043,1.3758,1.6760,0.9850,0.6316,1.8324,1.8386,0.8411,0.8536
13713,1.9199,2.0825,1.3758,1.7010,0.9318,0.6254,1.8574,1.7823,0.8693,0.8630
13975,1.9324,2.0575,1.4071,1.7229,0.9693,0.6160,1.8605,1.5291,0.8411,0.8536
14237,1.9481,2.0419,1.4227,1.7198,0.9944,0.6410,1.8386,1.9637,0.8286,0.8755
14499,1.9387,2.0731,1.3727,1.7198,0.9443,0.6004,1.8324,1.6541,0.8630,0.8693
14761,1.9668,2.0731,1.4321,1.7604,0.9256,0.5847,1.8324,1.8699,0.8411,0.8974
15023,1.9574,2.1013,1.4259,1.8230,0.9537,0.5410,1.8511,1.7792,0.8286,0.8724
15285,1.9543,2.1263,1.3883,1.8261,0.8630,0.5691,1.8511,1.7823,0.8318,0.9131
15547,1.9793,2.1576,1.4540,1.8855,0.8724,0.5597,1.8105,1.8167,0.8130,0.9193
15809,1.9950,2.1701,1.4915,1.8949,0.8912,0.5410,1.8324,1.6791,0.8099,0.9506
16071,2.0137,2.2076,1.5197,1.8480,0.8755,0.5597,1.8199,1.8292,0.8255,0.9787
16333,2.0231,2.2138,1.4915,1.9230,0.8630,0.5316,1.8167,1.7073,0.8099,0.9600
16595,2.0137,2.2170,1.5353,1.9262,0.8818,0.4847,1.8199,1.6854,0.8349,0.9881
16857,2.0700,2.2389,1.5603,1.9324,0.8568,0.5222,1.7855,1.7792,0.8318,0.9693
17119,2.0794,2.2451,1.5509,1.9230,0.8568,0.5097,1.7917,1.7823,0.8411,0.9631
17381,2.0856,2.2264,1.5760,1.9230,0.8755,0.5378,1.7980,1.7542,0.8318,0.9787
17643,2.0825,2.2170,1.5853,1.9199,0.8755,0.5191,1.8011,1.8167,0.8662,0.9787
17905,2.0919,2.2451,1.5384,1.8980,0.8599,0.5378,1.8105,1.8261,0.8880,0.9412
18167,2.0825,2.2576,1.6104,1.9230,0.8849,0.5034,1.8136,1.7855,0.8818,0.9631
18429,2.0731,2.2608,1.5853,1.8887,0.8255,0.5159,1.8324,1.7479,0.8693,0.9631
18691,2.0982,2.2264,1.6072,1.9074,0.8286,0.5284,1.8230,1.7573,0.8693,0.9631
18953,2.0856,2.2420,1.6010,1.8949,0.8411,0.5191,1.8449,1.7917,0.8630,0.9475
19215,2.0888,2.2201,1.5916,1.9074,0.8630,0.4909,1.8386,1.6948,0.8662,0.9506
19477,2.1075,2.2514,1.5916,1.9105,0.8599,0.4878,1.8230,1.6166,0.8880,0.9975
19739,2.1013,2.2514,1.6166,1.8730,0.8599,0.4597,1.7948,1.6010,0.8818,0.9662
20001,2.1607,2.2482,1.6416,1.9137,0.8568,0.4690,1.7823,1.6104,0.8662,0.9787
20263,2.1857,2.2482,1.6510,1.9293,0.8036,0.4628,1.8136,1.6291,0.8943,0.9600
20525,2.2076,2.2639,1.6729,1.9356,0.8099,0.4597,1.8042,1.6041,0.9099,0.9381
20787,2.1795,2.2420,1.6917,1.9262,0.8192,0.4221,1.7917,1.5947,0.9256,0.9568
21049,2.1888,2.2451,1.6791,1.9043,0.8161,0.4346,1.7761,1.6291,0.9162,0.9631
21311,2.1920,2.2639,1.6917,1.9324,0.8161,0.4096,1.7698,1.6166,0.9287,0.9631
21573,2.1951,2.2482,1.7135,1.9262,0.8005,0.4002,1.7479,1.5947,0.9162,0.9662
21835,2.1951,2.2826,1.6948,1.9481,0.7911,0.4002,1.7636,1.5916,0.9193,1.0100
22097,2.1920,2.2733,1.7229,1.9887,0.8005,0.4315,1.7386,1.6322,0.9475,0.9818
22359,2.1951,2.3421,1.7479,1.9668,0.7567,0.4065,1.7323,1.5322,0.9568,0.9600
22621,2.1951,2.2920,1.7354,1.9637,0.6973,0.4346,1.7261,1.5291,0.9693,0.9506
22883,2.2514,2.2920,1.7792,1.8668,0.7067,0.3846,1.7323,1.5009,1.0288,0.9850
23145,2.2670,2.2639,1.8292,1.9043,0.6535,0.3471,1.6979,1.5072,1.0413,0.9944
23407,2.2983,2.2826,1.8261,1.9543,0.6191,0.3815,1.6917,1.5541,1.0350,0.9662
23669,2.3233,2.2389,1.7917,1.9387,0.6129,0.4034,1.6948,1.5103,1.0631,0.9318
23931,2.2420,2.2264,1.9043,1.9012,0.6004,0.4159,1.6666,1.5384,1.0631,0.9318
24193,2.2451,2.2045,1.8761,1.9230,0.5691,0.4315,1.7104,1.3727,1.0538,0.9193
24455,2.2795,2.2045,1.8417,1.9043,0.5722,0.4034,1.6729,1.2007,1.0631,0.9162
24717,2.2951,2.1732,1.8855,1.9230,0.5347,0.4159,1.6385,1.2945,1.0600,0.9287
24979,2.3858,2.1357,1.9074,1.9012,0.5284,0.3627,1.6197,1.2351,1.0444,0.8912
25241,2.3796,2.0888,1.8761,1.8980,0.5159,0.3909,1.5822,1.2414,1.0381,0.8755
25503,2.3389,2.0763,1.9043,1.9168,0.4909,0.3909,1.5728,1.3039,1.0569,0.8943
25765,2.3983,2.0638,1.9637,1.9449,0.4784,0.4409,1.5697,1.2195,1.0475,0.9099
26027,2.3577,2.1325,1.9543,1.9574,0.4847,0.4378,1.5822,1.2633,1.0225,0.8818
26289,2.2983,2.0950,1.9293,1.9324,0.4784,0.4221,1.5666,1.1976,1.0225,0.9068
26551,2.3295,2.0450,1.9074,1.9481,0.3971,0.4315,1.5384,1.2664,1.0288,0.8787
26813,2.3202,2.0669,1.9825,1.9668,0.4096,0.4534,1.5322,1.2820,1.0288,0.8599
27075,2.2983,2.0169,2.0200,1.9418,0.4409,0.4628,1.4978,1.2570,1.0256,0.8568
27337,2.2795,2.0387,2.0200,1.8668,0.4221,0.4534,1.5040,1.2383,0.9975,0.8787
27599,2.2701,2.0169,2.0512,1.9387,0.4034,0.4941,1.4790,1.2914,1.0069,0.8849
27861,2.2764,2.0481,2.0825,1.9449,0.4065,0.4440,1.4947,1.2320,0.9725,0.8724
28123,2.2701,2.0012,2.1826,1.9887,0.4221,0.4534,1.4478,1.2539,1.0100,0.8630
28385,2.2733,2.0294,2.2138,2.0575,0.4471,0.4659,1.4540,1.1820,1.0069,0.8818
28647,2.2608,1.9637,2.0325,2.0512,0.4628,0.4972,1.4446,1.2070,0.9725,0.8724
28909,2.2170,1.9637,1.9887,1.9981,0.4565,0.4878,1.4352,1.1444,0.9568,0.8880
29171,2.2138,1.9762,2.0450,2.0763,0.4659,0.5003,1.4259,1.1351,0.9256,0.8755
29433,2.2357,1.9668,2.0638,2.0387,0.4190,0.5316,1.4290,1.1663,0.9256,0.8943
29695,2.2138,1.9293,2.1138,2.0262,0.4565,0.4941,1.3915,1.3008,0.9568,0.8787
29957,2.2451,1.9137,2.1826,1.9825,0.4315,0.5066,1.3758,1.5353,0.9537,0.8943
30219,2.2264,1.9324,2.2013,1.9293,0.4471,0.5097,1.4009,1.4196,0.9162,0.9005
30481,2.1982,1.9356,2.2826,1.9418,0.4784,0.5253,1.3727,1.4259,0.9506,0.8787
30743,2.2138,1.8980,2.2764,1.9699,0.5097,0.5628,1.3665,1.3571,0.9162,0.9224
31005,2.1263,1.8761,2.0731,1.9324,0.5253,0.5816,1.3977,1.3665,0.9068,0.9099
31267,2.1544,1.9012,1.9418,1.9356,0.5253,0.6097,1.3446,1.2977,0.9224,0.9287
31529,2.1419,1.9137,1.9012,1.9168,0.5378,0.6066,1.3352,1.2852,0.9224,0.9005
31791,2.1200,1.9137,1.9199,1.9856,0.5597,0.6348,1.3227,1.1914,0.9287,0.8943
32053,2.1576,1.9012,1.9481,1.9731,0.5754,0.6285,1.3039,1.1788,0.8755,0.8474
32315,2.1044,1.8449,1.9262,1.9699,0.5972,0.6223,1.2820,1.1788,0.9099,0.8912
32577,2.0856,1.8793,2.0106,1.9981,0.6004,0.6973,1.2758,1.1257,0.8693,0.8599
32839,2.0919,1.8793,1.9981,2.0169,0.5910,0.6410,1.2820,1.1132,0.8568,0.9162
33153,2.0856,1.9043,1.9324,2.0262,0.5566,0.6410,1.2601,1.0882,0.8568,0.8974
33415,2.0450,1.8793,1.9606,2.0262,0.5910,0.6942,1.2758,1.0850,0.8599,0.9224
33677,2.0481,1.9324,1.9512,2.0325,0.6066,0.7036,1.2289,1.0600,0.8943,0.9287
33939,2.0325,1.8543,1.8699,2.0669,0.5972,0.7379,1.2445,1.0600,0.8818,0.8505
34201,2.0450,1.7855,1.8761,2.0825,0.4784,0.7630,1.2132,1.0444,0.9037,0.8067
34463,2.1013,1.7980,1.9887,2.0200,0.6254,0.7849,1.1695,1.0850,0.9506,0.8443
34725,2.0544,1.7698,1.9825,1.9574,0.6160,0.8286,1.1538,0.9912,0.9443,0.8599
34987,2.0669,1.7917,1.9825,1.9324,0.6316,0.8568,1.1069,1.0538,0.9475,0.8130
35249,2.0387,1.7636,1.9699,1.9012,0.6160,0.8411,1.1163,1.0506,0.9725,0.8505
35511,2.0419,1.7104,1.9449,1.7698,0.6441,0.8912,1.0882,1.1413,0.9881,0.7630
36594,2.0075,1.6479,2.0794,1.7448,0.7254,0.8787,1.0444,1.1413,0.9818,0.8161
36856,2.0262,1.5947,2.0200,1.7010,0.6942,0.8849,1.0819,1.1194,0.9662,0.7880
37118,2.1482,1.7479,2.0450,1.6917,0.6942,0.8755,1.1132,1.1351,0.9756,0.8067
37380,2.1419,1.5384,1.9950,1.6291,0.7567,0.8943,1.0350,1.1632,0.9850,0.7942
37642,2.1951,1.4790,1.9856,1.6510,0.7692,0.9349,1.0444,1.1695,0.9600,0.7786
37904,2.1982,1.5697,1.9918,1.6385,0.8036,0.9475,1.0319,1.1757,0.9443,0.7786
38166,2.2107,1.5978,1.9574,1.5728,0.8443,0.9475,1.1007,1.1695,0.9725,0.7942
38428,2.1920,1.3696,1.9324,1.5822,0.7786,0.9662,1.0757,1.1726,0.9287,0.7692
38690,2.1732,1.4384,1.9762,1.5478,0.8255,0.9944,1.0944,1.1914,0.8849,0.7348
38952,2.1232,1.5040,1.8793,1.5228,0.8349,0.9818,1.0381,1.2164,0.9224,0.7411
39214,2.0825,1.5384,1.8574,1.5165,0.8192,1.0162,1.0569,1.1914,0.8943,0.7379
39476,2.0825,1.4947,1.8636,1.4759,0.8161,0.9756,1.0288,1.2539,0.8943,0.7411
39738,2.0825,1.4571,1.8449,1.4915,0.8599,1.0131,1.0600,1.2476,0.8724,0.7348
40000,2.0825,1.4665,1.8386,1.4665,0.8536,0.9600,1.0725,1.2570,0.9005,0.7473
40262,2.0763,1.4540,1.8386,1.4978,0.8974,0.9693,1.0850,1.3102,0.8724,0.7411
40524,1.9731,1.4352,1.7761,1.4665,0.9443,1.0413,1.0788,1.3102,0.8724,0.7505
40786,1.9574,1.4071,1.7448,1.4165,0.9224,1.0194,1.1257,1.3477,0.8505,0.7348
41048,1.9668,1.4571,1.7511,1.4290,0.9568,1.0569,1.1194,1.3446,0.8568,0.7411
41310,1.9324,1.4478,1.7573,1.4478,0.9349,1.0944,1.1351,1.3821,0.8662,0.7348
41572,1.9825,1.3727,1.7354,1.3915,0.9506,1.0475,1.1319,1.4134,0.8536,0.7411
41834,1.9856,1.3571,1.7354,1.3821,0.9662,1.1319,1.0944,1.4134,0.8599,0.7505
42096,1.6260,1.3758,1.7229,1.4134,1.0037,1.1695,1.1413,1.4165,0.8568,0.7473
42358,1.2414,1.3414,1.7198,1.3289,1.0006,1.1632,1.1007,1.4102,0.8255,0.7567
42620,1.6104,1.3039,1.7198,1.3821,0.9818,1.1663,1.1444,1.4603,0.8505,0.7505
42882,1.9981,1.2664,1.7073,1.3665,0.9944,1.1820,1.1476,1.4102,0.8349,0.7411
43144,1.6229,1.2789,1.7042,1.3070,1.0225,1.1976,1.1695,1.4665,0.8505,0.7161
43406,1.6322,1.2132,1.6448,1.3665,0.9881,1.2070,1.1695,1.4509,0.8443,0.7348
43668,1.6510,1.2383,1.6385,1.2601,1.0475,1.1820,1.1976,1.4415,0.8662,0.7161
43930,1.6166,1.1914,1.6510,1.3196,1.0663,1.2257,1.2007,1.5009,0.8693,0.6785
44192,1.6166,1.1726,1.6448,1.2727,1.1007,1.2257,1.2570,1.4603,0.8568,0.7004
44454,1.5916,1.2039,1.5978,1.2664,1.0850,1.1757,1.2476,1.4822,0.8630,0.7067
44716,1.5666,1.1788,1.5947,1.2289,1.1226,1.2101,1.2414,1.5541,0.8880,0.7286
44978,1.5228,1.1788,1.6104,1.2320,1.1194,1.2383,1.2476,1.5509,0.8662,0.7036
45240,1.5322,1.1538,1.5728,1.1757,1.1351,1.2758,1.2945,1.5760,0.8536,0.7223
45502,1.5353,1.1288,1.5416,1.1695,1.1476,1.2883,1.2820,1.5728,0.8630,0.7286
45764,1.4947,1.1507,1.5635,1.1914,1.1444,1.3227,1.3008,1.5853,0.8411,0.7536
46026,1.5072,1.1163,1.5416,1.1444,1.1507,1.3477,1.3414,1.6197,0.8505,0.6910
46288,1.4728,1.0913,1.5259,1.1132,1.1570,1.3102,1.3008,1.6229,0.8599,0.6097
46550,1.4603,1.0663,1.5009,1.1007,1.1663,1.3321,1.3633,1.6573,0.8443,1.0288
46812,1.4227,1.0788,1.4759,1.1257,1.1820,1.3696,1.3383,1.6541,0.8443,1.1820
47074,1.3883,1.0381,1.4634,1.1101,1.1570,1.3852,1.3821,1.6385,0.8443,1.1069
47336,1.4040,0.9975,1.4446,1.0725,1.2007,1.4102,1.3571,1.6479,0.8411,1.0757
47598,1.4009,0.9881,1.4352,1.1007,1.1820,1.3883,1.3696,1.6917,0.8286,1.0444
47860,1.3665,0.9975,1.4102,1.0757,1.1695,1.4040,1.4134,1.6729,0.8380,1.0663
48122,1.3164,0.9693,1.3571,1.0631,1.2226,1.4165,1.4196,1.6541,0.8161,1.0694
48384,1.3352,0.9349,1.3790,1.0162,1.2132,1.4728,1.3883,1.6791,0.8130,0.9975
48646,1.2945,0.9787,1.3633,1.0006,1.2508,1.4603,1.4071,1.6979,0.8224,1.0256
48908,1.2695,0.9631,1.3477,1.0069,1.2508,1.5009,1.4040,1.7167,0.8192,0.9725
49170,1.3070,0.9131,1.3258,0.9912,1.2695,1.4759,1.4446,1.7386,0.8349,0.9818
49432,1.2539,0.9412,1.3102,0.9631,1.2695,1.5259,1.4040,1.7667,0.8255,0.9600
49694,1.2539,0.9349,1.2852,0.9600,1.2820,1.5353,1.4571,1.7479,0.8349,0.9881
49956,1.2164,0.9068,1.2758,0.9099,1.3102,1.5353,1.4853,1.7730,0.8349,1.0225
50218,1.2007,0.9162,1.2727,0.9162,1.3196,1.5228,1.4947,1.7948,0.7974,1.0037
50480,1.1507,0.8536,1.2414,0.8943,1.2883,1.5478,1.5259,1.8167,0.8067,1.0131
50742,1.1507,0.8380,1.2289,0.8568,1.3602,1.5635,1.5353,1.8074,0.8161,1.0288
51004,1.2070,0.8349,1.2101,0.9256,1.3571,1.5635,1.5072,1.8199,0.8161,1.0162
51266,1.2007,0.8255,1.2039,0.9318,1.3602,1.5885,1.5040,1.8261,0.8161,1.0131
51528,1.2195,0.8443,1.2351,0.8849,1.3665,1.6479,1.5666,1.8386,0.8161,1.0256
51790,1.2539,0.8443,1.2007,0.9537,1.3852,1.6760,1.5228,1.8574,0.8224,1.0475
52052,1.1882,0.8036,1.1632,0.9506,1.3414,1.6854,1.5572,1.8042,0.8568,1.0788
52314,1.1163,0.8224,1.1413,0.9381,1.3821,1.6666,1.5885,1.8199,0.8787,1.0757
52576,1.1038,0.7974,1.1319,0.9537,1.3602,1.6885,1.6072,1.8543,0.8599,1.0850
52838,1.1069,0.7817,1.1319,0.9381,1.3758,1.6917,1.6260,1.8042,0.8693,1.0975
53100,1.0944,0.6410,1.1319,0.9756,1.3883,1.6791,1.5853,1.8574,0.9818,1.0850
53362,1.1132,0.6441,1.0819,0.9287,1.3790,1.7354,1.6291,1.8355,0.9568,1.1226
53624,1.1163,0.6973,1.0569,0.9131,1.4071,1.6979,1.6072,1.8699,0.9475,1.1257
53886,1.0725,0.6254,1.0882,0.9443,1.3915,1.7323,1.5978,1.8636,1.0256,1.1319
54148,1.0600,0.5816,1.0631,0.8880,1.3852,1.7323,1.6416,1.8980,0.9944,1.1663
54410,1.0631,0.8192,1.0475,0.9224,1.2820,1.7386,1.5978,1.8261,1.1007,1.1601
54672,1.0162,0.7880,1.0319,0.9318,1.3508,1.7761,1.5947,1.8292,1.0882,1.1882
54934,1.0131,0.7723,1.0131,1.0194,1.4321,1.7135,1.6854,1.8261,1.1351,1.1695
55196,0.9881,0.7567,0.9600,0.9850,1.4728,1.7292,1.7229,1.8511,0.9037,1.1132
55458,0.9662,0.7067,0.9787,1.0350,1.4853,1.7604,1.6948,1.8230,0.9318,1.1194
55720,0.9631,0.7004,0.9818,1.1632,1.4947,1.7604,1.7104,1.7980,0.9693,1.1601
55982,0.9162,0.6848,0.9537,1.1695,1.5165,1.7886,1.7073,1.8167,1.0194,1.1382
56244,0.8599,0.7036,0.9662,1.1601,1.5322,1.7698,1.7417,1.8074,1.0850,1.1538
56506,0.8693,0.7098,0.9818,1.1226,1.5165,1.7073,1.7479,1.7511,1.0788,1.1288
56768,0.8818,0.7098,0.9725,1.1288,1.5416,1.7261,1.7511,1.7479,1.0850,1.1194
57030,0.8630,0.7286,0.9568,1.2101,1.5853,1.7417,1.7073,1.7292,1.0256,1.1132
57292,0.8536,0.7473,0.9756,1.1882,1.5635,1.7511,1.7354,1.7980,1.0100,1.1351
57554,0.8036,0.7473,0.9881,1.2070,1.5603,1.7354,1.7636,1.7698,1.0538,1.1413
57816,0.9068,0.7692,1.0194,1.2351,1.5572,1.7386,1.7261,1.7886,1.0194,1.1882
58078,1.1351,0.7317,1.0037,1.2570,1.6135,1.7698,1.7417,1.7667,1.0037,1.1507
58340,1.0819,0.7348,1.0319,1.2789,1.6229,1.7980,1.7198,1.7698,1.0569,1.1695
58602,1.0788,0.7348,1.0538,1.2883,1.6229,1.8511,1.7417,1.7792,1.0631,1.2195
58864,1.1663,0.6504,1.0757,1.2852,1.5978,1.8199,1.7386,1.7667,1.0538,1.2164
59126,1.0850,0.8818,1.0819,1.2852,1.6166,1.8480,1.7229,1.7886,1.0663,1.2414
59388,1.0381,0.8192,1.0757,1.3039,1.6322,1.8042,1.7542,1.7823,1.0569,1.2257
59650,1.0100,0.8067,1.0882,1.3070,1.6197,1.8261,1.7135,1.7855,1.0819,1.2633
59912,0.9975,0.8349,1.1038,1.3321,1.6510,1.8292,1.7104,1.7636,1.0694,1.2727
60174,0.9381,1.0381,1.1382,1.3508,1.6729,1.8042,1.7417,1.7542,1.0725,1.2789
60436,0.8443,0.9944,1.1382,1.3571,1.6385,1.7667,1.7636,1.7636,1.1319,1.2945
60698,0.9537,1.0569,1.1069,1.3008,1.6666,1.8417,1.7511,1.7511,1.1069,1.2883
60960,0.9506,0.7036,1.1413,1.3508,1.6666,1.8386,1.7667,1.7698,1.1007,1.3321
61222,0.8036,0.7536,1.1476,1.3883,1.6635,1.9230,1.7573,1.7855,1.1507,1.3289
61484,0.9068,0.7223,1.1726,1.3883,1.6666,1.8730,1.7542,1.7792,1.1351,1.3696
61746,0.9162,0.7786,1.1851,1.3915,1.6573,1.8855,1.7542,1.7886,1.1757,1.3571
62008,0.8912,0.8099,1.2039,1.4290,1.7135,1.9324,1.7292,1.7980,1.1351,1.3883
62270,0.9068,0.8411,1.2101,1.4446,1.6885,1.9762,1.7448,1.7886,1.1663,1.4040
62532,0.8974,0.7817,1.2257,1.4665,1.6885,1.8011,1.7917,1.8105,1.2101,1.4009
62794,0.9944,0.7974,1.2226,1.4290,1.6979,1.9418,1.7417,1.8167,1.2007,1.4009
63056,0.8255,0.8130,1.2226,1.5009,1.6354,1.8199,1.7730,1.8574,1.1851,1.4352
63318,0.8912,0.8380,1.3289,1.6541,1.5978,1.7792,1.8136,1.8199,1.2601,1.4259
63580,0.9099,0.8286,1.3571,1.5165,1.5603,1.9199,1.7917,1.8199,1.2727,1.4290
63842,0.9349,0.8974,1.2758,1.5760,1.6229,1.9637,1.7948,1.8699,1.3258,1.4696
64104,0.9850,0.8974,1.3477,1.5978,2.0950,2.2201,1.8511,1.8636,1.3289,1.4352
64366,0.6379,0.8943,1.3539,1.6229,2.1263,1.8511,1.8543,1.8636,1.3164,1.4822
64628,0.8693,0.8067,1.3665,1.6635,1.7792,2.2514,1.7135,1.8668,1.3539,1.4790
64890,0.9912,0.7630,1.3414,1.6823,1.9230,2.1857,1.8011,1.8605,1.3790,1.5009
65152,1.1382,0.8912,1.3915,1.7167,1.9668,2.2514,1.9293,1.8699,1.5603,1.5009
65414,0.9224,0.8568,1.3696,1.6729,2.1107,2.0825,1.7698,1.8949,1.4290,1.5103
65676,0.9224,0.8130,1.3352,1.6604,2.1294,2.1513,1.8824,1.8918,1.4822,1.4884
65938,0.8755,0.8099,1.3196,1.6416,2.1544,2.0794,1.8605,1.8761,1.4978,1.4978
66200,0.7755,0.7942,1.4165,1.6510,2.1701,2.1232,1.8824,1.8761,1.3633,1.4759
66462,0.7942,0.8161,1.4509,1.6104,2.1544,2.0794,2.2045,1.8730,1.3852,1.4696
