timestamp,anchor_id,range_front,sigma_front,range_rear,sigma_rear
120.5,4,6.31937,0.02,6.901263,0.02
120.5,5,2.244369,0.02,1.779236,0.02
120.5,6,2.185215,0.02,2.797328,0.02
120.5,7,6.037432,0.02,6.693045,0.02
120.6,0,5.467039,0.02,5.138926,0.02
120.6,1,5.423351,0.02,5.565357,0.02
120.6,2,7.849877,0.02,8.244244,0.02
120.6,3,2.912203,0.02,2.375283,0.02
120.6,4,6.301358,0.02,6.872891,0.02
120.6,5,2.253728,0.02,1.758361,0.02
120.6,6,2.140648,0.02,2.815188,0.02
120.6,7,6.02018,0.02,6.678416,0.02
120.7,0,5.493661,0.02,5.103229,0.02
120.7,1,5.43353,0.02,5.586586,0.02
120.7,2,7.80521,0.02,8.216855,0.02
120.7,3,2.930036,0.02,2.391296,0.02
120.7,4,6.31333,0.02,6.866135,0.02
120.7,5,2.281737,0.02,1.756362,0.02
120.7,6,2.173286,0.02,2.782414,0.02
120.7,7,6.068096,0.02,6.694338,0.02
120.8,0,5.450495,0.02,5.144398,0.02
120.8,1,5.482904,0.02,5.536429,0.02
120.8,2,7.841558,0.02,8.239918,0.02
120.8,3,2.917534,0.02,2.412102,0.02
120.8,4,6.323378,0.02,6.860065,0.02
120.8,5,2.233356,0.02,1.755019,0.02
120.8,6,2.160542,0.02,2.798579,0.02
120.8,7,6.001892,0.02,6.700763,0.02
120.9,0,5.471349,0.02,5.123979,0.02
120.9,1,5.44494,0.02,5.542583,0.02
120.9,2,7.826743,0.02,8.227497,0.02
120.9,3,2.890334,0.02,2.375341,0.02
120.9,4,6.326899,0.02,6.882288,0.02
120.9,5,2.246625,0.02,1.758134,0.02
120.9,6,2.151297,0.02,2.816133,0.02
120.9,7,6.034828,0.02,6.673531,0.02
121.0,0,5.46141,0.02,5.148052,0.02
121.0,1,5.446896,0.02,5.53965,0.02
121.0,2,7.808926,0.02,8.230613,0.02
121.0,3,2.896244,0.02,2.419952,0.02
121.0,4,6.296845,0.02,6.864957,0.02
121.0,5,2.257426,0.02,1.71597,0.02
121.0,6,2.1619,0.02,2.847097,0.02
121.0,7,6.056646,0.02,6.697235,0.02
121.1,0,5.483212,0.02,5.130601,0.02
121.1,1,5.404623,0.02,5.614351,0.02
121.1,2,7.807309,0.02,8.275304,0.02
121.1,3,2.865171,0.02,2.414976,0.02
121.1,4,6.291102,0.02,6.887067,0.02
121.1,5,2.224233,0.02,1.763842,0.02
121.1,6,2.193925,0.02,2.79031,0.02
121.1,7,6.014838,0.02,6.687863,0.02
121.2,0,5.450983,0.02,5.153137,0.02
121.2,1,5.38511,0.02,5.590011,0.02
121.2,2,7.827435,0.02,8.210639,0.02
121.2,3,2.920789,0.02,2.387959,0.02
121.2,4,6.302054,0.02,6.853724,0.02
121.2,5,2.266137,0.02,1.786519,0.02
121.2,6,2.156034,0.02,2.804412,0.02
121.2,7,6.006978,0.02,6.70068,0.02
121.3,0,5.46184,0.02,5.117047,0.02
121.3,1,5.428445,0.02,5.530617,0.02
121.3,2,7.791148,0.02,8.242221,0.02
121.3,3,2.890962,0.02,2.358715,0.02
121.3,4,6.277564,0.02,6.878878,0.02
121.3,5,2.248812,0.02,1.769933,0.02
121.3,6,2.160573,0.02,2.79272,0.02
121.3,7,6.013918,0.02,6.671312,0.02
121.4,0,5.473723,0.02,5.1562,0.02
121.4,1,5.438809,0.02,5.576549,0.02
121.4,2,7.782021,0.02,8.228571,0.02
121.4,3,2.88626,0.02,2.3856,0.02
121.4,4,6.298892,0.02,6.88605,0.02
121.4,5,2.285033,0.02,1.771553,0.02
121.4,6,2.163737,0.02,2.787916,0.02
121.4,7,6.026996,0.02,6.665482,0.02
121.5,0,5.421618,0.02,5.160228,0.02
121.5,1,5.448844,0.02,5.581307,0.02
121.5,2,7.793398,0.02,8.228453,0.02
121.5,3,2.901932,0.02,2.392261,0.02
121.5,4,6.292564,0.02,6.83613,0.02
121.5,5,2.286246,0.02,1.754629,0.02
121.5,6,2.19116,0.02,2.775254,0.02
121.5,7,6.010924,0.02,6.675886,0.02
121.6,0,5.438579,0.02,5.177501,0.02
121.6,1,5.405342,0.02,5.578679,0.02
121.6,2,7.816806,0.02,8.220762,0.02
121.6,3,2.883411,0.02,2.413018,0.02
121.6,4,6.280525,0.02,6.861601,0.02
121.6,5,2.263899,0.02,1.76767,0.02
121.6,6,2.17476,0.02,2.782536,0.02
121.6,7,6.063789,0.02,6.681432,0.02
121.7,0,5.492496,0.02,5.129714,0.02
121.7,1,5.431387,0.02,5.595722,0.02
121.7,2,7.820203,0.02,8.254353,0.02
121.7,3,2.935455,0.02,2.422614,0.02
121.7,4,6.295507,0.02,6.877749,0.02
121.7,5,2.240043,0.02,1.750494,0.02
121.7,6,2.175015,0.02,2.8114,0.02
121.7,7,6.03735,0.02,6.686569,0.02
121.8,0,5.430219,0.02,5.15367,0.02
121.8,1,5.440134,0.02,5.554368,0.02
121.8,2,7.792828,0.02,8.256825,0.02
121.8,3,2.916319,0.02,2.384129,0.02
121.8,4,6.325627,0.02,6.854785,0.02
121.8,5,2.244631,0.02,1.742075,0.02
121.8,6,2.155903,0.02,2.796844,0.02
121.8,7,6.024219,0.02,6.653692,0.02
121.9,0,5.42877,0.02,5.147147,0.02
121.9,1,5.434804,0.02,5.588331,0.02
121.9,2,7.77451,0.02,8.244234,0.02
121.9,3,2.903192,0.02,2.380688,0.02
121.9,4,6.311037,0.02,6.883264,0.02
121.9,5,2.242292,0.02,1.72298,0.02
121.9,6,2.142361,0.02,2.787201,0.02
121.9,7,6.028252,0.02,6.720936,0.02
122.0,0,5.466265,0.02,5.133467,0.02
122.0,1,5.431006,0.02,5.608957,0.02
122.0,2,7.811898,0.02,8.244444,0.02
122.0,3,2.947706,0.02,2.383202,0.02
122.0,4,6.261933,0.02,6.84988,0.02
122.0,5,2.230355,0.02,1.780039,0.02
122.0,6,2.192084,0.02,2.809628,0.02
122.0,7,6.053074,0.02,6.693452,0.02
122.1,0,5.464098,0.02,5.111708,0.02
122.1,1,5.416715,0.02,5.645561,0.02
122.1,2,7.812009,0.02,8.226673,0.02
122.1,3,2.87199,0.02,2.420551,0.02
122.1,4,6.288832,0.02,6.867399,0.02
122.1,5,2.245601,0.02,1.769177,0.02
122.1,6,2.153599,0.02,2.82172,0.02
122.1,7,6.026327,0.02,6.660168,0.02
122.2,0,5.440659,0.02,5.161249,0.02
122.2,1,5.399373,0.02,5.57179,0.02
122.2,2,7.787994,0.02,8.26918,0.02
122.2,3,2.924271,0.02,2.368353,0.02
122.2,4,6.270742,0.02,6.865499,0.02
122.2,5,2.265367,0.02,1.792232,0.02
122.2,6,2.130804,0.02,2.777873,0.02
122.2,7,6.026303,0.02,6.668436,0.02
122.3,0,5.472516,0.02,5.152479,0.02
122.3,1,5.426295,0.02,5.596429,0.02
122.3,2,7.774589,0.02,8.245641,0.02
122.3,3,2.855885,0.02,2.395629,0.02
122.3,4,6.276649,0.02,6.858115,0.02
122.3,5,2.256894,0.02,1.755525,0.02
122.3,6,2.180299,0.02,2.799151,0.02
122.3,7,6.027919,0.02,6.668426,0.02
122.4,0,5.432263,0.02,5.129629,0.02
122.4,1,5.391995,0.02,5.653988,0.02
122.4,2,7.797922,0.02,8.225669,0.02
122.4,3,2.932938,0.02,2.42763,0.02
122.4,4,6.300884,0.02,6.872756,0.02
122.4,5,2.257849,0.02,1.744964,0.02
122.4,6,2.156097,0.02,2.797374,0.02
122.4,7,6.051082,0.02,6.673421,0.02
122.5,0,5.449736,0.02,5.135602,0.02
122.5,1,5.441496,0.02,5.601367,0.02
122.5,2,7.795691,0.02,8.232847,0.02
122.5,3,2.93403,0.02,2.395406,0.02
122.5,4,6.286814,0.02,6.832813,0.02
122.5,5,2.296357,0.02,1.710708,0.02
122.5,6,2.168789,0.02,2.792749,0.02
122.5,7,6.045278,0.02,6.656184,0.02
122.6,0,5.45577,0.02,5.136417,0.02
122.6,1,5.411752,0.02,5.62463,0.02
122.6,2,7.811026,0.02,8.24651,0.02
122.6,3,2.88175,0.02,2.447464,0.02
122.6,4,6.266842,0.02,6.894422,0.02
122.6,5,2.296829,0.02,1.702322,0.02
122.6,6,2.152591,0.02,2.808036,0.02
122.6,7,6.004248,0.02,6.665783,0.02
122.7,0,5.428893,0.02,5.140036,0.02
122.7,1,5.37941,0.02,5.592418,0.02
122.7,2,7.785563,0.02,8.233776,0.02
122.7,3,2.917202,0.02,2.408942,0.02
122.7,4,6.29128,0.02,6.861272,0.02
122.7,5,2.321902,0.02,1.748861,0.02
122.7,6,2.156113,0.02,2.773125,0.02
122.7,7,6.018293,0.02,6.668796,0.02
122.8,0,5.436101,0.02,5.169906,0.02
122.8,1,5.396193,0.02,5.598408,0.02
122.8,2,7.811358,0.02,8.255643,0.02
122.8,3,2.908408,0.02,2.466663,0.02
122.8,4,6.310531,0.02,6.840672,0.02
122.8,5,2.241992,0.02,1.750934,0.02
122.8,6,2.131056,0.02,2.761558,0.02
122.8,7,6.00124,0.02,6.644102,0.02
122.9,0,5.435636,0.02,5.153154,0.02
122.9,1,5.414512,0.02,5.580331,0.02
122.9,2,7.767994,0.02,8.21357,0.02
122.9,3,2.91204,0.02,2.412843,0.02
122.9,4,6.300582,0.02,6.859787,0.02
122.9,5,2.247996,0.02,1.725218,0.02
122.9,6,2.157339,0.02,2.741446,0.02
122.9,7,6.023374,0.02,6.671757,0.02
123.0,0,5.463287,0.02,5.140781,0.02
123.0,1,5.397134,0.02,5.64699,0.02
123.0,2,7.806824,0.02,8.255455,0.02
123.0,3,2.896947,0.02,2.403552,0.02
123.0,4,6.299844,0.02,6.890267,0.02
123.0,5,2.243025,0.02,1.746583,0.02
123.0,6,2.210211,0.02,2.730149,0.02
123.0,7,5.993626,0.02,6.668377,0.02
123.1,0,5.43536,0.02,5.184406,0.02
123.1,1,5.409594,0.02,5.626935,0.02
123.1,2,7.778145,0.02,8.262263,0.02
123.1,3,2.880433,0.02,2.435087,0.02
123.1,4,6.261193,0.02,6.894048,0.02
123.1,5,2.237602,0.02,1.796775,0.02
123.1,6,2.160411,0.02,2.753985,0.02
123.1,7,6.025909,0.02,6.666073,0.02
123.2,0,5.430022,0.02,5.213874,0.02
123.2,1,5.380189,0.02,5.610225,0.02
123.2,2,7.792775,0.02,8.241913,0.02
123.2,3,2.925643,0.02,2.416167,0.02
123.2,4,6.292306,0.02,6.885765,0.02
123.2,5,2.284453,0.02,1.769371,0.02
123.2,6,2.148383,0.02,2.777395,0.02
123.2,7,5.990367,0.02,6.651127,0.02
123.3,0,5.43547,0.02,5.185787,0.02
123.3,1,5.395356,0.02,5.58022,0.02
123.3,2,7.779398,0.02,8.249425,0.02
123.3,3,2.898317,0.02,2.442885,0.02
123.3,4,6.273145,0.02,6.898494,0.02
123.3,5,2.25174,0.02,1.702931,0.02
123.3,6,2.174104,0.02,2.775156,0.02
123.3,7,6.029017,0.02,6.640358,0.02
123.4,0,5.428863,0.02,5.207161,0.02
123.4,1,5.393062,0.02,5.573427,0.02
123.4,2,7.781308,0.02,8.23487,0.02
123.4,3,2.869316,0.02,2.423607,0.02
123.4,4,6.259353,0.02,6.846406,0.02
123.4,5,2.27372,0.02,1.751721,0.02
123.4,6,2.210381,0.02,2.77112,0.02
123.4,7,6.021604,0.02,6.659562,0.02
123.5,0,5.453269,0.02,5.15222,0.02
123.5,1,5.369351,0.02,5.580456,0.02
123.5,2,7.754413,0.02,8.223136,0.02
123.5,3,2.885271,0.02,2.420795,0.02
123.5,4,6.265197,0.02,6.917158,0.02
123.5,5,2.257304,0.02,1.778608,0.02
123.5,6,2.164464,0.02,2.752266,0.02
123.5,7,5.989443,0.02,6.64494,0.02
123.6,0,5.396009,0.02,5.173553,0.02
123.6,1,5.342644,0.02,5.581529,0.02
123.6,2,7.76111,0.02,8.217031,0.02
123.6,3,2.931831,0.02,2.388264,0.02
123.6,4,6.294685,0.02,6.88266,0.02
123.6,5,2.266037,0.02,1.747343,0.02
123.6,6,2.17969,0.02,2.775377,0.02
123.6,7,6.022127,0.02,6.645049,0.02
123.7,0,5.411465,0.02,5.178951,0.02
123.7,1,5.395313,0.02,5.587066,0.02
123.7,2,7.762619,0.02,8.276484,0.02
123.7,3,2.885322,0.02,2.450211,0.02
123.7,4,6.240138,0.02,6.892085,0.02
123.7,5,2.249458,0.02,1.702402,0.02
123.7,6,2.167873,0.02,2.80407,0.02
123.7,7,6.011568,0.02,6.678255,0.02
123.8,0,5.441027,0.02,5.204001,0.02
123.8,1,5.381583,0.02,5.606317,0.02
123.8,2,7.729067,0.02,8.278924,0.02
123.8,3,2.909692,0.02,2.446949,0.02
123.8,4,6.265953,0.02,6.858622,0.02
123.8,5,2.254597,0.02,1.75033,0.02
123.8,6,2.151832,0.02,2.777525,0.02
123.8,7,5.987533,0.02,6.66057,0.02
123.9,0,5.453596,0.02,5.168591,0.02
123.9,1,5.351075,0.02,5.618993,0.02
123.9,2,7.7914,0.02,8.268906,0.02
123.9,3,2.892905,0.02,2.420444,0.02
123.9,4,6.247343,0.02,6.86406,0.02
123.9,5,2.32651,0.02,1.791395,0.02
123.9,6,2.156413,0.02,2.775919,0.02
123.9,7,6.021396,0.02,6.646489,0.02
124.0,0,5.384976,0.02,5.213449,0.02
124.0,1,5.384154,0.02,5.625792,0.02
124.0,2,7.746302,0.02,8.263072,0.02
124.0,3,2.912125,0.02,2.438935,0.02
124.0,4,6.299225,0.02,6.854673,0.02
124.0,5,2.293324,0.02,1.773341,0.02
124.0,6,2.171128,0.02,2.789147,0.02
124.0,7,6.036664,0.02,6.665466,0.02
124.1,0,5.421631,0.02,5.172388,0.02
124.1,1,5.369936,0.02,5.609765,0.02
124.1,2,7.800266,0.02,8.245798,0.02
124.1,3,2.897785,0.02,2.463895,0.02
124.1,4,6.247009,0.02,6.870312,0.02
124.1,5,2.29256,0.02,1.737661,0.02
124.1,6,2.170879,0.02,2.751203,0.02
124.1,7,5.974863,0.02,6.68943,0.02
124.2,0,5.394532,0.02,5.214439,0.02
124.2,1,5.366068,0.02,5.631648,0.02
124.2,2,7.77655,0.02,8.251378,0.02
124.2,3,2.920856,0.02,2.436621,0.02
124.2,4,6.260545,0.02,6.888752,0.02
124.2,5,2.270969,0.02,1.722886,0.02
124.2,6,2.171516,0.02,2.735522,0.02
124.2,7,6.000459,0.02,6.635698,0.02
124.3,0,5.447687,0.02,5.197803,0.02
124.3,1,5.387302,0.02,5.59132,0.02
124.3,2,7.721794,0.02,8.239129,0.02
124.3,3,2.842464,0.02,2.44327,0.02
124.3,4,6.251582,0.02,6.855641,0.02
124.3,5,2.314363,0.02,1.76095,0.02
124.3,6,2.16671,0.02,2.778887,0.02
124.3,7,6.011285,0.02,6.655318,0.02
124.4,0,5.460687,0.02,5.182175,0.02
124.4,1,5.379417,0.02,5.620196,0.02
124.4,2,7.790612,0.02,8.244672,0.02
124.4,3,2.885584,0.02,2.441534,0.02
124.4,4,6.273479,0.02,6.906453,0.02
124.4,5,2.289559,0.02,1.739225,0.02
124.4,6,2.146113,0.02,2.71027,0.02
124.4,7,6.010245,0.02,6.629123,0.02
124.5,0,5.447317,0.02,5.196507,0.02
124.5,1,5.359133,0.02,5.605204,0.02
124.5,2,7.775962,0.02,8.227487,0.02
124.5,3,2.881646,0.02,2.466508,0.02
124.5,4,6.278293,0.02,6.878201,0.02
124.5,5,2.311835,0.02,1.755703,0.02
124.5,6,2.192789,0.02,2.74861,0.02
124.5,7,6.019615,0.02,6.649928,0.02
124.6,0,5.417244,0.02,5.20864,0.02
124.6,1,5.352958,0.02,5.608218,0.02
124.6,2,7.746091,0.02,8.267078,0.02
124.6,3,2.85125,0.02,2.465402,0.02
124.6,4,6.209863,0.02,6.872342,0.02
124.6,5,2.292054,0.02,1.760217,0.02
124.6,6,2.195989,0.02,2.761179,0.02
124.6,7,5.986975,0.02,6.684563,0.02
124.7,0,5.423543,0.02,5.19194,0.02
124.7,1,5.347852,0.02,5.601095,0.02
124.7,2,7.709244,0.02,8.244043,0.02
124.7,3,2.875609,0.02,2.415689,0.02
124.7,4,6.244228,0.02,6.869166,0.02
124.7,5,2.308112,0.02,1.773815,0.02
124.7,6,2.200191,0.02,2.76841,0.02
124.7,7,5.97976,0.02,6.636754,0.02
124.8,0,5.421045,0.02,5.181195,0.02
124.8,1,5.378718,0.02,5.608864,0.02
124.8,2,7.771588,0.02,8.226511,0.02
124.8,3,2.882745,0.02,2.445421,0.02
124.8,4,6.265494,0.02,6.897475,0.02
124.8,5,2.287168,0.02,1.771196,0.02
124.8,6,2.179279,0.02,2.75437,0.02
124.8,7,5.955259,0.02,6.640972,0.02
124.9,0,5.388026,0.02,5.185071,0.02
124.9,1,5.379012,0.02,5.661047,0.02
124.9,2,7.75138,0.02,8.245184,0.02
124.9,3,2.887698,0.02,2.43039,0.02
124.9,4,6.259471,0.02,6.855231,0.02
124.9,5,2.300589,0.02,1.740973,0.02
124.9,6,2.155358,0.02,2.752387,0.02
124.9,7,5.994485,0.02,6.659155,0.02
125.0,0,5.407196,0.02,5.179325,0.02
125.0,1,5.362968,0.02,5.647697,0.02
125.0,2,7.761285,0.02,8.263962,0.02
125.0,3,2.8313,0.02,2.400817,0.02
125.0,4,6.302259,0.02,6.869868,0.02
125.0,5,2.323688,0.02,1.730647,0.02
125.0,6,2.147551,0.02,2.776121,0.02
125.0,7,6.024079,0.02,6.629264,0.02
125.1,0,5.403051,0.02,5.220379,0.02
125.1,1,5.366167,0.02,5.627165,0.02
125.1,2,7.791,0.02,8.260505,0.02
125.1,3,2.882254,0.02,2.454094,0.02
125.1,4,6.254151,0.02,6.870625,0.02
125.1,5,2.29598,0.02,1.74072,0.02
125.1,6,2.16233,0.02,2.756848,0.02
125.1,7,6.008141,0.02,6.689186,0.02
125.2,0,5.396242,0.02,5.194964,0.02
125.2,1,5.353253,0.02,5.641485,0.02
125.2,2,7.753093,0.02,8.235341,0.02
125.2,3,2.885979,0.02,2.432171,0.02
125.2,4,6.231718,0.02,6.84854,0.02
125.2,5,2.333726,0.02,1.755393,0.02
125.2,6,2.153034,0.02,2.759747,0.02
125.2,7,5.993315,0.02,6.66889,0.02
125.3,0,5.412489,0.02,5.182536,0.02
125.3,1,5.360909,0.02,5.679958,0.02
125.3,2,7.739965,0.02,8.264416,0.02
125.3,3,2.91363,0.02,2.509991,0.02
125.3,4,6.235601,0.02,6.883766,0.02
125.3,5,2.301437,0.02,1.711371,0.02
125.3,6,2.157028,0.02,2.794533,0.02
125.3,7,6.018044,0.02,6.678421,0.02
125.4,0,5.439475,0.02,5.222464,0.02
125.4,1,5.3954,0.02,5.597991,0.02
125.4,2,7.761742,0.02,8.273948,0.02
125.4,3,2.858578,0.02,2.471826,0.02
125.4,4,6.272962,0.02,6.860392,0.02
125.4,5,2.300831,0.02,1.699722,0.02
125.4,6,2.190671,0.02,2.755235,0.02
125.4,7,6.022675,0.02,6.618824,0.02
125.5,0,5.421264,0.02,5.214924,0.02
125.5,1,5.315467,0.02,5.629705,0.02
125.5,2,7.747681,0.02,8.240144,0.02
125.5,3,2.861024,0.02,2.44977,0.02
125.5,4,6.251629,0.02,6.847853,0.02
125.5,5,2.293104,0.02,1.752189,0.02
125.5,6,2.197684,0.02,2.755427,0.02
125.5,7,6.014319,0.02,6.656672,0.02
125.6,0,5.413606,0.02,5.235194,0.02
125.6,1,5.336743,0.02,5.666553,0.02
125.6,2,7.732659,0.02,8.230489,0.02
125.6,3,2.911005,0.02,2.486503,0.02
125.6,4,6.217716,0.02,6.883644,0.02
125.6,5,2.303743,0.02,1.724615,0.02
125.6,6,2.151067,0.02,2.742369,0.02
125.6,7,5.991193,0.02,6.644607,0.02
125.7,0,5.405194,0.02,5.238025,0.02
125.7,1,5.357123,0.02,5.647751,0.02
125.7,2,7.709171,0.02,8.28249,0.02
125.7,3,2.880543,0.02,2.478876,0.02
125.7,4,6.254897,0.02,6.90684,0.02
125.7,5,2.346017,0.02,1.691048,0.02
125.7,6,2.191331,0.02,2.739817,0.02
125.7,7,5.991407,0.02,6.639893,0.02
125.8,0,5.398004,0.02,5.216046,0.02
125.8,1,5.299812,0.02,5.658963,0.02
125.8,2,7.725378,0.02,8.224864,0.02
125.8,3,2.900272,0.02,2.439588,0.02
125.8,4,6.245725,0.02,6.863812,0.02
125.8,5,2.313361,0.02,1.744855,0.02
125.8,6,2.174281,0.02,2.757312,0.02
125.8,7,6.024208,0.02,6.651395,0.02
125.9,0,5.397056,0.02,5.224633,0.02
125.9,1,5.313246,0.02,5.630875,0.02
125.9,2,7.735567,0.02,8.257513,0.02
125.9,3,2.873125,0.02,2.486719,0.02
125.9,4,6.213001,0.02,6.872061,0.02
125.9,5,2.313928,0.02,1.743919,0.02
125.9,6,2.167176,0.02,2.771824,0.02
125.9,7,5.997699,0.02,6.648971,0.02
126.0,0,5.397794,0.02,5.237912,0.02
126.0,1,5.313071,0.02,5.621167,0.02
126.0,2,7.714555,0.02,8.224577,0.02
126.0,3,2.85316,0.02,2.473485,0.02
126.0,4,6.230675,0.02,6.874602,0.02
126.0,5,2.345836,0.02,1.744056,0.02
126.0,6,2.157688,0.02,2.784938,0.02
126.0,7,6.015598,0.02,6.619114,0.02
126.1,0,5.389798,0.02,5.234758,0.02
126.1,1,5.345009,0.02,5.656269,0.02
126.1,2,7.717678,0.02,8.258987,0.02
126.1,3,2.870387,0.02,2.477413,0.02
126.1,4,6.229031,0.02,6.878557,0.02
126.1,5,2.285285,0.02,1.724459,0.02
126.1,6,2.17658,0.02,2.736781,0.02
126.1,7,5.984593,0.02,6.623941,0.02
126.2,0,5.369143,0.02,5.186478,0.02
126.2,1,5.355592,0.02,5.643684,0.02
126.2,2,7.743773,0.02,8.287122,0.02
126.2,3,2.884513,0.02,2.508192,0.02
126.2,4,6.250787,0.02,6.881373,0.02
126.2,5,2.310468,0.02,1.709577,0.02
126.2,6,2.193679,0.02,2.782713,0.02
126.2,7,6.024839,0.02,6.618249,0.02
126.3,0,5.360483,0.02,5.249513,0.02
126.3,1,5.363714,0.02,5.638201,0.02
126.3,2,7.75155,0.02,8.270343,0.02
126.3,3,2.888259,0.02,2.469714,0.02
126.3,4,6.27084,0.02,6.880797,0.02
126.3,5,2.319335,0.02,1.773309,0.02
126.3,6,2.184969,0.02,2.744587,0.02
126.3,7,5.954874,0.02,6.591588,0.02
126.4,0,5.371277,0.02,5.204008,0.02
126.4,1,5.338195,0.02,5.661472,0.02
126.4,2,7.714524,0.02,8.280115,0.02
126.4,3,2.871581,0.02,2.489068,0.02
126.4,4,6.224333,0.02,6.836401,0.02
126.4,5,2.341567,0.02,1.733949,0.02
126.4,6,2.167587,0.02,2.773295,0.02
126.4,7,5.984085,0.02,6.615361,0.02
126.5,0,5.408051,0.02,5.227776,0.02
126.5,1,5.342269,0.02,5.643092,0.02
126.5,2,7.730824,0.02,8.254581,0.02
126.5,3,2.852976,0.02,2.465726,0.02
126.5,4,6.24468,0.02,6.864191,0.02
126.5,5,2.300074,0.02,1.757532,0.02
126.5,6,2.163677,0.02,2.767803,0.02
126.5,7,6.014964,0.02,6.667511,0.02
126.6,0,5.429304,0.02,5.219109,0.02
126.6,1,5.343195,0.02,5.672589,0.02
126.6,2,7.735933,0.02,8.276737,0.02
126.6,3,2.870192,0.02,2.475055,0.02
126.6,4,6.22317,0.02,6.844175,0.02
126.6,5,2.309327,0.02,1.740124,0.02
126.6,6,2.169958,0.02,2.760842,0.02
126.6,7,6.031938,0.02,6.644366,0.02
126.7,0,5.361857,0.02,5.260073,0.02
126.7,1,5.289448,0.02,5.612593,0.02
126.7,2,7.761557,0.02,8.266563,0.02
126.7,3,2.874885,0.02,2.462339,0.02
126.7,4,6.260626,0.02,6.877758,0.02
126.7,5,2.334953,0.02,1.772911,0.02
126.7,6,2.173241,0.02,2.728858,0.02
126.7,7,6.022948,0.02,6.662242,0.02
126.8,0,5.368988,0.02,5.217026,0.02
126.8,1,5.318719,0.02,5.631369,0.02
126.8,2,7.731223,0.02,8.21892,0.02
126.8,3,2.873062,0.02,2.479675,0.02
126.8,4,6.259148,0.02,6.870625,0.02
126.8,5,2.321524,0.02,1.734547,0.02
126.8,6,2.210873,0.02,2.758177,0.02
126.8,7,5.997412,0.02,6.670353,0.02
126.9,0,5.392604,0.02,5.222166,0.02
126.9,1,5.346407,0.02,5.651437,0.02
126.9,2,7.719519,0.02,8.265337,0.02
126.9,3,2.846631,0.02,2.509081,0.02
126.9,4,6.221074,0.02,6.822147,0.02
126.9,5,2.313207,0.02,1.73739,0.02
126.9,6,2.158696,0.02,2.749353,0.02
126.9,7,5.979479,0.02,6.654474,0.02
127.0,0,5.392522,0.02,5.223509,0.02
127.0,1,5.338047,0.02,5.58819,0.02
127.0,2,7.705599,0.02,8.296979,0.02
127.0,3,2.855522,0.02,2.498876,0.02
127.0,4,6.245275,0.02,6.826893,0.02
127.0,5,2.309721,0.02,1.746987,0.02
127.0,6,2.218978,0.02,2.678296,0.02
127.0,7,5.983903,0.02,6.597333,0.02
127.1,0,5.387174,0.02,5.269676,0.02
127.1,1,5.303587,0.02,5.627807,0.02
127.1,2,7.72536,0.02,8.313564,0.02
127.1,3,2.884577,0.02,2.479857,0.02
127.1,4,6.244194,0.02,6.873623,0.02
127.1,5,2.352413,0.02,1.689899,0.02
127.1,6,2.182429,0.02,2.730769,0.02
127.1,7,6.023197,0.02,6.665657,0.02
127.2,0,5.402009,0.02,5.212156,0.02
127.2,1,5.319925,0.02,5.670697,0.02
127.2,2,7.727381,0.02,8.249878,0.02
127.2,3,2.831234,0.02,2.467082,0.02
127.2,4,6.202642,0.02,6.866852,0.02
127.2,5,2.36494,0.02,1.745361,0.02
127.2,6,2.165914,0.02,2.781877,0.02
127.2,7,5.982165,0.02,6.626094,0.02
127.3,0,5.375178,0.02,5.234606,0.02
127.3,1,5.3193,0.02,5.657027,0.02
127.3,2,7.754184,0.02,8.257018,0.02
127.3,3,2.864784,0.02,2.477497,0.02
127.3,4,6.229917,0.02,6.870622,0.02
127.3,5,2.322035,0.02,1.714072,0.02
127.3,6,2.172218,0.02,2.736564,0.02
127.3,7,5.97661,0.02,6.621082,0.02
127.4,0,5.363544,0.02,5.231775,0.02
127.4,1,5.278009,0.02,5.654579,0.02
127.4,2,7.707446,0.02,8.255,0.02
127.4,3,2.857787,0.02,2.523969,0.02
127.4,4,6.19863,0.02,6.880381,0.02
127.4,5,2.359712,0.02,1.729959,0.02
127.4,6,2.175304,0.02,2.71145,0.02
127.4,7,5.998639,0.02,6.639872,0.02
127.5,0,5.369626,0.02,5.249571,0.02
127.5,1,5.303785,0.02,5.628126,0.02
127.5,2,7.707348,0.02,8.284104,0.02
127.5,3,2.898134,0.02,2.518384,0.02
127.5,4,6.196179,0.02,6.828073,0.02
127.5,5,2.345499,0.02,1.732916,0.02
127.5,6,2.155889,0.02,2.692163,0.02
127.5,7,6.000251,0.02,6.648291,0.02
127.6,0,5.369296,0.02,5.258189,0.02
127.6,1,5.288975,0.02,5.62099,0.02
127.6,2,7.704702,0.02,8.25936,0.02
127.6,3,2.853242,0.02,2.512476,0.02
127.6,4,6.233241,0.02,6.886542,0.02
127.6,5,2.322182,0.02,1.731763,0.02
127.6,6,2.168809,0.02,2.735576,0.02
127.6,7,5.999472,0.02,6.638229,0.02
127.7,0,5.420378,0.02,5.242196,0.02
127.7,1,5.314352,0.02,5.646602,0.02
127.7,2,7.691512,0.02,8.248022,0.02
127.7,3,2.858683,0.02,2.52519,0.02
127.7,4,6.189615,0.02,6.865477,0.02
127.7,5,2.335924,0.02,1.748068,0.02
127.7,6,2.186822,0.02,2.689836,0.02
127.7,7,6.03399,0.02,6.613103,0.02
127.8,0,5.339401,0.02,5.253375,0.02
127.8,1,5.315762,0.02,5.676363,0.02
