timestamp,Da3_t1,Da3_t2,Da6_t1,Da6_t2,Da7_t1,Da7_t2,Da8_t1,Da8_t2,Da9_t1,Da9_t2
6639,1.6385,1.6948,0.9193,1.2601,1.4978,1.0631,2.1169,1.8824,0.9818,0.8255
6901,1.6479,1.7104,0.9412,1.2758,1.4759,1.0225,2.1388,1.8199,0.9756,0.7974
7163,1.6416,1.7292,0.9412,1.2914,1.4759,1.0256,2.1232,1.8355,0.9506,0.8161
7425,1.6604,1.7511,0.9475,1.3164,1.4290,1.0788,2.1169,1.8136,0.9224,0.7942
7687,1.6635,1.7636,0.9850,1.3539,1.4352,0.9443,2.1138,1.8011,0.9037,0.7942
7949,1.6573,1.7886,1.0162,1.3821,1.4165,1.0256,2.0794,1.7667,0.8880,0.8224
8211,1.6979,1.7886,1.0100,1.2914,1.3977,1.0037,2.0794,1.8324,0.9068,0.8161
8473,1.6917,1.8261,1.0350,1.3977,1.3633,0.9850,2.0544,1.8136,0.9131,0.8099
8735,1.6979,1.8480,1.0694,1.4259,1.3790,0.9725,2.0481,1.8011,0.8849,0.8224
8997,1.7042,1.8574,1.0882,1.3852,1.3633,0.9568,2.0106,1.7730,0.8662,0.8255
9259,1.7104,1.8511,1.1007,1.4509,1.3383,0.9412,2.0231,1.8543,0.6942,0.7942
9521,1.7323,1.8417,1.1007,1.5134,1.3039,0.9256,2.0387,1.8449,0.7223,0.8067
9783,1.7354,1.8699,1.1194,1.4696,1.3133,0.9037,2.0262,1.7229,0.7411,0.7880
10045,1.7323,1.8887,1.1413,1.4696,1.2977,0.8880,2.0294,1.8167,0.8662,0.8224
10307,1.7667,1.9199,1.1507,1.5322,1.2476,0.8505,2.0043,1.8761,0.9193,0.7880
10569,1.7479,1.9356,1.1163,1.5478,1.2164,0.8474,1.9856,1.8105,0.9162,0.7755
10831,1.8105,1.9137,1.1976,1.5416,1.1914,0.8067,1.9731,1.7636,0.8974,0.8036
11093,1.8042,1.9356,1.2164,1.5572,1.1882,0.7942,1.9981,1.8949,0.8974,0.8192
11355,1.8042,1.9449,1.2039,1.5978,1.1726,0.7817,1.9856,1.7980,0.8724,0.8411
11617,1.8386,1.9449,1.2289,1.5603,1.1663,0.8099,1.9793,1.7479,0.9005,0.8349
11879,1.8699,1.9418,1.2727,1.5978,1.1132,0.7786,1.9481,1.8199,0.8755,0.8255
12141,1.8449,1.9668,1.2789,1.5916,1.0631,0.7442,1.9418,1.7386,0.8693,0.8630
12403,1.8668,1.9856,1.3102,1.6260,1.0694,0.7223,1.9293,1.7980,0.8568,0.8286
12665,1.8730,1.9950,1.3070,1.6354,1.0694,0.7473,1.9262,1.8543,0.8380,0.8411
12927,1.8761,2.0200,1.2977,1.6385,1.0694,0.7067,1.8980,1.6135,0.8380,0.8318
13189,1.8980,2.0075,1.3508,1.6291,1.0225,0.6817,1.8980,1.8511,0.8036,0.8505
13451,1.9012,2.0544,1.3633,1.6573,1.0319,0.6879,1.8855,1.8793,0.8130,0.8349
13713,1.9387,2.0512,1.3821,1.6823,1.0256,0.6504,1.8887,1.6416,0.8755,0.8349
13975,1.9512,2.0575,1.4009,1.6885,0.9975,0.6348,1.8761,1.9543,0.8505,0.8630
14237,1.9606,2.0356,1.3696,1.6791,1.0100,0.6629,1.8105,2.0481,0.8818,0.8693
14499,1.9481,2.0763,1.4259,1.7073,0.9787,0.6254,1.8574,1.5572,0.8787,0.8443
14761,1.9324,2.1044,1.4071,1.7417,0.9912,0.6223,1.8261,1.8042,0.8662,0.8755
15023,1.9762,2.0919,1.3790,1.7604,0.9756,0.6160,1.8543,1.4603,0.8568,0.8880
15285,1.9856,2.1200,1.4446,1.7917,0.9818,0.6223,1.8730,1.5978,0.8318,0.9099
15547,1.9887,2.1263,1.4947,1.8167,0.9725,0.5941,1.8480,1.5165,0.8568,0.9162
15809,2.0043,2.1482,1.4571,1.8511,0.9287,0.5722,1.8543,1.5072,0.8474,0.9099
16071,1.9950,2.1544,1.4822,1.8824,0.9381,0.5879,1.8511,1.6291,0.8443,0.9256
16333,2.0169,2.2076,1.4915,1.8605,0.8912,0.5566,1.8417,1.4915,0.8349,0.9443
16595,2.0450,2.1920,1.5040,1.8949,0.9131,0.5628,1.8449,1.5760,0.8318,0.9537
16857,2.0356,2.2170,1.5384,1.9074,0.9068,0.5441,1.8480,1.5353,0.8411,0.9162
17119,2.0450,2.2608,1.5728,1.9199,0.8880,0.5441,1.8292,1.5947,0.8568,0.9193
17381,2.0638,2.2357,1.5572,1.9168,0.8787,0.4878,1.8386,1.8511,0.8318,0.9725
17643,2.0825,2.2639,1.5697,1.9230,0.8974,0.4909,1.8449,1.9293,0.8662,0.9506
17905,2.0888,2.2357,1.5760,1.9137,0.8974,0.4722,1.8417,1.8543,0.8505,0.9318
18167,2.0825,2.2389,1.5885,1.9199,0.8662,0.4878,1.8199,1.8230,0.8630,0.9506
18429,2.1075,2.2357,1.6041,1.8668,0.8880,0.4847,1.8699,1.7479,0.8787,0.9256
18691,2.1263,2.2201,1.6197,1.8949,0.8380,0.5066,1.8167,1.7167,0.8849,0.9443
18953,2.1325,2.2545,1.6166,1.8668,0.8755,0.4941,1.8011,1.6510,0.9068,0.9287
19215,2.1669,2.2514,1.6385,1.8855,0.8505,0.4722,1.7980,1.6510,0.9162,0.9381
19477,2.1607,2.2826,1.6604,1.9199,0.8411,0.4534,1.7855,1.6573,0.9099,0.9256
19739,2.2170,2.2451,1.6573,1.9168,0.8411,0.4628,1.7792,1.5947,0.9037,0.9256
20001,2.1732,2.2826,1.6823,1.9230,0.8380,0.4847,1.7980,1.5760,0.9537,0.9475
20263,2.1701,2.2889,1.6885,1.9356,0.8192,0.4628,1.8074,1.5416,0.9381,0.9631
20525,2.1763,2.2482,1.6698,1.9168,0.8318,0.4659,1.7855,1.5635,0.9412,0.9412
20787,2.1732,2.2545,1.6666,1.9387,0.8036,0.4722,1.7948,1.5572,0.9287,0.9600
21049,2.1826,2.2514,1.6823,1.9324,0.8349,0.4534,1.8105,1.5603,0.9850,0.9349
21311,2.1795,2.2576,1.6791,1.9137,0.8036,0.4941,1.7980,1.5916,0.9662,0.9131
21573,2.1544,2.2826,1.6948,1.9137,0.8192,0.4847,1.8199,1.6010,0.9631,0.9381
21835,2.1607,2.2858,1.6760,1.8918,0.8099,0.4628,1.8136,1.6010,0.9818,0.9568
22097,2.1669,2.2639,1.7010,1.8793,0.7880,0.4315,1.7823,1.5822,0.9912,0.9193
22359,2.2138,2.2889,1.7135,1.8543,0.7786,0.4159,1.8074,1.5635,0.9818,0.9381
22621,2.2420,2.2826,1.7354,1.9199,0.7379,0.4128,1.7761,1.5822,0.9756,0.9412
22883,2.2576,2.3014,1.7479,1.9606,0.7411,0.3784,1.7573,1.5572,0.9568,0.9318
23145,2.2389,2.3389,1.7448,1.9668,0.7286,0.3721,1.7792,1.5541,0.9725,0.9537
23407,2.2545,2.3452,1.7354,1.9950,0.7192,0.4002,1.7573,1.5384,0.9568,0.9506
23669,2.2232,2.2889,1.7823,1.9074,0.6879,0.3721,1.7292,1.4947,1.0162,0.9443
23931,2.2795,2.3045,1.8324,1.9825,0.6660,0.4159,1.7073,1.4509,1.0413,0.9475
24193,2.3108,2.2795,1.8136,2.0387,0.6535,0.3565,1.7042,1.4947,1.0288,0.9443
24455,2.3108,2.2389,1.8480,1.9449,0.6223,0.4002,1.6760,1.5103,1.0663,0.9412
24717,2.2733,2.2670,1.8824,1.9606,0.6129,0.4065,1.6885,1.5197,1.0475,0.9381
24979,2.2639,2.2138,1.8949,1.9262,0.6004,0.4002,1.7073,1.4540,1.0694,0.9600
25241,2.2608,2.2295,1.8949,1.9356,0.5628,0.4440,1.6635,1.4134,1.0506,0.9381
25503,2.3170,2.1513,1.9074,1.9230,0.5535,0.4096,1.6416,1.4071,1.0475,0.9287
25765,2.3045,2.1576,1.9137,1.9262,0.5566,0.4253,1.6479,1.4540,1.0381,0.9631
26027,2.2670,2.1701,1.9105,1.9230,0.5441,0.4284,1.6260,1.3508,1.0506,0.9568
26289,2.3764,2.1044,1.9324,1.9481,0.5128,0.3971,1.5791,1.2539,1.0600,0.9537
26551,2.3483,2.0638,1.9356,1.9637,0.4972,0.4471,1.5947,1.2320,1.0506,0.9443
26813,2.3702,2.1357,1.9637,1.9762,0.4815,0.4565,1.6072,1.2601,1.0569,0.9631
27075,2.3264,2.1325,1.9668,1.9637,0.5003,0.4378,1.5509,1.2820,1.0350,0.9443
27337,2.3202,2.0982,1.9230,1.9606,0.5128,0.4534,1.5666,1.2789,1.0381,0.8974
27599,2.3108,2.1169,1.9324,1.9606,0.4628,0.4722,1.5353,1.1632,1.0037,0.8974
27861,2.3483,2.0481,2.0012,1.9668,0.4597,0.4284,1.5228,1.2132,1.0413,0.9037
28123,2.3170,2.0075,2.0231,1.9637,0.4503,0.4471,1.4978,1.1632,1.0194,0.8974
28385,2.2889,2.0043,2.0325,1.9950,0.4503,0.4847,1.4728,1.2727,0.9850,0.8662
28647,2.2826,2.0450,2.0450,2.0200,0.4315,0.5159,1.4571,1.2132,1.0006,0.8599
28909,2.2576,2.0200,2.0763,2.0512,0.4440,0.4847,1.4696,1.3039,0.9944,0.8380
29171,2.2389,2.0481,2.1075,2.0606,0.4534,0.4847,1.4603,1.2852,1.0131,0.8536
29433,2.2670,2.0043,2.0856,2.0575,0.4378,0.5128,1.4478,1.3727,0.9850,0.8662
29695,2.2639,2.0075,2.0231,2.1200,0.4409,0.5441,1.4415,1.3133,0.9850,0.8599
29957,2.2201,1.9668,2.0075,2.0450,0.4784,0.5159,1.4196,1.2852,0.9537,0.8630
30219,2.2170,1.9950,2.0137,2.0450,0.4847,0.5316,1.4290,1.1632,0.9568,0.8724
30481,2.2045,2.0262,2.0481,2.0638,0.4878,0.5316,1.3883,1.0975,0.9568,0.8411
30743,2.1701,1.9856,2.0325,2.0294,0.4847,0.5284,1.3821,0.9568,0.9725,0.8662
31005,2.2357,1.9230,2.0638,2.0075,0.4909,0.5566,1.4165,0.8255,0.9224,0.8787
31267,2.1951,1.9324,2.0669,1.9668,0.4597,0.5660,1.3790,0.7567,0.9537,0.8536
31529,2.2138,1.9199,2.3139,1.9762,0.5066,0.5566,1.3758,1.3665,0.9318,0.8974
31791,2.1294,1.9324,2.4577,2.0012,0.5128,0.5785,1.3883,1.5040,0.9287,0.8599
32053,2.1701,1.9731,1.9699,1.9699,0.5284,0.5597,1.3414,1.4509,0.9224,0.8349
32315,2.1451,1.9481,1.9199,1.9699,0.5284,0.5972,1.3508,1.3821,0.9631,0.8036
32577,2.1357,1.8949,2.0012,1.9887,0.5410,0.6191,1.3164,1.2945,0.8849,0.8380
32839,2.1451,1.9262,1.9731,1.9950,0.5566,0.6285,1.3070,1.2508,0.9068,0.8286
33101,2.0919,1.9199,1.9637,2.0043,0.5691,0.6191,1.3039,1.1601,0.8818,0.8693
33363,2.0669,1.9418,1.9574,2.0481,0.5972,0.6473,1.3321,1.1476,0.8818,0.8724
33625,2.0669,1.9293,1.9668,2.0200,0.5816,0.6223,1.2820,1.1101,0.8818,0.8912
33887,2.0982,1.9199,1.9887,2.0262,0.6035,0.6692,1.2883,1.1163,0.8912,0.8974
34149,2.0982,1.9324,1.9481,2.0481,0.5378,0.7098,1.2914,1.1069,0.8880,0.9506
34411,2.0794,1.9199,1.9950,2.0856,0.5785,0.6910,1.2508,1.0538,0.8568,0.9443
34673,2.0262,1.9293,1.9512,2.0856,0.6004,0.7036,1.2414,1.0381,0.8849,0.9318
34935,2.0982,1.8230,1.8668,2.1232,0.5847,0.7379,1.1882,1.0413,0.8943,0.8818
35197,2.0606,1.7573,1.9606,2.1576,0.5253,0.8005,1.1757,1.0256,0.9506,0.8036
35459,2.0200,1.8511,1.9762,1.9543,0.6348,0.8630,1.1601,1.0600,0.9443,0.8005
35721,1.9981,1.7948,1.9699,1.8887,0.6223,0.8349,1.1663,1.0444,0.9475,0.8005
35983,2.0450,1.7261,1.9887,1.8855,0.6160,0.8411,1.1351,0.9912,0.9537,0.8161
36245,2.0356,1.7667,1.9637,1.8543,0.6129,0.8568,1.1288,1.0694,0.9349,0.8067
36507,2.0325,1.7855,1.8980,1.8918,0.6410,0.8849,1.0850,1.0288,0.9537,0.8130
36769,2.0575,1.7698,1.9543,1.8511,0.6598,0.9005,1.0819,1.0413,0.9662,0.7723
37031,2.0106,1.7573,1.9825,1.7823,0.6504,0.8974,1.0975,1.0538,0.9568,0.7817
37293,2.0169,1.7198,2.0137,1.7667,0.7004,0.8599,1.0631,1.1413,0.9631,0.7880
37555,2.0512,1.7042,2.0294,1.7761,0.7036,0.8912,1.0788,1.0944,0.9756,0.7849
37817,2.0106,1.6479,2.0700,1.7198,0.6692,0.9131,1.0725,1.0882,0.9850,0.7911
38079,2.0294,1.5322,1.9762,1.6854,0.7317,0.9162,1.0569,1.1413,0.9443,0.8255
38341,2.0919,1.7386,2.0575,1.6854,0.7067,0.9349,1.0944,1.1382,0.9631,0.7880
38603,2.1013,1.5384,2.0325,1.6510,0.7317,0.9193,1.0663,1.1507,0.9725,0.7942
38865,2.1138,1.5509,1.9918,1.6479,0.7411,0.9537,1.0850,1.1663,0.9381,0.7880
39127,2.1200,1.5978,1.9981,1.6510,0.7348,0.9412,1.0569,1.1444,0.9287,0.8130
39389,2.1138,1.4478,1.9449,1.6291,0.7942,0.9818,1.1194,1.1507,0.9162,0.7661
39651,2.1669,1.3446,1.9512,1.6072,0.8099,0.9537,1.0600,1.1695,0.9537,0.7505
39913,2.2076,1.4352,1.9293,1.6010,0.8349,0.9600,1.0944,1.2007,0.9349,0.7880
40175,2.1325,1.4790,1.8918,1.5791,0.7786,0.9443,1.1163,1.2007,0.9193,0.7442
40437,2.1482,1.5259,1.8980,1.5728,0.8443,0.9725,1.0319,1.2508,0.8943,0.7630
40699,2.1451,1.4759,1.8668,1.5291,0.8943,0.9881,1.0944,1.2383,0.8599,0.7348
40961,2.0700,1.4853,1.8261,1.5228,0.9037,1.0162,1.0381,1.2945,0.8880,0.7286
41223,2.0669,1.4853,1.8449,1.5228,0.9068,1.0256,1.0975,1.3196,0.8568,0.7536
41485,2.0700,1.4790,1.8480,1.5416,0.9600,1.0319,1.0850,1.3133,0.8974,0.7286
41747,2.0450,1.4352,1.7604,1.4790,0.9349,1.0288,1.0819,1.3070,0.8693,0.7379
42009,1.9793,1.4196,1.7573,1.4759,0.9443,1.0725,1.1007,1.3633,0.8755,0.7505
42271,1.9950,1.4321,1.8011,1.4446,0.9287,1.0913,1.1069,1.3633,0.8630,0.7348
42533,1.9981,1.4509,1.7417,1.4634,0.9787,1.1007,1.0694,1.3977,0.8349,0.7598
42795,1.9856,1.4321,1.7417,1.4352,0.9944,1.0975,1.1288,1.4102,0.8880,0.7286
43057,1.9918,1.3758,1.7261,1.3946,0.9818,1.1319,1.1413,1.4196,0.8411,0.7411
43319,1.9825,1.3821,1.7448,1.4134,0.9787,1.1695,1.1538,1.4478,0.8693,0.7411
43581,1.9512,1.3821,1.7229,1.3915,0.9756,1.1851,1.1194,1.3946,0.8599,0.7473
43843,1.9481,1.3571,1.7167,1.3821,0.9944,1.1695,1.1538,1.4446,0.8443,0.7723
44105,1.8949,1.2727,1.6510,1.3352,1.0037,1.1820,1.1632,1.4446,0.8693,0.7223
44367,1.8386,1.3102,1.6760,1.3289,0.9725,1.1851,1.1820,1.4352,0.8349,0.7411
44629,1.8261,1.2727,1.6854,1.3383,1.0319,1.1788,1.1476,1.4665,0.8349,0.7473
44891,1.5916,1.2320,1.6479,1.3321,1.0538,1.1663,1.1820,1.4446,0.8505,0.7379
45153,1.6510,1.2070,1.6135,1.3039,1.0882,1.1663,1.2257,1.4227,0.8568,0.7317
45415,1.5885,1.1695,1.6573,1.2977,1.0663,1.2289,1.1820,1.5165,0.8630,0.7442
45677,1.6166,1.1570,1.5572,1.2727,1.1163,1.2664,1.2758,1.5228,0.8787,0.7692
45939,1.6135,1.1976,1.6104,1.2883,1.1257,1.2727,1.2414,1.5165,0.8724,0.7567
46201,1.5978,1.1601,1.6072,1.2445,1.1413,1.2445,1.2226,1.5103,0.8630,0.7849
46463,1.5447,1.1851,1.5822,1.2445,1.1288,1.2601,1.2601,1.5885,0.8693,0.8130
46725,1.5635,1.1319,1.5635,1.2101,1.1132,1.2914,1.3164,1.5916,0.8443,0.8224
46987,1.5509,1.1288,1.5572,1.2070,1.1570,1.3039,1.3133,1.5885,0.8505,0.8349
47249,1.5416,1.1351,1.5322,1.1570,1.1476,1.3508,1.3039,1.6072,0.8505,0.7786
47511,1.5040,1.1226,1.5134,1.1476,1.1601,1.3321,1.3446,1.6104,0.8286,0.7223
47773,1.5072,1.1007,1.4884,1.1319,1.1632,1.3790,1.3070,1.6291,0.8380,0.6129
48035,1.4884,1.0788,1.4822,1.0913,1.1914,1.4040,1.3383,1.6166,0.8411,1.1601
48297,1.4321,1.0882,1.4509,1.1132,1.1601,1.4384,1.3790,1.6354,0.8318,1.1601
48559,1.4509,1.0288,1.4352,1.0757,1.1976,1.4352,1.3446,1.6416,0.8349,1.1226
48821,1.4540,1.0725,1.3883,1.0944,1.2101,1.3946,1.3446,1.6573,0.8380,1.0631
49083,1.3821,1.0131,1.3758,1.0631,1.1788,1.4478,1.3477,1.6322,0.8380,1.0319
49345,1.3915,1.0162,1.3915,1.0506,1.2257,1.4478,1.3852,1.6666,0.8568,1.0444
49607,1.3133,0.9787,1.3727,1.0506,1.2508,1.4634,1.3790,1.6479,0.8380,1.0006
49869,1.3102,0.9725,1.3539,1.0350,1.2570,1.4696,1.3883,1.7010,0.8505,0.9912
50131,1.3039,0.9662,1.3321,1.0381,1.2852,1.4790,1.4290,1.7198,0.8411,1.0194
50393,1.2977,0.9224,1.3258,0.9850,1.2945,1.4947,1.4384,1.7573,0.8474,1.0131
50655,1.2977,0.9412,1.3164,1.0069,1.3070,1.5322,1.4540,1.7135,0.8443,1.0069
50917,1.2945,0.9224,1.2789,1.0037,1.3196,1.5322,1.4696,1.7980,0.8474,1.0225
51179,1.2508,0.9256,1.2727,0.9881,1.3289,1.5447,1.4759,1.7917,0.8318,1.0350
51441,1.2758,0.9005,1.2758,0.9600,1.3508,1.5541,1.4603,1.8042,0.8161,1.0069
51703,1.2789,0.8943,1.2351,0.9412,1.3008,1.5572,1.5134,1.8136,0.8067,1.0288
51965,1.2132,0.8849,1.2320,0.9131,1.3446,1.5853,1.4915,1.8167,0.8192,1.0288
52227,1.2007,0.8568,1.2132,0.9412,1.3696,1.6104,1.5384,1.8668,0.8380,1.0413
52489,1.2101,0.8161,1.2132,0.9287,1.3758,1.6229,1.5353,1.8605,0.8224,1.0538
52751,1.2007,0.8286,1.2007,0.9537,1.4196,1.6541,1.4884,1.8511,0.8349,1.0538
53013,1.2007,0.8318,1.1882,0.9131,1.4134,1.6791,1.5384,1.8887,0.8161,1.0663
53275,1.1069,0.7849,1.1695,0.9193,1.4102,1.7261,1.5384,1.8949,0.8474,1.0725
53537,1.0788,0.8255,1.1257,0.9631,1.3977,1.7479,1.5541,1.9074,0.8787,1.0850
53799,1.0757,0.8130,1.1007,0.9068,1.4071,1.7604,1.5916,1.8324,0.8943,1.0882
54061,1.0757,0.7786,1.0975,0.9412,1.4165,1.7761,1.6041,1.8761,0.9162,1.1101
54323,1.1069,0.6973,1.0850,0.9662,1.4446,1.7980,1.6229,1.8824,0.9506,1.1038
54585,1.0819,0.7379,1.0850,0.9349,1.4321,1.7698,1.5885,1.9105,0.9662,1.1069
54847,1.0944,0.6379,1.0819,0.9568,1.4446,1.8136,1.6260,1.8668,0.9881,1.1319
55109,1.0506,0.8599,1.0569,0.9193,1.3883,1.7698,1.6354,1.8074,1.0725,1.1788
55371,1.0288,0.8036,1.0538,1.0381,1.4509,1.7636,1.6229,1.8105,1.2727,1.1507
55633,0.9944,0.7505,0.9881,1.0506,1.4665,1.7417,1.6885,1.8136,0.8318,1.1851
55895,0.9818,0.7817,0.9631,1.0569,1.4822,1.7229,1.7042,1.8074,0.9537,1.2101
56157,0.9568,0.7442,0.9693,1.1226,1.4978,1.7448,1.6979,1.8386,0.9850,1.1882
56419,0.9631,0.7473,0.9850,1.2070,1.5228,1.7292,1.7479,1.8042,0.9631,1.1288
56681,0.9287,0.7192,0.9944,1.1820,1.5697,1.7354,1.7417,1.7823,1.0006,1.1038
56943,0.8880,0.7411,0.9475,1.1444,1.5635,1.7198,1.7698,1.7886,1.0694,1.1194
57205,0.8849,0.7223,0.9818,1.1413,1.5322,1.7135,1.7636,1.7292,1.0882,1.1132
57467,0.8755,0.7505,0.9631,1.1257,1.5760,1.7167,1.7354,1.7792,1.0288,1.1538
57729,0.8505,0.7317,0.9756,1.1788,1.5791,1.7198,1.7261,1.7573,1.0006,1.1132
57991,0.8411,0.7442,0.9600,1.1945,1.6229,1.7323,1.7636,1.7417,1.0194,1.1194
58253,0.7379,0.7411,0.9944,1.2257,1.6385,1.6885,1.7104,1.7542,1.0162,1.1257
58515,0.7161,0.7505,1.0162,1.2383,1.6104,1.6917,1.7323,1.7479,1.0319,1.1601
58777,0.6754,0.7254,1.0225,1.2320,1.6510,1.6917,1.7135,1.7573,1.0288,1.1601
59039,0.6473,0.7536,1.0538,1.2539,1.6479,1.7417,1.7323,1.7542,1.0288,1.2132
59301,0.6441,0.7598,1.0694,1.2601,1.6229,1.8292,1.7198,1.7542,1.0663,1.2383
59563,0.6973,0.7880,1.0850,1.2070,1.6510,1.7886,1.7229,1.7448,1.0381,1.2508
59825,0.9975,0.7254,1.1007,1.3039,1.6416,1.8761,1.7354,1.7104,1.0256,1.2195
60087,0.9412,0.7505,1.0788,1.3008,1.6666,1.8324,1.7167,1.7667,1.0788,1.2414
60349,0.9787,0.7974,1.0882,1.3196,1.6604,1.8543,1.7323,1.7761,1.0475,1.2789
60611,0.8974,0.8474,1.1226,1.3227,1.6322,1.8511,1.7198,1.7386,1.0913,1.2570
60873,0.9287,0.9381,1.0725,1.3289,1.6729,1.8449,1.7448,1.7417,1.0757,1.2883
61135,0.9256,1.1101,1.0975,1.3539,1.6573,1.8386,1.7698,1.7698,1.0850,1.2977
61397,0.9037,1.1226,1.1820,1.3602,1.6791,1.8011,1.7573,1.7636,1.1288,1.2945
61659,0.9256,1.2883,1.1601,1.3727,1.6510,1.8636,1.7636,1.7823,1.1132,1.3227
61921,0.8318,1.0131,1.1726,1.4071,1.6541,1.9012,1.7323,1.7573,1.1132,1.3289
62183,0.9005,0.9818,1.1788,1.4290,1.6729,1.9887,1.7667,1.8105,1.1194,1.3446
62445,0.8536,0.7755,1.1976,1.3633,1.6041,1.9199,1.7511,1.7886,1.1101,1.3446
62707,0.8974,0.8443,1.2195,1.3977,1.6510,1.9262,1.7479,1.7511,1.1382,1.3477
62969,0.9068,0.7067,1.2195,1.4509,1.7135,1.9418,1.7698,1.7761,1.1288,1.3633
63231,0.8662,0.7473,1.2508,1.4509,1.7167,1.9606,1.7917,1.8011,1.1820,1.3727
63493,0.9131,0.8099,1.2570,1.4696,1.6385,1.9856,1.7417,1.8074,1.1945,1.3633
63755,0.8662,0.8411,1.2414,1.4947,1.6854,1.9230,1.7636,1.8449,1.2007,1.4290
64017,0.9131,0.8974,1.2633,1.5134,1.6729,1.9105,1.8011,1.8230,1.2101,1.4415
64279,0.8880,0.8192,1.2883,1.4822,1.6229,1.9762,1.7542,1.8136,1.2852,1.4134
64541,0.9475,0.8036,1.2914,1.5134,1.5853,2.0169,1.8074,1.8292,1.2539,1.4352
64803,0.8943,0.8787,1.3070,1.5384,1.6510,2.0950,1.8449,1.8105,1.2664,1.4634
65065,0.8318,0.9068,1.3227,1.5572,1.6823,2.1138,1.8199,1.8324,1.2820,1.4603
65327,0.7223,0.8318,1.3508,1.5541,1.7261,2.1138,1.8511,1.8574,1.3821,1.4884
65589,0.8286,0.8630,1.3602,1.5635,1.7698,2.1263,1.8386,1.8668,1.3227,1.5040
65851,0.9037,0.8192,1.3070,1.5416,1.7823,2.1482,1.8261,1.8574,1.3758,1.5197
66113,0.9037,0.8036,1.3164,1.5603,1.7855,2.1357,1.8167,1.8386,1.3758,1.5040
66375,0.8568,0.8599,1.3008,1.5853,1.8199,2.1169,1.8230,1.8511,1.3227,1.5165
66637,0.9068,0.8067,1.3289,1.5572,1.7886,2.1513,1.8167,1.8480,1.3758,1.5072
66899,0.5785,0.8662,1.3196,1.5666,1.8449,2.1920,1.8136,1.8261,1.3508,1.4915
67161,0.9224,0.8005,1.3227,1.5416,1.7855,2.1075,1.8105,1.8105,1.3321,1.4853
67423,0.6285,0.8630,1.3227,1.5541,1.8261,2.1263,1.8011,1.8511,1.3727,1.4884
67685,0.8599,0.8943,1.3258,1.5603,1.7667,2.0825,1.8355,1.8386,1.3539,1.4790
67947,0.8536,0.8849,1.3321,1.5416,1.7542,2.1451,1.8511,1.8417,1.3696,1.4884
68209,0.8662,0.8818,1.3258,1.5697,1.7948,2.0669,1.8199,1.8386,1.3352,1.4790
