timestamp,Da3_t1,Da3_t2,Da6_t1,Da6_t2,Da7_t1,Da7_t2,Da8_t1,Da8_t2,Da9_t1,Da9_t2
68471,0.8849,1.2883,1.3477,1.5478,1.7980,2.1325,1.8042,1.8230,1.4040,1.4728
68733,0.7817,0.8474,1.3196,1.5666,1.7698,2.1482,1.8105,1.8449,1.3414,1.4696
68995,0.8130,1.1507,1.3321,1.5666,1.7823,2.0919,1.8167,1.8574,1.3727,1.4853
69257,0.7911,1.1382,1.3321,1.5572,1.7980,2.1294,1.8136,1.8292,1.3414,1.4696
69519,0.8755,0.8974,1.3321,1.5541,1.8105,2.1325,1.8199,1.8324,1.3446,1.4822
69781,0.8036,0.8880,1.3508,1.5541,1.8042,2.1669,1.8230,1.8574,1.3539,1.4853
70043,0.7974,0.9631,1.3446,1.5478,1.7761,2.0731,1.8417,1.8324,1.3321,1.4915
70305,0.7849,0.6535,1.3196,1.5572,1.7855,2.1107,1.8230,1.8324,1.3852,1.4884
70567,0.8286,0.8130,1.3352,1.5384,1.8136,2.1044,1.8261,1.8574,1.3571,1.4884
70829,0.7411,0.8568,1.3133,1.5760,1.7855,2.1075,1.8136,1.8449,1.3039,1.4978
71091,0.8192,0.8130,1.3289,1.5509,1.8543,2.0950,1.8324,1.8511,1.3883,1.4634
71353,0.8474,0.8880,1.3164,1.5509,1.7604,2.0794,1.8105,1.8261,1.3383,1.4884
71615,0.8286,0.8286,1.3352,1.5635,1.7511,2.1138,1.8199,1.8543,1.3915,1.4884
71877,0.8818,0.8224,1.3227,1.5322,1.7573,2.1138,1.8324,1.8449,1.3602,1.4978
72139,0.8036,0.8192,1.3289,1.5509,1.7636,2.1044,1.8230,1.8324,1.3321,1.4822
72401,0.7880,0.8536,1.3258,1.5322,1.7573,2.1013,1.8042,1.8417,1.3133,1.4790
72663,0.8036,0.8474,1.3164,1.5259,1.7636,2.1013,1.8074,1.8417,1.3352,1.4759
72925,0.8286,0.8724,1.3289,1.5416,1.7479,2.0888,1.8261,1.8324,1.3602,1.4915
73187,0.7692,0.8161,1.3321,1.5822,1.7636,2.0919,1.8261,1.8230,1.3414,1.4790
73501,0.7692,0.8443,1.3414,1.5635,1.7542,2.1044,1.8324,1.8324,1.3227,1.4759
73763,0.8099,0.8130,1.3258,1.5384,1.7386,2.1044,1.8105,1.8386,1.3258,1.4853
74025,0.7911,0.8286,1.3258,1.5666,1.7823,2.1107,1.8292,1.8167,1.3352,1.4947
74287,0.7786,0.8036,1.3258,1.5635,1.7698,2.0794,1.7792,1.8417,1.3508,1.4790
74549,0.8192,0.8474,1.3227,1.5509,1.7761,2.1169,1.8105,1.8449,1.3446,1.4790
74811,0.7942,0.8662,1.3258,1.5541,1.7542,2.1013,1.8167,1.8355,1.3602,1.4571
75073,0.8067,0.8505,1.3164,1.5572,1.7542,2.0888,1.8199,1.8355,1.3133,1.4853
75335,0.7974,0.8662,1.3321,1.5666,1.7792,2.0794,1.8042,1.8292,1.3571,1.4696
75597,0.8099,0.8192,1.3289,1.5603,1.7667,2.0950,1.8105,1.8167,1.3070,1.4759
75859,0.7942,0.8443,1.3227,1.5416,1.7730,2.0982,1.8199,1.8511,1.3352,1.4915
76121,0.8099,0.8255,1.3227,1.5572,1.7479,2.0888,1.8230,1.8199,1.2914,1.4790
76383,0.8005,0.8536,1.3196,1.5572,1.7604,2.0763,1.8136,1.8230,1.3414,1.4853
76645,0.7942,0.8411,1.3164,1.5322,1.7573,2.0763,1.8105,1.8324,1.3227,1.4759
76907,0.7974,0.8474,1.3227,1.5572,1.7511,2.0919,1.8074,1.8230,1.3414,1.4853
77169,0.7942,0.8505,1.3258,1.5416,1.7761,2.0825,1.8417,1.8386,1.3196,1.4790
77431,0.7849,0.8411,1.3289,1.5572,1.7761,2.0919,1.8074,1.8199,1.3477,1.4978
77693,0.8036,0.8349,1.3258,1.5728,1.7604,2.1044,1.8167,1.8605,1.3352,1.4728
77955,0.7880,0.8599,1.3070,1.5603,1.8011,2.1044,1.8324,1.8386,1.3665,1.4884
78217,0.8161,0.8662,1.3477,1.5447,1.7573,2.1013,1.8042,1.8355,1.3227,1.4728
78479,0.7911,0.8443,1.3008,1.5228,1.7667,2.1013,1.8105,1.8136,1.3227,1.4728
78741,0.8568,0.8318,1.3133,1.5916,1.8042,2.0919,1.8386,1.8417,1.3602,1.4728
79003,0.8880,0.8568,1.3977,1.5916,1.7573,2.1200,1.8105,1.8292,1.3039,1.4696
79265,0.8568,0.8693,1.3008,1.6229,1.7167,2.1013,1.8511,1.8386,1.3321,1.4696
79527,0.8099,0.8255,1.3414,1.5728,1.7542,2.0982,1.8386,1.8355,1.3633,1.4884
79789,0.8255,0.8005,1.3164,1.5885,1.7792,2.0950,1.8292,1.8417,1.3227,1.4853
80051,0.8005,0.8036,1.3133,1.5635,1.7698,2.0888,1.8136,1.8199,1.3321,1.4728
80313,0.8130,0.8536,1.3196,1.5697,1.7886,2.1200,1.8105,1.8480,1.3696,1.4665
80575,0.7786,0.8036,1.3289,1.5791,1.8042,2.0888,1.8136,1.8511,1.3633,1.4947
80837,0.7755,0.8505,1.3102,1.5541,1.7917,2.0982,1.8511,1.8105,1.3196,1.4947
81099,0.8755,0.8443,1.3008,1.5572,1.8292,2.0825,1.8230,1.8574,1.3383,1.4759
81361,0.8349,0.8255,1.3008,1.5509,1.7730,2.0888,1.7980,1.8636,1.3133,1.4853
81623,0.8474,0.8630,1.3258,1.5572,1.8042,2.1075,1.8042,1.8292,1.3258,1.4822
81885,0.8005,0.8536,1.3446,1.5603,1.7636,2.0950,1.7980,1.8386,1.3258,1.4853
82147,0.9412,0.8349,1.3508,1.5541,1.7698,2.0950,1.8230,1.8324,1.3321,1.4822
82409,0.8036,0.8818,1.2883,1.5416,1.7636,2.0919,1.8355,1.8167,1.3508,1.4853
82671,0.7942,0.8536,1.2914,1.5291,1.7698,2.0888,1.8199,1.8292,1.3414,1.4728
82933,0.8161,0.8192,1.3414,1.5697,1.7636,2.0825,1.8074,1.8199,1.3321,1.4947
83195,0.7911,0.8349,1.3227,1.5541,1.7511,2.0888,1.8167,1.8386,1.3070,1.4728
83457,0.7817,0.8599,1.3196,1.5572,1.8042,2.1169,1.8011,1.8355,1.3696,1.4822
83719,0.8255,0.8380,1.3289,1.5478,1.7886,2.0825,1.7855,1.8386,1.3446,1.4853
83981,0.8130,0.8662,1.3665,1.5447,1.7604,2.1013,1.8261,1.8480,1.3258,1.4947
84243,0.7942,0.8380,1.3102,1.5666,1.7479,2.1013,1.8230,1.8449,1.3070,1.4790
84505,0.8286,0.8036,1.3383,1.5322,1.7448,2.0825,1.7917,1.8355,1.3289,1.4884
84767,0.7911,0.8255,1.3289,1.6010,1.7792,2.1044,1.8167,1.8292,1.3258,1.4790
85029,0.7911,0.8693,1.3227,1.5447,1.7761,2.0950,1.8230,1.8199,1.3602,1.4728
85291,0.7942,0.8411,1.3321,1.5259,1.7792,2.1013,1.8292,1.8292,1.3539,1.4728
85553,0.7786,0.8630,1.3164,1.5384,1.7730,2.1075,1.8167,1.8230,1.3508,1.4790
85815,0.7661,0.8505,1.3289,1.5666,1.7730,2.1263,1.7886,1.8230,1.3446,1.4947
86077,0.8130,0.8474,1.3196,1.5666,1.7698,2.1075,1.8386,1.8386,1.3196,1.4696
86339,0.8067,0.8380,1.3321,1.5541,1.8199,2.0919,1.8199,1.8292,1.3133,1.4696
86601,0.8005,0.8380,1.3289,1.5416,1.7636,2.0919,1.7948,1.8355,1.3446,1.4790
86863,0.8224,0.8443,1.3383,1.5791,1.7980,2.1200,1.8292,1.8261,1.3665,1.4571
87125,0.7849,0.8161,1.3133,1.5447,1.7542,2.1044,1.8261,1.8230,1.3289,1.4790
87387,0.8161,0.8787,1.3258,1.5541,1.7479,2.1044,1.8167,1.8199,1.3102,1.4790
87649,0.7817,0.8067,1.3258,1.5635,1.7604,2.1200,1.8199,1.8355,1.3008,1.4884
87911,0.7817,0.8443,1.3227,1.5603,1.7511,2.1107,1.8199,1.8480,1.2977,1.4790
88173,0.8036,0.8411,1.3258,1.5666,1.7730,2.1044,1.8199,1.8199,1.3633,1.4759
88435,0.7942,0.8662,1.3196,1.5291,1.7511,2.0982,1.8105,1.8386,1.3227,1.4947
88697,0.7880,0.8255,1.3383,1.5791,1.7698,2.1013,1.8042,1.8230,1.3289,1.4947
88959,0.8036,0.8161,1.3383,1.5322,1.7823,2.0982,1.8011,1.8480,1.3196,1.4822
89221,0.8036,0.8286,1.3414,1.5572,1.7855,2.1013,1.8167,1.8324,1.3790,1.4790
89483,0.7942,0.8255,1.3321,1.5478,1.7917,2.1044,1.8074,1.8292,1.3508,1.4790
89745,0.8067,0.8474,1.3133,1.5541,1.7855,2.0825,1.8261,1.8292,1.3383,1.4665
90007,0.8130,0.8411,1.3164,1.5728,1.7573,2.1075,1.7980,1.8292,1.3758,1.4978
90269,0.8099,0.8099,1.3196,1.5697,1.7667,2.1138,1.8355,1.8324,1.3508,1.4822
90531,0.8036,0.8443,1.3164,1.5603,1.7542,2.0888,1.8261,1.8261,1.3790,1.5009
90793,0.8161,0.8130,1.3414,1.5791,1.7573,2.1263,1.8199,1.8417,1.3164,1.4884
91055,0.8067,0.8630,1.3133,1.5416,1.7823,2.0825,1.8105,1.8324,1.3508,1.4915
91317,0.7880,0.8349,1.3258,1.5509,1.7010,2.0731,1.8167,1.8574,1.3289,1.5072
91579,0.8099,0.8474,1.3508,1.5197,1.6791,2.0450,1.7698,1.8449,1.3790,1.4822
91841,0.7974,0.8474,1.3196,1.5603,1.7573,2.1107,1.8011,1.8386,1.3383,1.4915
92103,0.8224,0.8662,1.3352,1.5384,1.7448,2.1763,1.8105,1.8543,1.3539,1.5228
92365,0.8380,0.7974,1.3289,1.5353,1.7198,2.3514,1.8042,1.8386,1.2852,1.4728
92627,0.8380,0.8662,1.3164,1.6041,1.8855,2.1294,1.8292,1.8261,1.3977,1.7198
92889,0.8036,0.8693,1.3383,1.5416,1.8386,2.0794,1.8636,1.8292,1.2977,1.4571
93151,0.8036,0.8380,1.3602,1.5822,1.9606,2.1044,1.7980,1.8605,1.3508,1.5728
93413,0.8912,0.8255,1.3571,1.5384,1.9637,2.0356,1.7604,1.8449,1.4415,1.5103
93675,1.1319,0.8943,1.3227,1.5509,1.5603,2.0606,1.8386,1.8386,1.3790,1.4728
93937,0.7974,0.8505,1.4134,1.6166,1.7573,2.1044,1.8386,1.8574,1.4321,1.4634
94199,0.8849,0.8286,1.5228,1.6448,1.7667,2.0731,1.8292,1.8199,1.4509,1.4759
94461,0.8568,1.0256,1.5885,1.6260,1.9324,2.0825,2.2170,1.8511,1.5916,1.4571
94723,1.0131,0.9412,1.4384,1.6010,2.0982,2.1544,1.9543,1.8543,1.7104,1.4571
94985,1.0006,0.9287,1.3446,1.6166,2.0450,2.1325,2.0200,1.8699,1.0538,1.5134
95247,0.7379,0.9944,1.3446,1.5885,2.0294,2.1638,1.9418,1.8574,1.4728,1.5072
95509,0.9568,0.9662,1.4165,1.6166,2.0012,2.1638,2.1482,1.8855,1.2320,1.5103
95771,0.9475,0.8787,1.4009,1.6541,2.0544,2.1669,1.7073,1.8668,1.2633,1.5416
96033,1.0381,0.8505,1.3977,1.5635,2.0043,2.1576,1.9637,1.8761,1.3164,1.5197
96295,0.9318,0.8411,1.4259,1.5978,1.9918,2.1888,1.6791,1.8449,1.5322,1.5134
96557,0.9068,0.8505,1.4290,1.5541,2.0356,2.1732,2.2138,1.8574,1.6885,1.5165
96819,0.9162,0.8568,1.4352,1.5509,2.0512,2.1544,2.1419,1.8386,1.2414,1.5416
97081,1.0475,0.9412,1.4259,1.6791,2.0575,2.1920,2.1701,1.8480,1.5947,1.5541
97343,0.8662,0.8536,1.4321,1.5791,2.0169,2.1795,2.1795,1.8793,1.5103,1.5322
97605,0.8224,0.8349,1.4978,1.5947,2.0169,2.1388,2.0888,1.8824,1.4665,1.5259
97867,0.8630,0.9193,1.4352,1.6072,2.0200,2.1325,2.1388,1.8761,1.4290,1.5259
98129,0.9162,0.9099,1.4321,1.5416,2.0200,2.1763,2.0950,1.8574,1.4509,1.4822
---- Closed the serial port /dev/ttyACM0 ----
