anchors;baseline;sigma_uwb;rmse_pos_mean;rmse_pos_std;rmse_heading_mean;rmse_heading_std
5;0.65;0.05;0.03850415879088168;0.0019173174901116793;2.8299722727322862;0.2680400478429303
5;0.65;0.1;0.04780671409399585;0.0027862376859646384;3.1343407955166493;0.3725494672034007
5;0.65;0.2;0.06589141569555333;0.00595999498707321;3.736595659429729;0.5755666449344004
5;0.85;0.05;0.03873716382140251;0.0015361767754901005;2.4454043481355625;0.1763631476096842
5;0.85;0.1;0.04571194000948344;0.0027627602421707413;2.8447440017442926;0.2841093987689889
5;0.85;0.2;0.06551498284689612;0.006012185304247234;3.5514299045960858;0.5443549000455571
6;0.3;0.05;0.03807094845900135;0.001632064930069196;3.816308939055416;0.3586886428314621
6;0.3;0.1;0.0464393226388871;0.0025870964555693835;3.6865465777740742;0.5507330808674615
6;0.3;0.2;0.06621137916941447;0.005984195261487355;3.7956670625659035;0.7426322030113753
6;0.5;0.05;0.03845423554222897;0.0016595686666578799;3.087359600087296;0.4166508478569332
6;0.5;0.1;0.04655517557551189;0.0031485955535648417;3.4046254489446444;0.4101823280354262
6;0.5;0.2;0.06498709706071618;0.005887130337368398;3.8953041710345735;0.5907768159227674
6;0.65;0.05;0.037762031387234433;0.001598948172779378;2.701971035914977;0.23901557711864027
6;0.65;0.1;0.04518678626818504;0.002766506696130231;3.1025285239603564;0.3640516996608168
6;0.65;0.2;0.064939104152886;0.006458350257919598;3.667065792765972;0.5925846325105639
6;0.85;0.05;0.0380094168240371;0.0016240185076390038;2.3400913599135684;0.2001578362294425
6;0.85;0.1;0.045140630347540546;0.0025520118433791724;2.7028529627246756;0.3266705086080174
6;0.85;0.2;0.06357679186887508;0.005425990107162362;3.3853551136572686;0.4747248136661793
7;0.3;0.05;0.036858682203008544;0.0017700296277532248;3.598458074314177;0.36786320483501145
7;0.3;0.1;0.045448034913049044;0.002931017883818156;3.6115583320209264;0.4935168586741146
7;0.3;0.2;0.06390596777433366;0.005813340926214198;3.7288330836801067;0.5746889069770074
7;0.5;0.05;0.036711586190729166;0.0015187370994617709;2.9000069809234863;0.27914240759278836
7;0.5;0.1;0.043947320662269265;0.0020862846388298695;3.2177277174229624;0.42042131548013595
7;0.5;0.2;0.06455854316415839;0.0065110741480310244;3.6868927224747416;0.5409232299658803
7;0.65;0.05;0.03611472085054694;0.0014425602354754305;2.575030987162328;0.22544608285680456
7;0.65;0.1;0.04372164249282478;0.0023242351181434356;2.93069723514977;0.3309843538869562
7;0.65;0.2;0.0624012479156047;0.0052104316019453015;3.7546581308663263;0.5204822948913613
7;0.85;0.05;0.03633237635279826;0.001059024997863898;2.2220929564666885;0.16441525857971598
7;0.85;0.1;0.0431457295205145;0.0027860906514900435;2.6108917431287977;0.2496838271641418
7;0.85;0.2;0.06058690154987089;0.0042192397604693295;3.1505068389408803;0.3753350825477111
