anchors;baseline;sigma_uwb;rmse_pos_mean;rmse_pos_std;rmse_heading_mean;rmse_heading_std
3;0.3;0.05;0.04638681347463578;0.0029003345781968997;4.32204711071462;0.6471015777507165
3;0.3;0.1;0.05533047119858174;0.0035860783037442077;3.8185605159578926;0.5485439516502726
3;0.3;0.2;0.08055093235806651;0.006620360599979513;4.266412738580806;1.0357894174785631
3;0.5;0.05;0.045142683634696895;0.002382297245805453;3.653471964118647;0.39464945521187433
3;0.5;0.1;0.05522649722480785;0.00399234387144976;3.711148960462578;0.46905297058354184
3;0.5;0.2;0.08015745492921232;0.006149425031929457;4.16066772726279;0.7072108575339302
3;0.65;0.05;0.045293689898674744;0.002316736235858479;3.156097931594167;0.2719959837825512
3;0.65;0.1;0.054683010588664434;0.003324290344505413;3.444137056147513;0.43585911122916016
3;0.65;0.2;0.07961183156104204;0.008850593202658918;4.122993226712655;0.798858602659955
3;0.85;0.05;0.045689277733235646;0.002168221992877785;2.8469126368792756;0.2488518293032253
3;0.85;0.1;0.053960124027510145;0.004066897987067768;3.174703948455828;0.3820377319837678
3;0.85;0.2;0.07754572249689662;0.008623351782473632;3.9374453124339057;0.6807256597048054
4;0.3;0.05;0.04183226204182729;0.002033488941103756;4.056428145902418;0.5031518618851426
4;0.3;0.1;0.051099869998958096;0.003148320019544143;4.05200178074865;0.5278988728271724
4;0.3;0.2;0.07204065869977402;0.005873417403967808;3.9761902241601224;0.8896114600721943
4;0.5;0.05;0.04124531341329691;0.0017765202982633964;3.3321568563432726;0.33933767278009724
4;0.5;0.1;0.050527356651550275;0.0030056425573876957;3.5950801128884287;0.46242033971749896
4;0.5;0.2;0.0712276469502115;0.005159946256710192;3.9446969075616702;0.803782304684568
4;0.65;0.05;0.04081937741921014;0.0017984666643145162;2.907078108030388;0.2783983509855313
4;0.65;0.1;0.04920221142702867;0.0028722691022421624;3.2563357147338183;0.381348218540426
4;0.65;0.2;0.06849157896836065;0.005234304101091234;3.793969017214922;0.6900354250396638
4;0.85;0.05;0.04077451381684809;0.0017727836740190615;2.592557432092147;0.2165077189392357
4;0.85;0.1;0.048353578830407334;0.003046676731227608;2.9826351981962;0.2930715462644436
4;0.85;0.2;0.06957401607721855;0.006005144815649949;3.8209434831047333;0.5923398137567661
5;0.3;0.05;0.03981306885659616;0.0020159984842325457;3.8810753851000883;0.42478065581311913
5;0.3;0.1;0.04823578768586084;0.00312275106233262;3.7740359303409905;0.5338543577052306
5;0.3;0.2;0.06909766790193089;0.006070876926580668;3.9670730793881206;0.8334449373691444
5;0.5;0.05;0.03921062028925105;0.0022305097227098185;3.067627645361447;0.3048548292653116
5;0.5;0.1;0.04791334744506849;0.0029133731581170406;3.4028364219673994;0.4462099226445569
5;0.5;0.2;0.06772727512729451;0.005415205807084878;3.848216333693701;0.6176574185334189
