t_sec;x_true;y_true;theta_true;x_pred;y_pred;theta_pred;x_est;y_est;theta_est;v_cmd;w_cmd;v_meas;w_meas;pos_err_m;heading_err_deg
1.33364;0.059998;0.000505;0.012500;0.712681;-0.080360;0.114001;0.476729;-0.075358;0.292116;0.250000;0.187213;0.250000;0.187213;0.423580;16.020842
1.40039;0.067997;0.000605;0.012500;0.736390;-0.059418;-0.169493;0.503790;-0.085944;-0.516010;0.250000;-0.426305;0.250000;-0.426305;0.444304;30.281415
1.46845;0.076496;0.000711;0.013750;0.745864;-0.155993;-0.047346;0.509038;-0.091921;0.354472;0.250000;0.500000;0.250000;0.500000;0.442349;19.521947
1.53465;0.085496;0.000835;0.013750;0.781522;-0.062740;-0.141096;0.546613;-0.110586;-0.542583;0.250000;-0.500000;0.250000;-0.500000;0.474388;31.875542
1.60387;0.094995;0.000966;0.015000;0.816979;-0.182037;0.025847;0.561078;-0.099611;0.527460;0.250000;0.500000;0.250000;0.500000;0.476812;29.361772
1.67211;0.104993;0.001116;0.015000;0.804838;-0.028354;0.041336;0.542605;-0.054245;-0.356385;0.250000;-0.500000;0.250000;-0.500000;0.441099;21.278793
1.73665;0.115492;0.001273;0.016250;0.759429;-0.069481;0.216075;0.506827;-0.056922;0.691799;0.250000;0.500000;0.250000;0.500000;0.395638;38.706095
1.80040;0.126491;0.001452;0.016250;0.771371;0.068105;0.191198;0.581992;-0.016731;-0.269677;0.250000;-0.500000;0.250000;-0.500000;0.455864;16.382407
1.86486;0.137989;0.001639;0.017500;0.834787;-0.035782;0.119239;0.583803;-0.038740;0.432803;0.250000;0.407180;0.250000;0.407180;0.447638;23.795084
1.92815;0.149987;0.001849;0.017500;0.834409;0.004207;-0.093360;0.580958;-0.062832;-0.514012;0.250000;-0.500000;0.250000;-0.500000;0.435797;30.453385
1.99193;0.162486;0.002067;0.018750;0.812299;-0.123802;-0.001369;0.580650;-0.077920;0.439098;0.250000;0.500000;0.250000;0.500000;0.425746;24.084168
2.05460;0.174983;0.002302;0.018750;0.852748;-0.017666;-0.003253;0.628685;-0.058405;-0.369217;0.250000;-0.500000;0.250000;-0.500000;0.457745;22.228877
2.12076;0.187481;0.002536;0.020000;0.894687;-0.087223;0.153380;0.637320;-0.061579;0.586224;0.250000;0.500000;0.250000;0.500000;0.454384;32.442274
2.18544;0.199979;0.002786;0.020000;0.894483;0.015071;-0.006875;0.636415;-0.049582;-0.505015;0.250000;-0.500000;0.250000;-0.500000;0.439567;30.081147
2.24719;0.212476;0.003036;0.021250;0.886842;-0.110991;0.024071;0.638344;-0.076854;0.475387;0.250000;0.500000;0.250000;0.500000;0.433297;26.020121
2.30961;0.224973;0.003302;0.021250;0.888355;-0.019758;-0.026346;0.671352;-0.052597;-0.435170;0.250000;-0.500000;0.250000;-0.500000;0.449865;26.150934
2.37449;0.237471;0.003567;0.022500;0.943780;-0.107531;0.037207;0.679066;-0.066732;0.423096;0.250000;0.500000;0.250000;0.500000;0.447156;22.952473
2.44740;0.249967;0.003849;0.022500;0.930096;-0.035005;-0.171651;0.679454;-0.083789;-0.637072;0.250000;-0.500000;0.250000;-0.500000;0.438337;37.790684
2.51295;0.262464;0.004130;0.023750;0.895817;-0.180137;-0.200819;0.677069;-0.126887;0.177183;0.250000;0.500000;0.250000;0.500000;0.434813;8.791049
2.57864;0.274961;0.004427;0.023750;0.902836;-0.124613;-0.157042;0.681518;-0.113637;-0.407220;0.250000;-0.245360;0.250000;-0.245360;0.423353;24.692746
2.64356;0.287457;0.004723;0.025000;0.928353;-0.145737;0.148580;0.726710;-0.081305;0.607295;0.250000;0.500000;0.250000;0.500000;0.447598;33.363074
2.71029;0.299953;0.005036;0.025000;0.973995;0.011092;0.107872;0.736309;-0.031485;-0.319305;0.250000;-0.500000;0.250000;-0.500000;0.437882;19.727236
2.77413;0.312449;0.005348;0.026250;0.990626;-0.057300;0.116981;0.749157;-0.034599;0.485615;0.250000;0.484056;0.250000;0.484056;0.438531;26.319656
2.84511;0.324945;0.005676;0.026250;1.010964;0.031337;0.007825;0.785863;-0.020359;-0.376034;0.250000;-0.500000;0.250000;-0.500000;0.461653;23.049192
2.91368;0.337441;0.006005;0.027500;1.045342;-0.052259;0.131381;0.799152;-0.034151;0.539888;0.250000;0.500000;0.250000;0.500000;0.463454;29.357645
2.97845;0.349936;0.006348;0.027500;1.052917;0.048087;0.086900;0.798123;-0.028379;-0.315876;0.250000;-0.500000;0.250000;-0.500000;0.449530;19.674000
3.04427;0.362431;0.006692;0.028750;1.028953;-0.044624;0.175357;0.791113;-0.029806;0.578728;0.250000;0.478440;0.250000;0.478440;0.430233;31.511419
3.10685;0.374926;0.007051;0.028750;1.025221;0.039596;-0.002332;0.775555;-0.000485;-0.450383;0.250000;-0.500000;0.250000;-0.500000;0.400700;27.452307
3.16805;0.387421;0.007411;0.030000;1.042733;-0.051406;0.073726;0.804983;-0.042050;0.503915;0.250000;0.500000;0.250000;0.500000;0.420481;27.153313
3.23249;0.399915;0.007786;0.030000;1.025185;0.023598;0.075561;0.802597;-0.026656;-0.297031;0.250000;-0.500000;0.250000;-0.500000;0.404152;18.737510
3.29590;0.412410;0.008161;0.031250;1.048938;-0.042279;0.170359;0.832071;-0.021971;0.546726;0.250000;0.449894;0.250000;0.449894;0.420742;29.534599
3.36153;0.424904;0.008551;0.031250;1.068009;0.052155;0.062095;0.850516;-0.023377;-0.357786;0.250000;-0.500000;0.250000;-0.500000;0.426808;22.290126
3.42708;0.437398;0.008942;0.032500;1.107621;-0.055310;0.110647;0.873549;-0.039402;0.499151;0.250000;0.500000;0.250000;0.500000;0.438823;26.737132
3.48966;0.449891;0.009348;0.032500;1.118369;0.021962;-0.007972;0.878562;-0.040361;-0.411087;0.250000;-0.500000;0.250000;-0.500000;0.431544;25.415659
3.55295;0.462384;0.009754;0.033750;1.112834;-0.067811;0.177809;0.881339;-0.018118;0.658203;0.250000;0.500000;0.250000;0.500000;0.419881;35.778526
3.61775;0.474877;0.010176;0.033750;1.122947;0.085584;0.152666;0.886282;-0.009810;-0.303852;0.250000;-0.500000;0.250000;-0.500000;0.411890;19.343143
3.68501;0.487370;0.010598;0.035000;1.125675;-0.031889;0.119911;0.888713;-0.005227;0.473164;0.250000;0.457392;0.250000;0.457392;0.401655;25.104943
3.74756;0.499862;0.011035;0.035000;1.107767;0.045165;-0.020947;0.883297;-0.008534;-0.412469;0.250000;-0.500000;0.250000;-0.500000;0.383934;25.638074
3.81523;0.512355;0.011472;0.036250;1.125614;-0.047142;0.096468;0.917227;-0.041202;0.507094;0.250000;0.500000;0.250000;0.500000;0.408284;26.977360
3.88381;0.524847;0.011925;0.036250;1.164144;0.020738;-0.015530;0.948478;-0.039660;-0.436420;0.250000;-0.500000;0.250000;-0.500000;0.426760;27.082014
3.95928;0.537338;0.012378;0.037500;1.202173;-0.085052;0.082323;0.954424;-0.057230;0.499927;0.250000;0.500000;0.250000;0.500000;0.422854;26.495105
4.02820;0.549830;0.012847;0.037500;1.168020;-0.011013;-0.073748;0.942532;-0.034918;-0.516135;0.250000;-0.500000;0.250000;-0.500000;0.395596;31.720952
4.13165;0.562646;0.013328;0.038750;1.156297;-0.096171;-0.041992;0.950361;-0.078481;0.349134;0.256500;0.513000;0.256500;0.513000;0.398437;17.783710
4.19606;0.575961;0.013844;0.038750;1.175305;-0.060844;-0.192636;0.948127;-0.080597;-0.603976;0.276333;-0.552667;0.276333;-0.552667;0.383962;36.825500
4.26436;0.589775;0.014380;0.040000;1.251093;-0.177465;-0.014944;1.043122;-0.097210;0.485059;0.309000;0.618000;0.309000;0.618000;0.466878;25.500011
4.33180;0.604089;0.014953;0.040000;1.392642;-0.047562;-0.202858;1.143032;-0.115660;-0.754762;0.337000;-0.674000;0.337000;-0.674000;0.554544;45.536532
4.39895;0.618902;0.015545;0.041250;1.481561;-0.268553;-0.093669;1.220717;-0.135600;0.483482;0.370833;0.741667;0.370833;0.741667;0.620505;25.338009
4.46957;0.634214;0.016177;0.041250;1.593549;-0.109170;-0.341942;1.241451;-0.178507;-1.038596;0.384833;-0.769667;0.384833;-0.769667;0.637682;61.870598
4.53599;0.650025;0.016830;0.042500;1.538698;-0.419236;-0.322857;1.271969;-0.233280;0.353509;0.389500;0.779000;0.389500;0.779000;0.670350;17.819524
4.60385;0.666336;0.017524;0.042500;1.700619;-0.253741;-0.448903;1.322985;-0.259119;-1.131044;0.391833;-0.768279;0.391833;-0.768279;0.712545;67.239120
4.67273;0.683145;0.018238;0.043750;1.622158;-0.508252;-0.257730;1.324344;-0.259924;0.559884;0.397667;0.795333;0.397667;0.795333;0.698935;29.572308
4.74716;0.700454;0.018996;0.043750;1.748808;-0.226912;-0.404646;1.363966;-0.248746;-1.236001;0.405833;-0.811667;0.405833;-0.811667;0.715496;73.324329
4.82086;0.718262;0.019776;0.045000;1.654649;-0.566947;-0.425121;1.385416;-0.295618;0.360269;0.424500;0.849000;0.424500;0.849000;0.737948;18.063590
4.89351;0.736568;0.020600;0.045000;1.842764;-0.330246;-0.511410;1.439884;-0.314050;-1.263346;0.447833;-0.875872;0.447833;-0.875872;0.778873;74.962731
4.96246;0.755374;0.021447;0.046250;1.787826;-0.663998;-0.313198;1.502169;-0.304240;0.610239;0.473500;0.947000;0.473500;0.947000;0.814723;32.314182
5.03662;0.774678;0.022340;0.046250;2.026144;-0.250202;-0.404702;1.562081;-0.296414;-1.316414;0.488667;-0.977333;0.488667;-0.977333;0.849474;78.074890
5.10593;0.794482;0.023257;0.047500;1.908320;-0.667811;-0.324468;1.571635;-0.321444;0.623287;0.510833;1.021667;0.510833;1.021667;0.850167;32.990166
5.17456;0.814784;0.024222;0.047500;2.133092;-0.271261;-0.444999;1.630467;-0.327920;-1.423888;0.520167;-1.040333;0.520167;-1.040333;0.888449;84.304347
5.24048;0.835586;0.025211;0.048750;1.954294;-0.742941;-0.392518;1.630029;-0.349920;0.616882;0.526000;1.052000;0.526000;1.052000;0.878557;32.551540
5.30973;0.856886;0.026250;0.048750;2.153363;-0.300979;-0.430385;1.669145;-0.317066;-1.376963;0.530667;-1.061333;0.530667;-1.061333;0.881834;81.687343
5.37701;0.878685;0.027314;0.050000;2.024626;-0.684843;-0.227832;1.682167;-0.285014;0.891992;0.541167;1.082333;0.541167;1.082333;0.862052;48.242617
5.44517;0.900982;0.028429;0.050000;2.164047;-0.102164;-0.166655;1.718136;-0.193132;-1.103743;0.547000;-1.094000;0.547000;-1.094000;0.846658;66.104615
5.51512;0.923778;0.029570;0.051250;2.158101;-0.498715;-0.110392;1.759516;-0.201954;0.822851;0.552833;1.105667;0.552833;1.105667;0.867214;44.209490
5.58761;0.947073;0.030765;0.051250;2.282288;-0.048131;-0.250514;1.789063;-0.195511;-1.221282;0.558667;-1.117333;0.558667;-1.117333;0.871865;72.910726
5.65951;0.970866;0.031986;0.052500;2.212992;-0.548971;-0.168713;1.831323;-0.222601;0.824159;0.565667;1.131333;0.565667;1.131333;0.897329;44.212795
5.72592;0.995158;0.033262;0.052500;2.365203;-0.111977;-0.415527;1.816932;-0.239425;-1.590047;0.573833;-1.147667;0.573833;-1.147667;0.865836;94.110998
5.79654;1.019949;0.034565;0.053750;2.134944;-0.722837;-0.387801;1.839268;-0.311531;0.771023;0.579667;1.159333;0.579667;1.159333;0.889419;41.096737
5.86190;1.045237;0.035925;0.053750;2.438241;-0.184528;-0.353143;1.942294;-0.288908;-1.387842;0.583167;-1.166333;0.583167;-1.166333;0.954058;82.597139
5.93335;1.071025;0.037313;0.055000;2.345022;-0.672825;-0.135139;1.939311;-0.232469;1.095737;0.585500;1.171000;0.585500;1.171000;0.909233;59.629824
6.00506;1.097310;0.038760;0.055000;2.469899;0.092239;0.002622;2.034758;-0.116420;-1.001531;0.587833;-1.175667;0.587833;-1.175667;0.950205;60.534749
6.07331;1.124094;0.040235;0.056250;2.567855;-0.385861;0.065571;2.072284;-0.077651;1.087235;0.590167;1.180333;0.590167;1.180333;0.955490;59.071063
6.14494;1.151376;0.041771;0.056250;2.590519;0.208480;-0.078288;2.080851;-0.104642;-1.201255;0.593667;-1.187333;0.593667;-1.187333;0.940936;72.049756
6.21423;1.179157;0.043335;0.057500;2.563834;-0.454478;-0.052472;2.114497;-0.125971;1.043465;0.597167;1.194333;0.597167;1.194333;0.950539;56.491647
6.28181;1.207435;0.044963;0.057500;2.654228;0.144094;-0.115581;2.148095;-0.121901;-1.214320;0.598333;-1.196667;0.598333;-1.196667;0.955345;72.869922
6.34838;1.236213;0.046619;0.058750;2.654277;-0.482278;-0.023084;2.161882;-0.106247;1.138186;0.600667;1.201333;0.600667;1.201333;0.938207;61.847143
6.41706;1.265487;0.048341;0.058750;2.692146;0.221295;-0.031526;2.183152;-0.073829;-1.146303;0.603000;-1.206000;0.603000;-1.206000;0.925761;69.044461
6.48453;1.295261;0.050092;0.060000;2.712744;-0.390892;0.067391;2.228204;-0.078490;1.234217;0.604167;1.208333;0.604167;1.208333;0.941762;67.277678
6.55274;1.325531;0.051911;0.060000;2.741603;0.290443;0.011994;2.266081;-0.016970;-1.131498;0.607667;-1.215333;0.607667;-1.215333;0.943069;68.267793
6.61951;1.355860;0.053733;0.061250;2.787374;-0.304704;0.122802;2.285361;-0.020966;1.321916;0.607667;1.215333;0.607667;1.215333;0.932498;72.230826
6.68783;1.386186;0.055593;0.061250;2.727130;0.350870;0.077394;2.271784;0.014915;-1.091595;0.607667;-1.215333;0.607667;-1.215333;0.886531;66.053129
6.75238;1.416512;0.057452;0.062500;2.817502;-0.279524;0.102036;2.348212;-0.008121;1.231278;0.607667;1.215333;0.607667;1.215333;0.934004;66.966048
6.82650;1.446895;0.059354;0.062500;2.829820;0.342902;0.028383;2.375632;0.007201;-1.114692;0.608833;-1.217667;0.608833;-1.217667;0.930201;67.448108
6.89655;1.477277;0.061255;0.063750;2.905995;-0.274902;0.137002;2.389127;0.011910;1.345927;0.608833;1.217667;0.608833;1.217667;0.913184;73.463327
6.96260;1.507657;0.063194;0.063750;2.859553;0.409261;0.056845;2.421125;0.022416;-1.181332;0.608833;-1.217667;0.608833;-1.217667;0.914378;71.337960
7.03105;1.538037;0.065134;0.065000;2.932663;-0.288837;0.088091;2.445769;-0.009688;1.303551;0.608833;1.217667;0.608833;1.217667;0.910811;70.963745
7.09517;1.568414;0.067111;0.065000;2.936486;0.375764;0.028108;2.494784;0.008332;-1.186441;0.608833;-1.217667;0.608833;-1.217667;0.928233;71.702277
7.16438;1.598966;0.069100;0.066250;3.024438;-0.307248;0.111755;2.517616;0.019701;1.366541;0.612333;1.224667;0.612333;1.224667;0.919977;74.501210
7.23465;1.629865;0.071150;0.066250;2.954986;0.421465;0.119443;2.526198;0.087855;-1.051997;0.619333;-1.238667;0.619333;-1.238667;0.896489;64.070832
7.30398;1.661262;0.073233;0.067500;3.131047;-0.174403;0.233747;2.607312;0.100882;1.467524;0.629833;1.259667;0.629833;1.259667;0.946453;80.215482
7.37031;1.692857;0.075369;0.067500;3.037281;0.557782;0.163986;2.603825;0.100226;-1.108413;0.633333;-1.266667;0.633333;-1.266667;0.911308;67.374879
7.43793;1.724451;0.077505;0.068750;3.165483;-0.240777;0.017111;2.715149;0.003094;1.062843;0.633333;1.266667;0.633333;1.266667;0.993488;56.957328
7.50164;1.756043;0.079680;0.068750;3.293443;0.262274;-0.220164;2.737160;-0.058521;-1.474449;0.633333;-1.266667;0.633333;-1.266667;0.990802;88.418772
7.56567;1.787635;0.081855;0.070000;3.153383;-0.533841;-0.228728;2.763602;-0.147536;0.958304;0.633333;1.266667;0.633333;1.266667;1.002562;50.896086
7.62975;1.819224;0.084070;0.070000;3.364101;0.062403;-0.285654;2.774397;-0.164492;-1.487212;0.633333;-1.266667;0.633333;-1.266667;0.986985;89.221676
7.69563;1.850813;0.086285;0.071250;3.166721;-0.647575;-0.290198;2.802513;-0.192240;0.887947;0.633333;1.266667;0.633333;1.266667;0.991619;46.793284
7.76236;1.882400;0.088540;0.071250;3.407646;-0.059372;-0.455670;2.805455;-0.224638;-1.777362;0.633333;-1.266667;0.633333;-1.266667;0.974737;105.917668
7.82815;1.913986;0.090794;0.072500;3.061631;-0.795610;-0.520742;2.826153;-0.294233;0.731008;0.633333;1.266667;0.633333;1.266667;0.990098;37.729714
7.89482;1.945569;0.093088;0.072500;3.484540;-0.244870;-0.581337;2.831121;-0.326662;-1.873360;0.633333;-1.266667;0.633333;-1.266667;0.979995;111.489548
7.96182;1.977153;0.095382;0.073750;3.014524;-0.904219;-0.653275;2.801515;-0.375196;0.583512;0.633333;1.266667;0.633333;1.266667;0.949218;29.207186
8.02795;2.008734;0.097715;0.073750;3.435324;-0.412533;-0.701191;2.835404;-0.391214;-1.961438;0.633333;-1.266667;0.633333;-1.266667;0.960435;116.607686
8.09501;2.040314;0.100048;0.075000;2.984906;-1.001417;-0.699614;2.831177;-0.393028;0.609726;0.633333;1.266667;0.633333;1.266667;0.931980;30.637541
8.16078;2.071892;0.102421;0.075000;3.454473;-0.412007;-0.670606;2.882775;-0.355577;-1.908411;0.633333;-1.266667;0.633333;-1.266667;0.931286;113.641093
8.22540;2.103469;0.104794;0.076250;3.034412;-0.973390;-0.751813;2.886173;-0.404891;0.448612;0.633333;1.266667;0.633333;1.266667;0.934025;21.334748
8.28932;2.135044;0.107206;0.076250;3.511568;-0.543339;-0.884338;2.864716;-0.438721;-2.240874;0.633333;-1.266667;0.633333;-1.266667;0.911294;132.761409
8.35255;2.166619;0.109618;0.077500;2.826149;-1.073036;-1.022170;2.790105;-0.497646;0.253335;0.633333;1.266667;0.633333;1.266667;0.870348;10.074577
8.41725;2.198190;0.112070;0.077500;3.397602;-0.569956;-0.490278;3.073309;-0.329863;-1.040034;0.633333;-0.700800;0.633333;-0.700800;0.980376;64.029967
8.48354;2.229762;0.114522;0.078750;3.664768;-0.569253;0.270855;3.130720;-0.007265;1.637326;0.633333;1.266667;0.633333;1.266667;0.909152;89.299846
8.55465;2.261330;0.117013;0.078750;3.450748;0.535787;0.439216;3.161974;0.222579;-0.676209;0.633333;-1.266667;0.633333;-1.266667;0.906810;43.255936
8.62554;2.292899;0.119504;0.080000;3.754322;0.183840;0.545595;3.141677;0.301024;1.753914;0.633333;1.266667;0.633333;1.266667;0.867971;95.908234
8.69666;2.324464;0.122035;0.080000;3.408586;0.876485;0.519108;3.142971;0.374896;-0.692979;0.633333;-1.266667;0.633333;-1.266667;0.856675;44.288406
8.76522;2.356030;0.124565;0.081250;3.756167;0.317897;0.507602;3.216265;0.348323;1.640705;0.633333;1.266667;0.633333;1.266667;0.888860;89.350187
8.83743;2.387592;0.127135;0.081250;3.552069;0.860249;0.339778;3.252522;0.299320;-0.958294;0.633333;-1.266667;0.633333;-1.266667;0.881902;59.561512
8.90677;2.419154;0.129705;0.082500;3.839793;0.102893;0.312741;3.346653;0.239678;1.496861;0.633333;1.266667;0.633333;1.266667;0.933996;81.036930
8.97183;2.450713;0.132315;0.082500;3.765793;0.736660;0.243466;3.426518;0.233706;-0.992848;0.633333;-1.266667;0.633333;-1.266667;0.981058;61.612901
9.04602;2.482272;0.134924;0.083750;4.062979;0.007076;0.308691;3.506014;0.215475;1.551957;0.633333;1.266667;0.633333;1.266667;1.026906;84.122068
9.11156;2.513828;0.137573;0.083750;3.880790;0.722163;0.315938;3.500406;0.252225;-0.892328;0.633333;-1.266667;0.633333;-1.266667;0.993218;55.925143
9.18348;2.545383;0.140222;0.085000;4.065760;0.079105;0.298031;3.540090;0.208529;1.414539;0.633333;1.266667;0.633333;1.266667;0.997050;76.177002
9.26717;2.576936;0.142911;0.085000;3.971585;0.651995;0.183621;3.570476;0.219069;-1.003517;0.633333;-1.266667;0.633333;-1.266667;0.996455;62.367417
9.33989;2.608488;0.145599;0.086250;4.159991;-0.033985;0.192572;3.662869;0.179529;1.308053;0.633333;1.266667;0.633333;1.266667;1.054927;70.004142
9.41061;2.640037;0.148327;0.086250;4.144282;0.564248;0.040387;3.669199;0.159308;-1.191096;0.633333;-1.266667;0.633333;-1.266667;1.029220;73.186514
9.47547;2.671586;0.151055;0.087500;4.196563;-0.173049;0.066401;3.705609;0.109017;1.259941;0.633333;1.266667;0.633333;1.266667;1.034877;67.175933
9.54316;2.703132;0.153822;0.087500;4.197922;0.468248;0.000797;3.742283;0.135880;-1.198207;0.633333;-1.266667;0.633333;-1.266667;1.039307;73.665572
9.61401;2.734677;0.156590;0.088750;4.307234;-0.215061;0.086501;3.817737;0.099161;1.312566;0.633333;1.266667;0.633333;1.266667;1.084581;70.119482
9.68570;2.766219;0.159396;0.088750;4.315203;0.507265;0.061506;3.862678;0.124937;-1.138936;0.633333;-1.266667;0.633333;-1.266667;1.097000;70.341200
9.75997;2.797761;0.162203;0.090000;4.395043;-0.162835;0.147811;3.866967;0.124349;1.381865;0.633333;1.266667;0.633333;1.266667;1.069876;74.018394
9.82954;2.829300;0.165049;0.090000;4.313271;0.522291;0.074487;3.870098;0.159294;-1.173714;0.633333;-1.266667;0.633333;-1.266667;1.040814;72.405493
9.89769;2.860838;0.167895;0.091250;4.405447;-0.176971;0.052029;3.950650;0.108263;1.210523;0.633333;1.266667;0.633333;1.266667;1.091442;64.129636
9.97494;2.892373;0.170781;0.091250;4.479058;0.454941;-0.049251;4.006724;0.081713;-1.265567;0.633333;-1.266667;0.633333;-1.266667;1.117905;77.739874
10.04401;2.923908;0.173667;0.092500;4.498756;-0.289194;-0.026325;4.048261;0.061918;1.156924;0.633333;1.266667;0.633333;1.266667;1.129893;60.987030
10.10872;2.955439;0.176592;0.092500;4.608751;0.402352;-0.065255;4.120536;0.090486;-1.227657;0.633333;-1.266667;0.633333;-1.266667;1.168275;75.639411
10.17722;2.986971;0.179516;0.093750;4.649238;-0.276176;0.014937;4.151522;0.072512;1.206456;0.633333;1.266667;0.633333;1.266667;1.169458;63.753378
10.24528;3.018498;0.182481;0.093750;4.679129;0.414298;-0.056795;4.187269;0.082883;-1.263231;0.633333;-1.266667;0.633333;-1.266667;1.173007;77.749294
10.31175;3.050026;0.185445;0.095000;4.725585;-0.292605;0.045107;4.217992;0.101003;1.329356;0.633333;1.266667;0.633333;1.266667;1.171015;70.723398
10.38237;3.081550;0.188449;0.095000;4.716346;0.512734;0.051653;4.237534;0.154172;-1.166264;0.633333;-1.266667;0.633333;-1.266667;1.156492;72.265119
10.45145;3.113074;0.191453;0.096250;4.781186;-0.201818;0.006764;4.298210;0.109972;1.123805;0.633333;1.266667;0.633333;1.266667;1.187934;58.874580
10.51918;3.144594;0.194496;0.096250;4.861441;0.438062;-0.068878;4.352494;0.121078;-1.205579;0.633333;-1.266667;0.633333;-1.266667;1.210129;74.589304
10.58683;3.176114;0.197539;0.097500;4.901017;-0.225554;0.078436;4.358886;0.142967;1.331616;0.633333;1.266667;0.633333;1.266667;1.184031;70.709664
10.65530;3.207630;0.200622;0.097500;4.864611;0.568616;0.067649;4.414669;0.178371;-1.154742;0.633333;-1.266667;0.633333;-1.266667;1.207244;71.748157
10.72332;3.239146;0.203705;0.098750;4.960381;-0.119594;0.155189;4.410583;0.186012;1.420072;0.633333;1.266667;0.633333;1.266667;1.171571;75.706155
10.78862;3.270659;0.206827;0.098750;4.816723;0.640624;0.263234;4.416503;0.269888;-0.840814;0.633333;-1.266667;0.633333;-1.266667;1.147578;53.833029
10.85304;3.302171;0.209949;0.100000;5.020212;0.133776;0.397311;4.419329;0.307046;1.597101;0.633333;1.266667;0.633333;1.266667;1.121369;85.777587
10.90428;3.333680;0.213110;0.100000;4.772995;0.820646;0.338421;4.425509;0.338001;-0.896802;0.633333;-1.266667;0.633333;-1.266667;1.098950;57.112531
10.95590;3.365188;0.216271;0.101250;5.052784;0.173962;0.385236;4.463933;0.340833;1.628218;0.633333;1.266667;0.633333;1.266667;1.105784;87.488837
11.00772;3.396692;0.219472;0.101250;4.829840;0.892039;0.341303;4.494131;0.350977;-0.944853;0.633333;-1.266667;0.633333;-1.266667;1.105290;59.937287
11.05894;3.428197;0.222673;0.102500;5.107719;0.146843;0.302512;4.568413;0.317372;1.489447;0.633333;1.266667;0.633333;1.266667;1.144142;79.466193
11.11032;3.459697;0.225913;0.102500;4.985931;0.770415;0.162921;4.574810;0.273370;-1.150459;0.633333;-1.266667;0.633333;-1.266667;1.116122;71.789274
11.16118;3.491198;0.229153;0.103750;5.153130;-0.049893;0.131051;4.668476;0.196533;1.340889;0.633333;1.266667;0.633333;1.266667;1.177730;70.882866
11.21201;3.522694;0.232433;0.103750;5.185830;0.624238;0.040751;4.735466;0.183030;-1.233336;0.633333;-1.266667;0.633333;-1.266667;1.213778;76.609384
11.26292;3.554191;0.235712;0.105000;5.252597;-0.188187;-0.011862;4.784778;0.142371;1.157917;0.633333;1.266667;0.633333;1.266667;1.234122;60.327688
11.31383;3.585683;0.239031;0.105000;5.327429;0.448335;-0.131117;4.794782;0.120863;-1.378591;0.633333;-1.266667;0.633333;-1.266667;1.214859;85.003531
11.36535;3.617175;0.242350;0.106250;5.262406;-0.296689;-0.079191;4.813852;0.090891;1.172039;0.633333;1.266667;0.633333;1.266667;1.206223;61.065231
11.41599;3.648663;0.245708;0.106250;5.361716;0.420437;-0.088981;4.863363;0.110885;-1.290014;0.633333;-1.266667;0.633333;-1.266667;1.222159;80.000038
